coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
alphacat,12 Jan 2018,12 Jan 2018,0.0,146.0,12,fintech,7,N/A,N/A,N/A,N/A,8923,0,N/A,N/A,N/A,0.0,474748,-0.19,-0.07,-1.14,-1.14,-0.111,nan,-0.001,nan
mediccoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,0.11,0.13,2.04,2.04,-28.112,nan,2.55,nan
mothership,7 Jul 2017,21 Jul 2017,14.0,321.0,5,saas,10,5406897.0,7724139.0,0.7,0.04,N/A,0,483,0.6,N/A,0.006,88727,0.49,0.24,3.74,3.74,-0.055,nan,0.009,nan
energo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,770452,-0.02,0.18,2.8,2.8,0.053,nan,0.009,nan
stox,2 Aug 2017,4 Aug 2017,2.0,307.0,7,fintech,20,33000000.0,33000000.0,1.0,1.1,9359,0,13808,0.48,N/A,0.1,1294120,0.4,0.04,0.7,0.7,-0.089,nan,0.002,nan
zeusshield,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,95286,0.11,0.03,0.51,0.51,0.019,nan,0.002,nan
fortuna,N/A,N/A,N/A,N/A,12,fintech,N/A,2000000.0,2000000.0,1.0,0.08,5358,0,N/A,N/A,N/A,1.59,4547580,-0.28,-0.2,-3.24,-3.24,-0.336,nan,-0.009,nan
cofound.it,31 May 2017,07 Jun 2017,7.0,372.0,5,fintech,9,14820030.0,14820030.0,1.0,0.12,1091,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bloom,30 Nov 2017,1 Jan 2018,32.0,157.0,1,saas,11,41420705.0,81217069.0,0.51,0.7,13554,0,441,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
peerplays,26 Feb 2017,14 May 2017,77.0,389.0,1,entertainment,7,5000000.0,N/A,N/A,4.6,1439,0,5473,N/A,N/A,1.446,10275,0.25,0.07,1.13,1.13,0.042,nan,0.01,nan
decision-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,804423,0.14,0.26,4.12,4.12,-0.304,nan,0.015,nan
ugchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,59233,0,N/A,N/A,N/A,0.0,2176660,0.04,-0.08,-1.33,-1.33,-0.335,nan,-0.006,nan
grid+,N/A,N/A,N/A,N/A,12,blockchain,N/A,32226790.0,89518861.0,0.36,1.15,1251,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
polybius,31 May 2017,30 Jun 2017,30.0,342.0,5,fintech,11,62956169.0,99930427.0,0.63,10.0,3558,0,9,N/A,N/A,-0.192,506294,-0.02,0.07,1.03,1.03,-0.363,nan,0.006,nan
switcheo,N/A,N/A,N/A,N/A,12,fintech,N/A,8700000.0,8700000.0,1.0,0.016,16606,0,N/A,N/A,N/A,-0.193,182193,0.41,0.17,2.73,2.73,0.326,nan,0.027,nan
synereo,18 Sep 2016,18 Oct 2016,30.0,597.0,12,saas,0,4700000.0,4700000.0,1.0,0.19,N/A,0,26677,N/A,N/A,-0.988,241,0.23,0.24,3.83,3.83,-0.096,nan,0.013,nan
stk,31 Jan 2018,14 Feb 2018,14.0,113.0,1,blockchain,16,17000000.0,N/A,N/A,0.2,7223,0,10047,N/A,N/A,0.262,12919500,-0.23,-0.23,-3.68,-3.68,-0.295,nan,-0.007,nan
brahmaos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,153905,0.03,0.26,0.52,0.52,0.929,nan,-0.004,nan
envion,15 Dec 2017,14 Jan 2018,30.0,144.0,6,blockchain,12,100000000.0,149253731.0,0.67,1.0,22198,0,21224,0.66,N/A,-0.036,168394,-0.22,-0.13,-2.0,-2.0,-0.282,nan,-0.014,nan
pepe-cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,256,0.39,0.16,2.53,2.53,0.07,nan,0.022,nan
dimecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1051,0.34,0.09,1.48,1.48,-0.044,nan,0.245,nan
adtoken,26 Jun 2017,26 Jun 2017,0.0,346.0,12,saas,N/A,10000000.0,N/A,N/A,0.02,N/A,0,6584,N/A,N/A,2.26,334,-0.07,0.05,0.87,0.87,-0.24,nan,0.007,nan
suncontract,28 Jun 2017,1 Aug 2017,34.0,310.0,5,energy,31,2000000.0,N/A,N/A,0.02,2,0,15197,0.76,N/A,1.128,35660,0.05,0.14,2.3,2.3,0.087,nan,0.015,nan
mercury,N/A,N/A,N/A,N/A,1,blockchain,15,4749479.0,19789496.0,0.24,0.043,738,0,N/A,N/A,N/A,-0.959,506,0.4,0.2,3.24,3.24,0.39,nan,0.036,nan
everex,24 Jul 2017,31 Aug 2017,38.0,280.0,7,fintech,9,25840000.0,26101010.0,0.99,2.13,4669,0,14055,N/A,N/A,-0.103,1389230,0.12,0.04,0.62,0.62,0.107,nan,0.005,nan
leocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,49750,0.01,0.06,0.89,0.89,-0.17,nan,0.006,nan
bean-cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5059,0.17,0.01,0.19,0.19,-0.088,nan,0.017,nan
deeponion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5660,0.43,0.22,3.47,3.47,0.041,nan,0.024,nan
alqo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,90795,0.13,0.29,4.58,4.58,0.145,nan,0.019,nan
dmarket,14 Nov 2017,01 Dec 2017,17.0,188.0,2,entertainment,4,19026768.0,52852133.0,0.36,0.63,3448,0,7235,0.68,N/A,0.542,18992,-0.03,0.06,1.02,1.02,0.108,nan,0.008,nan
linda,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,263,0,N/A,N/A,N/A,0.0,9656,0.35,0.23,3.71,3.71,-0.432,nan,0.035,nan
chronobank,15 Dec 2016,15 Feb 2017,62.0,477.0,2,saas,1,5400000.0,N/A,N/A,10.0,N/A,0,19807,N/A,N/A,-0.06,42133,-0.26,0.03,0.44,0.44,-0.154,nan,0.007,nan
lala-world,5 Jan 2018,5 Feb 2018,31.0,122.0,7,saas,5,20191350.0,20191350.0,1.0,0.13,823,0,10054,0.34,N/A,-0.253,28433,-0.44,0.0,0.04,0.04,0.149,nan,0.01,nan
lamden,1 Dec 2017,3 Jan 2018,33.0,155.0,6,fintech,15,10000000.0,10000000.0,1.0,0.03,9142,0,N/A,0.36,N/A,21.283,937600,0.03,-0.05,-0.83,-0.83,-0.336,nan,-0.003,nan
matchpool,2 Apr 2017,4 Apr 2017,2.0,429.0,12,saas,7,5800000.0,N/A,N/A,0.1,2213,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
shield,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,558234,-0.08,0.1,1.52,1.52,0.262,nan,0.035,nan
blackcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,21446,0.23,0.26,4.14,4.14,-0.107,nan,0.007,nan
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,89.0,7,fintech,23,14400000.0,14400000.0,1.0,0.08,9272,0,4027,0.36,N/A,-0.184,1945280,0.52,0.11,1.74,1.74,-0.11,nan,0.008,nan
monetha,31 Aug 2017,31 Aug 2017,0.0,280.0,5,fintech,11,35910000.0,35910000.0,1.0,0.19,4751,0,18969,0.68,N/A,0.502,2743890,-0.15,-0.11,-1.76,-1.76,-0.166,nan,0.003,nan
prochain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2150570,0.08,0.06,0.91,0.91,-0.141,nan,0.002,nan
dimcoin,1 Jul 2017,27 Aug 2017,57.0,284.0,11,fintech,20,14005746.0,14005746.0,1.0,0.01,3085,0,N/A,0.68,N/A,23.562,1409400,-0.49,-0.22,-3.44,-3.44,0.112,nan,-0.006,nan
aeron,19 Sep 2017,30 Oct 2017,41.0,220.0,10,transportation,11,4897723.0,30610769.0,0.16,0.5,19619,0,29773,0.5,N/A,-0.189,8757,0.13,0.16,2.58,2.58,0.116,nan,0.028,nan
blackmoon,12 Sep 2017,12 Oct 2017,30.0,238.0,12,blockchain,14,30000000.0,30000000.0,1.0,1.1,3484,0,6419,0.46,N/A,-0.235,592273,0.01,-0.11,-1.71,-1.71,-0.097,nan,0.004,nan
pascal-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9,0.29,0.14,2.22,2.22,-0.344,nan,0.098,nan
muse,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,12,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
moeda-loyalty...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cappasity,22 Feb 2018,22 Mar 2018,28.0,77.0,1,saas,18,2301451.0,19178758.0,0.12,0.01,58426,0,37610,0.62,N/A,2.315,887638,0.12,0.17,2.68,2.68,0.47,nan,0.014,nan
hempcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1557,0,N/A,N/A,N/A,0.0,19,0.26,0.16,2.58,2.58,-0.041,nan,0.027,nan
airtoken,19 Sep 2017,19 Oct 2017,30.0,231.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,896,0,6451,0.72,N/A,-0.313,303295,-0.25,0.02,0.38,0.38,0.012,nan,0.005,nan
luxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42049,0.04,0.21,3.32,3.32,0.047,nan,0.017,nan
oax,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,49180,0.54,0.11,1.79,1.79,-0.108,nan,0.009,nan
bismuth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,100579,0.11,0.11,1.77,1.77,-0.103,nan,0.015,nan
nework,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4777680,0.12,-0.05,-0.83,-0.83,-0.38,nan,0.009,nan
credo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20398,0.14,0.08,1.22,1.22,0.306,nan,0.033,nan
incent,1 Sep 2016,1 Sep 2016,0.0,644.0,9,blockchain,7,1000000.0,N/A,N/A,0.1,N/A,0,13231,N/A,N/A,-0.918,43,0.22,0.14,2.19,2.19,-0.029,nan,0.031,nan
spacechain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,77,0,N/A,N/A,N/A,0.0,11129000,-0.11,-0.09,-1.35,-1.35,-0.143,nan,-0.009,nan
boolberry,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1226,-0.39,-0.18,-2.93,-2.93,-0.016,nan,0.012,nan
ai-doctor,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
i/o-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
proxeus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,462396,-0.41,-3.28,-6.55,-6.55,-0.017,nan,-0.025,nan
morpheus-network,22 Mar 2018,22 Apr 2018,31.0,46.0,12,other,12,9883347.0,17969722.0,0.55,0.45,12073,0,5790,0.64,N/A,-0.104,193829,0.79,1.36,2.72,2.72,-0.196,nan,0.024,nan
dadi,29 Jan 2018,29 Jan 2018,0.0,129.0,4,fintech,15,29000000.0,29000000.0,1.0,0.5,22089,0,31672,0.38,N/A,-0.112,2381560,-0.21,-0.05,-0.8,-0.8,0.009,nan,-0.005,nan
nolimitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1086,-0.16,0.07,1.08,1.08,-0.098,nan,0.03,nan
uptoken,16 Oct 2017,15 Dec 2017,60.0,174.0,1,fintech,9,18934021.0,35063002.0,0.54,0.1,23,0,3037,N/A,N/A,2.021,21597500,-0.43,-0.08,-1.21,-1.21,0.803,nan,-0.01,nan
blocktix,7 Jul 2017,25 Jul 2017,18.0,317.0,5,entertainment,7,6981328.0,7506804.0,0.93,0.24,N/A,0,5976,N/A,N/A,-0.174,11878,0.29,0.07,1.17,1.17,0.052,nan,0.018,nan
crown,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,92,0.13,0.01,0.24,0.24,0.377,nan,0.077,nan
measurable-da...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
selfkey,14 Jan 2018,14 Jan 2018,0.0,144.0,7,fintech,48,21776392.0,21776392.0,1.0,0.02,11273,0,0,0.74,N/A,2.327,31248100,-0.52,-0.26,-4.06,-4.06,-0.257,nan,-0.013,nan
aichain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,949705,-0.21,-0.19,-3.08,-3.08,-0.163,nan,-0.004,nan
agrello,16 Jul 2017,17 Aug 2017,32.0,294.0,5,saas,13,30100000.0,43000000.0,0.7,0.56,4826,0,14817,0.8,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gridcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,798,-0.13,-0.04,-0.6,-0.6,0.015,nan,0.007,nan
bitusd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3784,-0.03,0.02,0.29,0.29,-0.04,nan,0.002,nan
banyan-network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4844290,-0.04,0.02,0.33,0.33,-0.396,nan,-0.004,nan
diamond,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.19,0.08,1.3,1.3,-0.243,nan,0.008,nan
oneroot-network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,675903,-0.1,-0.15,-2.45,-2.45,-0.071,nan,-0.001,nan
karma,29 Nov 2017,15 Dec 2017,16.0,174.0,2,fintech,15,10000000.0,10000000.0,1.0,0.01,1219,0,4210,0.44,N/A,5.911,150439,-0.01,-0.17,-2.67,-2.67,-0.367,nan,-0.007,nan
hi-mutual-soc...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcoin-atom,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2865,-0.46,-0.23,-3.64,-3.64,0.325,nan,-0.019,nan
daostack,8 May 2018,7 Jun 2018,30.0,0.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,24069,0,5766,0.68,N/A,0.31,1927100,-0.36,-2.88,-5.75,-5.75,0.306,nan,-0.035,nan
callisto-network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35859,1.6,2.78,5.55,5.55,0.925,nan,0.061,nan
restart-energ...,N/A,N/A,N/A,N/A,12,energy,N/A,30000000.0,30000000.0,1.0,0.0864,28616,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
monetaryunit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13,0.23,0.11,1.74,1.74,0.015,nan,0.032,nan
gincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,135113,0.68,1.17,2.35,2.35,-0.707,nan,0.008,nan
ormeus-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,232789,0.01,0.21,3.3,3.3,-0.007,nan,0.01,nan
carvertical,26 Dec 2017,4 Apr 2018,99.0,64.0,5,saas,20,19911150.0,19911150.0,1.0,0.0055,13340,0,N/A,N/A,N/A,1.65,451064,-0.05,-0.07,-1.18,-1.18,-0.727,nan,-0.008,nan
peepcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,180,-0.23,0.17,2.77,2.77,-5.977,nan,1.558,nan
covesting,24 Nov 2017,15 Jan 2018,52.0,143.0,7,saas,12,18750000.0,18750000.0,1.0,2.56,8919,0,10122,0.82,N/A,0.207,328108,-0.21,-0.12,-1.95,-1.95,-0.248,nan,-0.005,nan
omni,N/A,N/A,N/A,N/A,12,blockchain,N/A,7497400.0,24991333.0,0.3,0.46,25619,0,N/A,N/A,N/A,231.957,0.0,0.02,-0.01,-0.21,-0.21,0.006,nan,0.008,nan
mooncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1754,0.35,0.13,2.06,2.06,-0.193,nan,0.072,nan
quantum,15 Apr 2017,15 May 2017,30.0,388.0,5,blockchain,5,4122700.0,N/A,N/A,0.05,N/A,0,9188,N/A,N/A,5.732,136233,0.19,0.06,0.93,0.93,-0.075,nan,0.005,nan
revolutionvr,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,162143,-0.3,-0.1,-1.66,-1.66,0.08,nan,0.005,nan
numeraire,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4354180,0.08,0.08,1.28,1.28,-0.107,nan,0.004,nan
swissborg,7 Dec 2017,10 Jan 2018,34.0,148.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4757,0,11176,0.3,N/A,0.028,115322,-0.35,-0.18,-2.92,-2.92,-0.233,nan,-0.007,nan
coinpoker,19 Jan 2018,26 Jan 2018,7.0,132.0,7,entertainment,15,52712179.0,N/A,N/A,0.05,4916,0,5241,0.86,N/A,0.95,350963,-0.38,-0.01,-0.18,-0.18,-0.521,nan,-0.004,nan
oxycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,95485,0.0,0.09,1.47,1.47,-0.018,nan,0.01,nan
atmchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
blockport,27 Jan 2018,31 Jan 2018,4.0,131.0,12,fintech,N/A,15000000.0,15000000.0,1.0,0.35,28406,0,N/A,0.42,N/A,0.25,1024180,-0.0,0.07,1.04,1.04,-0.188,nan,0.002,nan
loki,,26 Mar 2018,25.0,73.0,12,telecommunications,14,N/A,N/A,N/A,0.68,17165,0,3070,0.46,N/A,0.259,230900,-0.0,-0.0,-0.0,-0.0,1.051,nan,0.004,nan
sureremit,10 Jan 2018,10 Feb 2018,31.0,117.0,1,saas,11,10000000.0,10000000.0,1.0,1.0,2071,0,4429,0.34,N/A,-0.963,35294,-0.22,0.02,0.31,0.31,-0.546,nan,0.004,nan
sakura-bloom,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,48435,-0.14,-1.1,-2.19,-2.19,0.006,nan,-0.004,nan
radium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1550,0,N/A,N/A,N/A,0.0,2668,0.23,0.27,4.29,4.29,-0.13,nan,0.014,nan
stronghands,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,628,0.38,0.01,0.2,0.2,-0.366,nan,0.066,nan
echolink,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,57587,0,N/A,N/A,N/A,0.0,14911900,-0.04,-0.09,-1.35,-1.35,0.183,nan,-0.003,nan
uquid-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,177887,0.17,0.14,2.28,2.28,-0.341,nan,0.006,nan
rialto,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,51162,0.27,0.2,3.11,3.11,-0.157,nan,0.013,nan
bittube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
exrnchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32400,0.02,0.21,3.33,3.33,0.587,nan,0.071,nan
florincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.32,0.17,2.66,2.66,-0.078,nan,0.013,nan
te-food,22 Feb 2018,22 Mar 2018,28.0,77.0,6,fintech,19,19100000.0,19100000.0,1.0,0.05,10265,0,10033,0.5,N/A,-0.448,302268,-0.04,0.09,1.4,1.4,-0.202,nan,0.002,nan
remme,13 Feb 2018,22 Feb 2018,9.0,105.0,7,saas,20,20000000.0,20000000.0,1.0,0.04,16348,0,5884,0.74,N/A,-0.209,587552,-0.34,-0.0,-0.05,-0.05,0.046,nan,0.001,nan
latoken,22 Aug 2017,10 Oct 2017,49.0,240.0,7,fintech,35,18880673.0,40171645.0,0.47,0.3,5539,0,8053,0.44,N/A,-0.058,163778,-0.05,0.11,1.73,1.73,-0.048,nan,0.005,nan
divi,25 Oct 2017,21 Nov 2017,27.0,198.0,12,other,15,2592064.0,2592064.0,1.0,0.62,2248,0,N/A,0.66,N/A,0.365,56068,0.17,0.24,3.82,3.82,-0.202,nan,0.013,nan
hydrogen,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,130253,0.35,2.82,5.63,5.63,-1.381,nan,0.058,nan
unibright,20 Apr 2018,20 May 2018,30.0,18.0,5,fintech,13,13542375.0,13542375.0,1.0,0.14,10235,0,5271,0.24,N/A,0.384,2400200,-1.35,-2.34,-4.68,-4.68,-0.883,nan,-0.043,nan
flash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2437,-0.03,0.05,0.72,0.72,0.128,nan,0.014,nan
indahash,29 Nov 2017,20 Dec 2017,21.0,169.0,5,saas,15,42715825.0,66743477.0,0.64,0.24,11638,0,9855,0.84,N/A,1.561,3113160,-0.2,-0.11,-1.73,-1.73,-0.326,nan,-0.011,nan
e-dinar-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1101000,-0.1,-0.03,-0.42,-0.42,0.076,nan,-0.0,nan
solarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1988,-0.07,0.02,0.37,0.37,-0.066,nan,0.013,nan
policypal-net...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
expanse,N/A,N/A,N/A,N/A,12,other,0,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3473,-0.06,-0.08,-1.31,-1.31,-0.13,nan,0.034,nan
betterbetting,15 Dec 2017,31 Jan 2018,47.0,127.0,5,other,16,5500000.0,30555556.0,0.18,0.1,2970,0,2565,N/A,N/A,-0.1,196193,-0.04,-0.3,-0.59,-0.59,-0.941,nan,0.004,nan
graft,18 Jan 2018,18 Feb 2018,31.0,109.0,1,blockchain,15,3000000.0,25000000.0,0.12,0.28,5463,0,2595,N/A,N/A,-0.846,40067,-0.3,-0.0,-0.06,-0.06,0.236,nan,0.008,nan
smartlands,2 Nov 2017,20 Nov 2017,18.0,199.0,12,fintech,11,1753698.0,25052829.0,0.07,1.0,1695,0,1968,0.68,N/A,-0.803,102013,0.24,0.16,2.52,2.52,0.211,nan,0.046,nan
neumark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,351032,0.35,0.12,1.96,1.96,-0.049,nan,0.007,nan
sharder,22 Feb 2018,22 Mar 2018,28.0,77.0,12,saas,N/A,5398600.0,5398600.0,1.0,0.0446,10560,0,N/A,0.26,N/A,1.284,3209300,-0.17,-1.36,-2.71,-2.71,-0.615,nan,-0.018,nan
vericoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,19234,0.35,0.23,3.69,3.69,-0.104,nan,0.013,nan
heronode,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,551160,-0.26,-0.44,-0.88,-0.88,-0.633,nan,-0.006,nan
olympus-labs,N/A,N/A,N/A,N/A,12,other,N/A,60324750.0,60324750.0,1.0,2.18,10593,0,35624,0.56,N/A,-0.495,2510470,0.12,0.01,0.08,0.08,-0.159,nan,-0.002,nan
