coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
airtoken,19 Sep 2017,19 Oct 2017,30.0,209.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,813,0,5274,0.72,0.48,-0.31,303295,-0.25,0.02,0.38,0.51,0.023,-8.5,0.003,-0.055
spectiv,8 Dec 2017,31 Dec 2017,23.0,136.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3305,0.56,0.44,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hellogold,28 Aug 2017,2 Oct 2017,35.0,226.0,12,saas,19,32000.0,N/A,N/A,0.05,1474,0,1981,0.3,0.66,-0.52,28580,-0.0,0.14,2.29,2.35,-0.133,-10.75,0.026,-0.017
alis,1 Sep 2017,1 Oct 2017,30.0,227.0,8,saas,5,3705000.0,35600000.0,0.1,0.1,N/A,0,1755,0.6,0.7,1.12,337890,0.2,0.18,2.92,3.01,-0.099,-15.125,0.01,-0.051
clearcoin,16 Nov 2017,31 Mar 2018,135.0,46.0,1,other,17,N/A,N/A,N/A,0.01,26113,0,N/A,0.52,0.64,0.55,93524,0.07,0.54,1.08,1.22,0.485,5.25,-0.007,-0.007
viuly,1 Nov 2017,15 Nov 2017,14.0,182.0,5,entertainment,3,N/A,30000000.0,N/A,0.17,6768,0,6321,0.74,0.46,-0.97,14913,0.32,0.25,4.03,4.07,0.106,-2.5,0.036,-0.015
gatcoin,17 Dec 2017,5 Jan 2018,19.0,131.0,3,saas,17,14500000.0,14500000.0,1.0,0.03,4020,0,4412,0.54,0.5,1.64,681451,-0.3,-0.23,-3.69,-3.53,-0.017,-8.875,-0.011,-0.029
eroscoin,11 Oct 2017,15 Nov 2017,35.0,182.0,12,other,7,N/A,N/A,N/A,N/A,N/A,0,N/A,0.42,0.58,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fidentiax,6 Nov 2017,5 Dec 2017,29.0,162.0,7,saas,8,1566283.0,2900000.0,0.54,0.03,2510,0,3948,0.22,0.62,8.27,77268,0.26,0.07,1.06,1.13,-0.239,6.5,0.004,-0.015
dether,07 Feb 2018,07 Mar 2018,28.0,70.0,5,saas,8,13445000.0,13400000.0,1.0,0.23,7022,0,1261,0.5,0.54,-0.34,40103,-0.32,-0.11,-1.69,-1.55,0.568,3.75,0.005,0.008
hoqu,27 Nov 2017,26 Feb 2018,91.0,79.0,4,fintech,5,18782400.0,33200000.0,0.57,0.22,15099,0,6194,0.84,0.4,-0.66,29097,-0.15,-0.04,-0.63,-0.46,0.071,-4.125,-0.008,-0.031
cryptopay,2 Oct 2017,30 Oct 2017,28.0,198.0,4,blockchain,3,18148220.0,64300000.0,0.28,0.31,N/A,0,8243,0.48,0.4,0.24,380453,0.1,0.07,1.04,1.11,-0.322,-9.875,0.007,0.001
1world,5 Oct 2017,6 Nov 2017,32.0,191.0,1,blockchain,66,5000000.0,N/A,N/A,1.2,7204,0,7604,0.42,0.44,-0.66,357311,-0.08,-0.66,-1.31,-1.21,-0.362,16.125,0.005,0.061
atlant,7 Sep 2017,1 Nov 2017,55.0,196.0,2,real estate,12,6663530.0,69200000.0,0.1,0.61,5220,0,4079,0.56,0.52,-0.35,323580,-0.27,0.04,0.68,0.8,-0.218,-5.125,0.007,-0.041
helbiz,15 Feb 2018,4 Mar 2018,17.0,73.0,7,fintech,12,38646000.0,N/A,N/A,0.01,1947,0,23289,0.44,0.62,0.31,756160,0.56,0.96,1.93,2.0,2.58,-16.125,0.035,-0.071
blockcat,15 Jul 2017,14 Aug 2017,30.0,275.0,1,saas,7,6284400.0,5000000.0,1.0,0.88,N/A,0,7933,0.42,0.56,0.23,28777,0.19,0.06,0.96,1.06,-0.201,-15.75,0.008,-0.018
parkgene,15 Jan 2018,19 Mar 2018,63.0,58.0,7,fintech,5,2000.0,35000000.0,0.0,0.1,4425,0,779,0.6,0.52,-0.87,58791,1.22,2.1,4.21,4.38,-2.697,-23.667,0.0,-0.007
biocoin,1 Nov 2017,18 Feb 2018,109.0,87.0,2,other,18,16000000.0,15000000.0,1.0,16.0,337,0,1255,0.38,0.66,-1.0,41016,-0.11,-0.18,-2.92,-2.62,0.047,7.0,-0.007,0.08
adshares,7 Jul 2017,12 Jan 2018,189.0,124.0,12,fintech,2,11900000.0,N/A,N/A,2.8,1084,0,2228,0.3,0.78,-0.86,7590,0.19,0.09,1.48,1.56,-0.027,-4.5,0.017,-0.035
bezop,20 Dec 2017,10 Jan 2018,21.0,126.0,12,other,4,N/A,N/A,N/A,N/A,5419,0,N/A,0.22,0.58,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vezt,4 Nov 2017,3 Dec 2017,29.0,164.0,1,entertainment,19,1378806.0,15000000.0,0.09,0.5,2853,0,5411,0.54,0.58,5.32,2379180,-0.14,-0.13,-2.04,-1.92,-0.522,-6.833,-0.011,0.022
herocoin,14 Sep 2017,14 Oct 2017,30.0,214.0,5,other,7,14000000.0,16000000.0,0.88,0.03,1911,0,N/A,0.52,0.54,-0.32,852325,0.3,0.16,2.55,2.6,-0.555,-1.667,0.028,-0.027
experty,25 Jan 2018,25 Feb 2018,31.0,80.0,6,telecommunications,15,9468000.0,9500000.0,1.0,1.05,14467,0,15947,0.82,0.54,-0.37,1742640,-0.58,-0.12,-1.85,-1.65,-0.108,1.5,-0.014,-0.015
syncfab,15 Feb 2018,15 Mar 2018,28.0,62.0,1,saas,9,9155717.0,19700000.0,0.46,0.12,10350,0,N/A,0.58,0.5,-0.61,48703,0.02,0.14,0.28,0.42,-0.754,-16.5,-0.001,-0.055
tokenstars,31 Aug 2017,31 Oct 2017,61.0,197.0,7,other,4,4901000.0,15000000.0,0.33,0.42,18547,0,N/A,0.56,0.64,-0.17,409248,-0.54,-0.94,-1.89,-1.75,-0.342,-19.2,-0.025,-0.052
real,31 Aug 2017,30 Sep 2017,30.0,228.0,7,real estate,4,10604571.0,33000000.0,0.32,1.32,2108,0,4536,0.52,0.68,-0.23,13785,0.0,-0.02,-0.34,-0.18,0.119,4.6,0.014,0.016
ethorse,10 Jan 2018,17 Jan 2018,7.0,119.0,7,other,N/A,4000.0,N/A,N/A,0.05,N/A,0,1299,0.34,0.68,1.72,523864,0.01,0.03,0.4,0.6,-0.035,9.0,-0.001,-0.05
aigang,15 Nov 2017,15 Dec 2017,30.0,152.0,7,fintech,7,4228920.0,31100000.0,0.14,0.35,4627,0,7934,0.7,0.46,10.6,16206500,-0.22,-0.26,-4.06,-3.87,-0.228,-1.6,-0.019,-0.016
privatix,19 Oct 2017,16 Nov 2017,28.0,181.0,12,saas,16,2391939.0,15000000.0,0.16,3.33,1964,0,704,0.48,0.64,-0.06,99333,0.11,0.15,2.41,2.49,-0.164,6.8,0.025,-0.062
lampix,9 Aug 2017,18 Aug 2017,9.0,271.0,1,saas,13,12113000.0,60.0,1.0,0.11,N/A,0,3337,0.4,0.5,-0.13,29039,0.07,0.06,0.89,1.11,-0.127,-10.6,0.005,-0.036
goldmint,20 Sep 2017,11 Nov 2017,52.0,186.0,2,fintech,11,6935639.0,49000000.0,0.14,7.0,10897,0,2592,0.46,0.54,-0.63,74776,0.24,0.16,2.47,2.62,-0.098,-6.0,0.011,-0.04
tokenbox,14 Nov 2017,28 Nov 2017,14.0,169.0,2,saas,8,20000000.0,20000000.0,1.0,1.0,2019,0,2430,0.76,0.56,0.5,116601,-0.15,-0.12,-1.91,-1.67,0.041,7.8,-0.007,0.038
sense,7 Nov 2017,21 Nov 2017,14.0,176.0,1,telecommunications,7,15000000.0,15000000.0,1.0,0.1,2461,0,9663,0.44,0.56,-0.43,13019,0.03,-0.16,-2.58,-2.37,-0.286,12.6,-0.002,0.016
upfiring,3 Oct 2017,31 Oct 2017,28.0,197.0,12,saas,N/A,25848.0,N/A,N/A,0.03,N/A,0,N/A,0.38,0.8,12.97,362421,-0.26,0.21,3.33,3.41,-0.295,3.4,0.018,0.014
crycash,12 Dec 2017,31 Jan 2018,50.0,105.0,5,blockchain,6,N/A,N/A,N/A,1.1,3163,0,1444,0.42,0.58,-0.57,50581,0.07,0.57,1.14,1.37,0.267,10.2,0.01,0.032
eventchain,13 Sep 2017,14 Oct 2017,31.0,214.0,1,entertainment,8,772896.0,13500000.0,0.06,0.42,N/A,0,24081,0.44,0.64,-0.6,1884,0.21,0.17,2.74,2.78,-0.537,7.0,0.044,0.02
obsidian,12 Aug 2017,26 Aug 2017,14.0,263.0,4,saas,6,1566332.0,15.0,1.0,0.25,814,0,8995,0.62,0.5,0.49,262223,0.12,0.15,2.45,2.62,-0.06,-3.8,0.005,-0.028
hirematch,1 Oct 2017,15 Feb 2018,137.0,90.0,1,fintech,4,16000000.0,N/A,N/A,0.17,N/A,0,1955,0.28,0.58,-0.83,98386,0.03,0.21,0.42,0.71,-0.091,3.0,0.022,-0.03
blocklancer,16 Jan 2018,16 Feb 2018,31.0,89.0,5,fintech,5,10000000.0,N/A,N/A,N/A,N/A,0,51,0.68,0.5,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinlancer,14 Oct 2017,15 Nov 2017,32.0,182.0,12,saas,36,11860153.0,50000000.0,0.24,0.25,7305,0,2235,0.5,0.7,0.69,3536710,0.03,-0.09,-1.49,-1.35,-0.235,3.2,-0.01,0.022
soma,27 Sep 2017,14 Nov 2017,48.0,183.0,5,ecommerce,11,6049621.0,39800000.0,0.15,0.74,1506,0,4798,0.54,0.5,-0.69,6114,0.39,0.15,2.37,2.46,-0.288,-30.4,0.027,0.086
farad,1 Oct 2017,31 Oct 2017,30.0,197.0,12,energy,11,N/A,N/A,N/A,0.13,76,0,3439,0.56,0.74,-0.39,39680,0.05,0.12,1.95,2.04,-0.121,-2.2,0.015,0.088
chronologic,25 Aug 2017,25 Sep 2017,31.0,233.0,12,fintech,3,7502000.0,N/A,N/A,N/A,N/A,0,N/A,0.3,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wandx,27 Oct 2017,21 Nov 2017,25.0,176.0,7,other,6,13000.0,N/A,N/A,N/A,2355,0,6125,0.34,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
centra,03 Aug 2017,02 Oct 2017,60.0,226.0,1,fintech,19,26100000.0,26100000.0,1.0,0.73,1165,0,49,0.56,0.54,-0.53,2484,0.24,0.14,2.22,2.23,-0.248,2.0,0.046,0.06
musiconomi,27 Aug 2017,27 Sep 2017,31.0,231.0,12,other,6,N/A,N/A,N/A,N/A,N/A,0,N/A,0.46,0.64,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitjob,12 Sep 2017,13 Oct 2017,31.0,215.0,12,saas,26,2726424.0,12000000.0,0.23,0.39,2196,0,6919,0.62,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
escroco,30 Oct 2017,28 Nov 2017,29.0,169.0,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.22,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
suretly,11 Jul 2017,11 Aug 2017,31.0,278.0,2,fintech,6,1000000.0,N/A,N/A,30.93,N/A,0,1280,0.54,0.6,-0.58,12585,-0.12,-0.04,-0.67,-0.52,-0.007,-8.4,0.004,-0.044
bitair,17 Sep 2017,31 Oct 2017,44.0,197.0,12,other,N/A,N/A,N/A,N/A,0.02,N/A,0,N/A,0.4,0.72,-0.28,209739,0.14,-0.02,-0.32,-0.19,-0.266,11.6,-0.006,0.016
tigercoin,25 Feb 2018,25 Mar 2018,28.0,52.0,12,fintech,N/A,N/A,N/A,N/A,N/A,508,0,N/A,0.32,0.74,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
copico,16 Oct 2017,16 Nov 2017,31.0,181.0,12,blockchain,2,N/A,N/A,N/A,0.01,1095,0,N/A,0.32,0.88,1.25,107543,0.05,0.22,3.42,3.5,-0.076,-1.0,0.026,0.05
opus,24 Jul 2017,24 Aug 2017,31.0,265.0,12,entertainment,11,5737250.0,20000000.0,0.29,0.04,1608,0,3652,0.86,0.38,0.3,37435,-0.08,-0.0,-0.01,0.12,-0.152,8.2,0.036,0.032
starbase,9 Nov 2017,24 Nov 2017,15.0,173.0,8,saas,5,8842000.0,10000000.0,0.88,0.1,N/A,0,183,0.64,0.52,0.08,11977,0.31,0.15,2.32,2.33,1.889,7.2,0.298,-0.028
flypme,26 Sep 2017,19 Sep 2017,-7.0,239.0,5,other,1,1663417.0,N/A,N/A,0.07,21,0,N/A,0.38,0.7,1.58,15603,0.1,0.21,3.3,3.41,-0.549,15.8,0.025,-0.052
pluscoin,26 Sep 2017,10 Oct 2017,14.0,218.0,8,blockchain,13,4800000.0,N/A,N/A,14.5,114,0,241,0.22,0.7,-1.0,67444,-0.11,0.08,1.23,1.35,0.944,-0.6,0.032,-0.006
ccore,9 Nov 2017,30 Nov 2017,21.0,167.0,12,fintech,8,1400000.0,N/A,N/A,N/A,2081,0,4076,0.26,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fujinto,10 Aug 2017,10 Sep 2017,31.0,248.0,8,blockchain,4,60000.0,N/A,N/A,0.09,N/A,0,944,0.24,0.64,3.24,580241,-0.34,-0.24,-3.74,-3.6,0.299,-8.0,-0.002,-0.07
abjcoin,1 Sep 2017,30 Oct 2017,59.0,198.0,12,blockchain,10,N/A,1290000.0,N/A,0.5,1853,0,N/A,0.28,0.74,0.18,87523,0.09,0.23,3.57,3.6,0.329,-31.6,0.114,-0.106
bolenum,15 Jul 2017,14 Aug 2017,30.0,275.0,12,blockchain,N/A,19121.0,N/A,N/A,5.98,N/A,0,54633,0.42,0.9,-1.0,13218,-0.1,0.12,1.85,1.89,-0.233,-1.6,0.035,-0.076
iconic,01 Mar 2018,31 Mar 2018,30.0,46.0,12,fintech,N/A,N/A,N/A,N/A,N/A,3076,0,N/A,0.28,0.7,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
daostack,01 May 2018,07 Jun 2018,37.0,-22.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,25992,0,5420,0.32,0.62,0.31,1927100,-2.97,-5.14,-10.28,-10.28,2.03,nan,-0.034,nan
verime,1 Mar 2018,31 Mar 2018,30.0,46.0,7,saas,18,30000000.0,30000000.0,1.0,0.17,41052,0,9183,0.48,0.64,-0.19,95404,-1.2,-2.08,-4.17,-4.17,-0.725,nan,-0.038,nan
key,23 Sep 2017,23 Oct 2017,30.0,205.0,12,fintech,N/A,21780000.0,N/A,N/A,N/A,N/A,0,N/A,0.34,0.82,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
transcodium,1 Mar 2018,30 Apr 2018,60.0,16.0,4,saas,7,10977534.0,30000000.0,0.37,0.38,6290,0,N/A,0.52,0.44,-0.63,488145,-0.53,-0.92,-1.84,-1.84,-0.273,nan,-0.013,nan
friendz,1 Mar 2018,20 Mar 2018,19.0,57.0,6,fintech,17,13754758.0,50300000.0,0.27,0.07,73088,0,56047,0.6,0.54,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
peculium,21 Dec 2017,24 Jan 2018,34.0,112.0,5,fintech,52,9917634.0,2000000.0,1.0,0.01,N/A,0,16505,0.64,0.74,-0.58,69616,0.0,0.03,0.05,0.05,0.041,nan,0.012,nan
nitro,30 Nov 2017,26 Dec 2017,26.0,141.0,3,saas,11,2694156.0,58000000.0,0.05,0.97,16554,0,3767,0.84,0.7,0.58,131540,0.07,0.07,1.18,1.18,-0.436,nan,0.027,nan
anryze,12 Sep 2017,12 Oct 2017,30.0,216.0,2,blockchain,13,1759099.0,6000000.0,0.29,0.02,1033,0,N/A,0.5,0.62,0.29,670261,0.23,0.14,2.27,2.27,0.075,nan,0.017,nan
indicoin,30 Sep 2017,1 Nov 2017,32.0,196.0,12,blockchain,9,23000.0,N/A,N/A,0.02,N/A,0,17297,0.26,0.72,0.71,60496,0.16,0.05,0.73,0.73,-0.581,nan,0.012,nan
solomonexchange,N/A,27 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hackspacecapital,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
impakfinance,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
modum.io,N/A,22 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
detectortoken,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
silentnotary,N/A,18 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
intelligenttradingtech,N/A,17 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kybernetwork,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kickico,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smartinvestmentfundtoken,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
trackr,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
facecoin,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
icobox,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
social(scl),N/A,14 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
enigmacatalyst,N/A,12 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ahoolee,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
stuffgogo,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
prospector,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
onegram,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
filecoin,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
alpencoin,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hubii,N/A,07 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldwideanonymousmessaging,N/A,06 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
indorse,N/A,06 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
finshicapital,N/A,31 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
moeda,N/A,31 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xplay,N/A,30 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
paquarium,N/A,24 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
monsterbyte,N/A,04 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coindash,N/A,04 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
district0xnetwork,N/A,01 Aug 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
11.97,N/A,31 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
rootproject,N/A,28 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
geofounders,N/A,26 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
primalbase,N/A,26 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eros,N/A,23 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gilgam,N/A,20 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gilgam.es,N/A,20 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coindash,N/A,17 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sumerchain,N/A,17 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitquence,N/A,16 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
orocrypt,N/A,14 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fuck,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tezos,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
insurex,N/A,13 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nimiq,N/A,12 Jul 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
