coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
utrust,2 Nov 2017,20 Nov 2017,18.0,204.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,12985,0,28550,0.92,1.993,3956620,0.338,0.077,1.227,1.366,-0.541,-4.011,-0.001,-0.051
ins-ecosystem,04 Dec 2017,25 Dec 2017,21.0,169.0,2,other,11,41500000.0,41500000.0,1.0,2.54,17617,0,N/A,0.86,1.685,373749,-0.061,-0.096,-1.531,-1.346,-0.264,-5.026,-0.008,-0.05
universa,27 Oct 2017,27 Nov 2017,31.0,197.0,2,saas,20,28559233.0,98480114.0,0.29,0.01,14203,0,1138,0.62,4.161,763454,-0.516,-0.131,-2.082,-1.773,-0.29,-2.996,-0.01,-0.022
crowd-machine,01 Apr 2018,22 May 2019,416.0,-344.0,7,saas,13,31530000.0,100000000.0,0.3153,N/A,6012,0,5252,0.62,0.0,220487,-0.28,-2.225,-4.45,-4.216,0.528,10.743,-0.008,0.015
mobilego,25 Apr 2017,25 May 2017,30.0,383.0,1,saas,8,53000000.0,N/A,N/A,0.76,2572,0,315,N/A,2.539,187166,-0.047,-0.015,-0.239,-0.08,-0.149,-2.31,0.0,-0.03
naga,1 Dec 2017,15 Dec 2017,14.0,179.0,12,fintech,14,45318896.0,45318896.0,1.0,1.0,13325,0,26,N/A,0.55,3010670,0.221,0.03,0.473,0.617,-0.041,2.078,-0.003,-0.032
wabi,28 Nov 2017,1 Dec 2017,3.0,193.0,2,ecommerce,10,11500000.0,11500000.0,1.0,0.25,8335,0,35410,0.42,4.56,26744800,0.207,0.094,1.497,1.624,-0.19,-9.157,0.001,-0.06
tierion,27 Jul 2017,28 Jul 2017,1.0,319.0,1,saas,4,25000000.0,25000000.0,1.0,0.07,4359,0,N/A,0.94,2.332,1142210,-0.109,-0.153,-2.427,-2.182,-0.235,-1.851,0.003,-0.045
odyssey,21 Jan 2018,22 Jan 2018,1.0,141.0,7,blockchain,9,50000000.0,50000000.0,1.0,0.0119,47567,0,894,0.54,1.093,12284200,0.09,0.014,0.223,0.357,-0.189,-10.757,0.004,-0.068
modum,1 Sep 2017,22 Oct 2017,51.0,233.0,6,saas,17,13350000.0,16481481.0,0.81,1.0,2350,0,14544,0.4,-0.373,119265,0.355,0.248,3.94,4.097,-0.164,-9.429,0.011,-0.044
taas,27 Mar 2017,28 Apr 2017,32.0,410.0,7,fintech,4,7500000.0,10135135.0,0.74,1.0,N/A,0,139,N/A,-0.18,1571,0.088,0.226,3.584,3.982,0.056,-0.646,0.005,-0.026
cashaa,6 Nov 2017,6 Dec 2017,30.0,188.0,4,fintech,11,11110000.0,31742857.0,0.35,0.1,7503,0,390,0.58,0.182,34753,-0.226,-0.13,-2.056,-1.833,0.146,-7.358,0.001,-0.036
decent,11 Sep 2016,6 Nov 2016,56.0,583.0,6,telecommunications,31,24137000.0,24137000.0,1.0,0.024,N/A,0,30143,N/A,3.583,121,0.199,0.172,2.738,2.823,0.156,-4.276,0.024,-0.029
melon,15 Feb 2017,16 Feb 2017,1.0,481.0,6,other,2,N/A,N/A,N/A,N/A,42,0,N/A,N/A,0.0,57957,0.209,0.069,1.091,1.245,-0.095,-1.634,0.006,-0.013
decentbet,21 Sep 2017,19 Oct 2017,28.0,238.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,0.815,26234,-0.027,0.147,2.341,2.371,-0.381,-3.15,0.009,0.002
yoyow,21 May 2017,24 May 2017,3.0,384.0,3,saas,N/A,4364760.0,14549200.0,0.3,0.02,3318,0,N/A,N/A,5.154,8194,-0.037,-0.007,-0.11,0.012,0.001,-2.112,0.009,-0.032
datawallet,5 Feb 2018,7 Mar 2018,30.0,97.0,1,other,13,39436870.0,39835222.0,0.99,0.18,6183,0,5945,0.42,-0.226,122971,-0.14,-0.141,-2.246,-2.022,0.342,1.802,-0.0,-0.037
etherparty,1 Oct 2017,29 Oct 2017,28.0,226.0,1,blockchain,26,33732274.0,64869758.0,0.52,0.1,6093,0,2,0.68,-0.565,180346,0.135,0.235,3.734,3.865,0.022,-1.97,0.009,-0.036
lunyr,29 Mar 2017,28 Apr 2017,30.0,410.0,1,saas,3,3400000.0,N/A,N/A,1.61,N/A,0,33895,N/A,0.59,309766,0.076,0.075,1.197,1.407,-0.205,-5.004,0.014,-0.045
qlink,27 Dec 2017,27 Jan 2018,31.0,136.0,7,transportation,7,19270800.0,19270800.0,1.0,0.1,19821,0,356,0.64,1.901,9911000,0.182,0.031,0.485,0.639,-0.405,-5.332,-0.003,-0.05
karma,29 Nov 2017,15 Dec 2017,16.0,179.0,2,fintech,17,10000000.0,10000000.0,1.0,0.01,1233,0,4219,0.44,5.911,150439,-0.01,-0.167,-2.648,-2.49,-0.427,-20.858,-0.006,-0.007
banca,26 Feb 2018,26 Feb 2018,0.0,106.0,7,other,9,20000000.0,20000000.0,1.0,0.002,9119,0,7395,0.42,-0.655,856596,0.049,0.264,4.192,4.343,-0.69,-12.336,0.019,-0.106
envion,15 Dec 2017,14 Jan 2018,30.0,149.0,6,blockchain,8,100000000.0,149253731.0,0.67,1.0,22043,0,21494,0.66,-0.036,168394,-0.223,-0.125,-1.981,-1.655,-0.282,3.724,-0.011,0.042
cobinhood,13 Sep 2017,22 Oct 2017,39.0,233.0,12,blockchain,5,13078406.0,25150781.0,0.52,0.07,12323,0,46173,0.2,-0.262,41446,0.213,0.243,3.854,4.009,0.173,8.049,0.011,-0.016
viberate,5 Sep 2017,5 Sep 2017,0.0,280.0,5,entertainment,19,12000000.0,12000000.0,1.0,0.1,5703,0,33574,0.56,1.75,1490480,-0.187,-0.078,-1.245,-1.006,-0.151,-1.784,0.003,-0.036
datum,29 Oct 2017,29 Nov 2017,31.0,195.0,6,saas,12,7581120.0,29158154.0,0.26,0.02,7865,0,36722,0.34,0.397,160521,0.607,0.185,2.929,3.114,-0.133,-8.858,0.004,-0.045
humaniq,6 Apr 2017,27 Apr 2017,21.0,411.0,4,saas,19,5163000.0,N/A,N/A,0.06,N/A,0,30649,N/A,0.178,420384,0.185,0.124,1.962,2.097,0.043,2.03,0.008,-0.029
propy,15 Aug 2017,15 Sep 2017,31.0,270.0,1,real estate,11,15077000.0,100513333.0,0.15,1.0,N/A,0,N/A,0.98,-0.255,26854,-0.101,-0.035,-0.561,-0.403,-0.04,-1.996,0.009,-0.037
mothership,7 Jul 2017,21 Jul 2017,14.0,326.0,5,saas,11,5406897.0,7724139.0,0.7,0.04,N/A,0,488,0.6,0.006,88727,0.494,0.233,3.699,3.882,-0.05,-5.78,0.008,-0.035
hive-project,3 Jul 2017,14 Aug 2017,42.0,302.0,5,fintech,18,8949421.0,N/A,N/A,0.02,N/A,0,3053,0.82,0.045,216,0.174,0.114,1.809,1.913,-0.031,5.351,0.016,-0.013
polybius,31 May 2017,30 Jun 2017,30.0,347.0,5,fintech,11,62956169.0,99930427.0,0.63,10.0,3545,0,10,N/A,-0.192,506294,-0.019,0.062,0.982,1.121,-0.364,-4.351,0.006,-0.027
firstblood,25 Sep 2016,26 Sep 2016,1.0,624.0,1,blockchain,13,5500000.0,N/A,N/A,0.08,13,0,31381,N/A,0.991,1255030,-0.205,-0.23,-3.644,-3.194,0.131,-4.545,0.007,-0.038
maecenas,7 Sep 2017,8 Oct 2017,31.0,247.0,4,saas,8,15375432.0,18982015.0,0.81,0.64,1121,0,2402,0.38,-0.279,11868,0.081,0.166,2.628,2.726,-0.224,5.056,0.023,0.042
bankex,28 Nov 2017,28 Dec 2017,30.0,166.0,1,fintech,9,70600000.0,103823529.0,0.68,1.47,6216,0,7760,0.82,0.932,371912,-0.431,-0.221,-3.507,-3.297,-0.138,-5.873,-0.013,-0.045
medicalchain,1 Feb 2018,1 Feb 2018,0.0,133.0,4,insurance services,10,23991953.0,23991953.0,1.0,0.2,26636,10,15843,N/A,0.588,122744,-0.117,-0.26,-4.129,-4.043,-0.069,0.008,-0.008,-0.008
coss,8 Aug 2017,6 Sep 2017,29.0,279.0,7,saas,24,3200000.0,N/A,N/A,0.56,N/A,0,200,0.48,-0.919,116130,0.397,0.121,1.917,2.064,0.101,-3.149,0.014,-0.055
refereum,12 Feb 2018,12 Mar 2018,28.0,92.0,1,saas,14,32252400.0,32252400.0,1.0,0.01,99999,0,54908,0.32,1.043,1161020,-0.257,-0.034,-0.54,-0.31,0.016,-7.015,-0.007,-0.072
alphacat,12 Jan 2018,12 Jan 2018,0.0,151.0,12,fintech,15,N/A,N/A,N/A,N/A,9246,0,N/A,N/A,0.0,474748,-0.188,-0.075,-1.184,-0.92,-0.083,-3.16,-0.004,-0.05
cofound.it,31 May 2017,07 Jun 2017,7.0,379.0,5,fintech,9,14820030.0,14820030.0,1.0,0.12,1086,5,N/A,N/A,1.682,3663160,-0.201,0.04,0.643,0.652,0.007,-1.689,0.0,-0.003
synereo,18 Sep 2016,18 Oct 2016,30.0,602.0,12,saas,N/A,4700000.0,4700000.0,1.0,0.19,N/A,0,26874,N/A,-0.988,241,0.233,0.243,3.861,3.968,-0.1,-4.937,0.013,-0.041
peerplays,26 Feb 2017,14 May 2017,77.0,394.0,1,entertainment,7,5000000.0,N/A,N/A,4.6,1414,0,5560,N/A,1.446,10275,0.243,0.072,1.135,1.343,0.122,39.067,0.01,0.069
dimcoin,1 Jul 2017,27 Aug 2017,57.0,289.0,11,fintech,N/A,14005746.0,14005746.0,1.0,0.01,3092,0,N/A,0.68,23.562,1409400,-0.49,-0.216,-3.431,-3.294,0.12,-0.847,-0.006,-0.018
everex,24 Jul 2017,31 Aug 2017,38.0,285.0,7,fintech,9,25840000.0,26101010.0,0.99,2.13,4632,0,14167,N/A,-0.103,1389230,0.115,0.036,0.575,0.742,0.104,-3.873,0.004,-0.039
chronobank,15 Dec 2016,15 Feb 2017,62.0,482.0,2,saas,1,5400000.0,N/A,N/A,10.0,N/A,0,19979,N/A,-0.06,42133,-0.269,0.022,0.343,0.571,-0.154,-6.112,0.006,-0.043
bloom,30 Nov 2017,1 Jan 2018,32.0,164.0,1,saas,5,41420705.0,81217069.0,0.51,0.7,13413,4,445,N/A,1.714,101651,-0.316,-0.147,-2.332,-2.321,-0.104,-0.975,-0.008,-0.001
silent-notary,15 Mar 2018,12 Apr 2018,28.0,61.0,2,blockchain,5,N/A,N/A,N/A,0.0,30381,0,6974,0.32,0.0,339139,0.265,2.101,4.202,4.294,-0.342,-1.22,0.053,-0.045
blackmoon,12 Sep 2017,12 Oct 2017,30.0,243.0,12,blockchain,6,30000000.0,30000000.0,1.0,1.1,3467,0,6480,0.46,-0.235,592273,0.008,-0.109,-1.732,-1.409,-0.108,-16.403,0.004,-0.015
gems,30 Jan 2018,01 Feb 2018,2.0,131.0,12,fintech,2,N/A,N/A,N/A,0.075,32364,0,19422,0.52,-0.689,4746,-0.075,0.01,0.158,0.323,-1.781,-340.168,0.163,11.124
stk,31 Jan 2018,14 Feb 2018,14.0,118.0,1,blockchain,16,17000000.0,N/A,N/A,0.2,7161,0,10155,N/A,0.262,12919500,-0.228,-0.237,-3.762,-3.546,-0.291,-3.821,-0.01,-0.056
stox,2 Aug 2017,4 Aug 2017,2.0,312.0,7,fintech,20,33000000.0,33000000.0,1.0,1.1,9742,0,14099,0.48,0.1,1294120,0.386,0.039,0.626,0.796,-0.082,-6.888,0.001,-0.061
incent,1 Sep 2016,1 Sep 2016,0.0,649.0,9,blockchain,8,1000000.0,N/A,N/A,0.1,N/A,0,13287,N/A,-0.918,43,0.22,0.139,2.2,2.219,-0.03,-8.761,0.03,-0.033
suncontract,28 Jun 2017,1 Aug 2017,34.0,315.0,5,energy,13,2000000.0,N/A,N/A,0.02,2,0,15504,0.76,1.128,35660,0.051,0.145,2.301,2.389,0.081,-14.765,0.014,-0.066
lamden,1 Dec 2017,3 Jan 2018,33.0,160.0,6,fintech,5,10000000.0,10000000.0,1.0,0.03,9136,0,N/A,0.36,21.283,937600,0.022,-0.052,-0.821,-0.682,-0.359,-14.631,-0.005,-0.072
selfkey,14 Jan 2018,14 Jan 2018,0.0,149.0,7,fintech,48,21776392.0,21776392.0,1.0,0.02,11224,0,0,0.74,2.327,31248100,-0.512,-0.254,-4.034,-3.809,-0.262,-0.466,-0.014,-0.011
matchpool,2 Apr 2017,4 Apr 2017,2.0,436.0,12,saas,7,5800000.0,N/A,N/A,0.1,2204,13,N/A,N/A,1.41,610,0.177,0.116,1.842,1.844,0.07,0.45,0.022,-0.0
cappasity,22 Feb 2018,22 Mar 2018,28.0,82.0,1,saas,5,2301451.0,19178758.0,0.12,0.01,57967,0,37694,0.62,2.315,887638,0.122,0.169,2.681,2.754,0.468,0.198,0.012,-0.026
aeron,19 Sep 2017,30 Oct 2017,41.0,225.0,10,transportation,11,4897723.0,30610769.0,0.16,0.5,19489,0,30228,0.5,-0.189,8757,0.124,0.162,2.578,2.615,0.119,-3.507,0.026,-0.05
divi,25 Oct 2017,21 Nov 2017,27.0,203.0,12,other,15,2592064.0,2592064.0,1.0,0.62,2296,0,N/A,0.66,0.365,56068,0.171,0.241,3.821,3.959,-0.214,-8.582,0.012,-0.01
quantum,15 Apr 2017,15 May 2017,30.0,393.0,5,blockchain,3,4122700.0,N/A,N/A,0.05,N/A,0,9194,N/A,5.732,136233,0.186,0.057,0.911,1.06,-0.083,-5.772,0.005,-0.043
dmarket,14 Nov 2017,01 Dec 2017,17.0,193.0,2,entertainment,4,19026768.0,52852133.0,0.36,0.63,3463,0,7307,0.68,0.542,18992,-0.025,0.065,1.026,1.096,0.108,-5.981,0.005,-0.059
monetha,31 Aug 2017,31 Aug 2017,0.0,285.0,5,fintech,11,35910000.0,35910000.0,1.0,0.19,4779,0,19175,0.68,0.502,2743890,-0.145,-0.105,-1.659,-1.448,-0.162,-6.854,0.002,-0.054
adtoken,26 Jun 2017,26 Jun 2017,0.0,351.0,12,saas,N/A,10000000.0,N/A,N/A,0.02,N/A,0,6628,N/A,2.26,334,-0.065,0.054,0.862,1.02,-0.234,-4.164,0.006,-0.055
morpheus-network,22 Mar 2018,22 Apr 2018,31.0,51.0,12,other,12,9883347.0,17969722.0,0.55,0.45,12166,0,6042,0.64,-0.104,193829,0.054,0.426,0.852,1.025,-0.572,-11.922,-0.004,-0.081
dadi,29 Jan 2018,29 Jan 2018,0.0,134.0,4,fintech,16,29000000.0,29000000.0,1.0,0.5,21996,0,32593,0.38,-0.112,2381560,-0.204,-0.044,-0.701,-0.411,0.005,-5.22,-0.008,-0.048
the-abyss,18 Apr 2018,16 May 2018,28.0,27.0,5,saas,12,15362418.0,18073433.0,0.85,0.11,40441,0,17270,0.74,-0.339,1355170,-2.062,-3.572,-7.143,-6.88,-1.102,-10.0,-0.059,-0.059
blocktix,7 Jul 2017,25 Jul 2017,18.0,322.0,5,entertainment,7,6981328.0,7506804.0,0.93,0.24,N/A,0,6044,N/A,-0.174,11878,0.285,0.071,1.12,1.279,0.058,-4.362,0.017,-0.055
latoken,22 Aug 2017,10 Oct 2017,49.0,245.0,7,fintech,26,18880673.0,40171645.0,0.47,0.3,5569,0,8174,0.44,-0.058,163778,-0.051,0.11,1.747,1.944,-0.047,-2.061,0.005,-0.027
covesting,24 Nov 2017,15 Jan 2018,52.0,148.0,7,saas,12,18750000.0,18750000.0,1.0,2.56,8972,0,10296,0.82,0.207,328108,-0.206,-0.123,-1.948,-1.694,-0.24,-4.832,-0.006,-0.057
coinpoker,19 Jan 2018,26 Jan 2018,7.0,137.0,7,entertainment,6,52712179.0,N/A,N/A,0.25,4932,0,5264,0.86,-0.61,350963,-0.382,-0.011,-0.178,0.176,-0.493,-5.094,-0.007,-0.051
daostack,8 May 2018,7 Jun 2018,30.0,5.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,23681,0,5854,0.66,0.31,1927100,-0.357,-2.83,-5.66,-5.333,0.066,-4.959,-0.036,-0.047
betterbetting,15 Dec 2017,31 Jan 2018,47.0,132.0,5,other,5,5500000.0,30555556.0,0.18,0.1,2966,0,2586,N/A,-0.1,196193,-0.038,-0.299,-0.599,-0.314,-0.591,1.139,0.001,-0.011
agrello,16 Jul 2017,17 Aug 2017,32.0,301.0,5,saas,7,30100000.0,43000000.0,0.7,0.56,4838,2,14931,N/A,-0.284,82770,-0.054,0.004,0.058,0.067,-0.05,-3.671,0.004,-0.003
carvertical,26 Dec 2017,4 Apr 2018,99.0,69.0,5,saas,14,19911150.0,19911150.0,1.0,0.0055,13315,0,0,N/A,1.65,451064,-0.049,-0.074,-1.177,-0.994,-0.714,-6.858,-0.01,-0.059
uptoken,16 Oct 2017,15 Dec 2017,60.0,179.0,1,fintech,10,18934021.0,35063002.0,0.54,0.1,28,0,3073,N/A,2.021,21597500,-0.442,-0.08,-1.274,-1.057,0.733,-6.248,-0.014,-0.076
sureremit,10 Jan 2018,10 Feb 2018,31.0,122.0,1,saas,6,10000000.0,10000000.0,1.0,1.0,2080,0,4456,0.34,-0.963,35294,-0.212,0.02,0.312,0.55,-0.53,-8.47,0.001,-0.059
smartlands,2 Nov 2017,20 Nov 2017,18.0,204.0,12,fintech,12,1753698.0,25052829.0,0.07,1.0,1702,0,2010,0.68,-0.803,102013,0.243,0.159,2.518,2.579,0.209,-2.144,0.044,-0.026
blockport,27 Jan 2018,31 Jan 2018,4.0,136.0,12,fintech,N/A,15000000.0,15000000.0,1.0,0.35,28317,0,N/A,0.42,0.25,1024180,-0.001,0.065,1.038,1.252,-0.169,-3.813,-0.0,-0.061
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,94.0,7,fintech,13,14400000.0,14400000.0,1.0,0.08,9127,0,4107,0.36,-0.184,1945280,0.53,0.112,1.771,2.084,-0.033,-0.652,0.001,-0.076
swissborg,7 Dec 2017,10 Jan 2018,34.0,153.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4737,0,11250,0.3,0.028,115322,-0.349,-0.192,-3.045,-2.712,-0.238,-5.376,-0.01,-0.056
lala-world,5 Jan 2018,5 Feb 2018,31.0,127.0,7,saas,5,20191350.0,20191350.0,1.0,0.13,825,0,10212,0.34,-0.253,28433,-0.45,-0.002,-0.026,0.123,0.103,-14.906,0.003,-0.118
hacken,31 Oct 2017,30 Nov 2017,30.0,194.0,2,blockchain,8,70000002.0,N/A,N/A,1.0,1936,0,9594,0.74,5.77,320959,0.163,0.065,1.029,1.173,0.016,-35.566,0.005,-0.115
indahash,29 Nov 2017,20 Dec 2017,21.0,174.0,5,saas,16,42715825.0,66743477.0,0.64,0.24,11543,0,9946,0.84,1.561,3113160,-0.199,-0.108,-1.711,-1.511,-0.331,-7.786,-0.014,-0.084
friendz,1 Mar 2018,20 Mar 2018,19.0,86.0,6,fintech,13,13754758.0,50943548.0,0.27,0.067,68853,8,55779,N/A,-0.704,250482,0.157,0.065,1.024,1.036,-0.359,-2.217,0.002,0.003
remme,13 Feb 2018,22 Feb 2018,9.0,110.0,7,saas,11,20000000.0,20000000.0,1.0,0.04,16229,0,6506,0.74,-0.209,587552,-0.338,0.001,0.022,0.339,-0.003,-10.816,-0.002,-0.075
etheroll,13 Feb 2017,27 Feb 2017,14.0,470.0,12,other,N/A,36349723.0,N/A,N/A,0.07,N/A,0,2163,N/A,15.857,33962,0.209,0.127,2.019,2.019,-4.16,-6.579,2.505,-0.048
bitclave,29 Nov 2017,29 Nov 2017,0.0,195.0,1,saas,19,25547000.0,25547000.0,1.0,0.1,10541,0,22790,0.66,0.505,957302,0.12,-0.013,-0.208,-0.04,-0.004,-1.334,-0.004,-0.026
unibright,20 Apr 2018,20 May 2018,30.0,23.0,5,fintech,7,13542375.0,13542375.0,1.0,0.14,10086,0,5373,0.24,0.384,2400200,-0.305,-2.42,-4.839,-4.598,-0.409,1.538,-0.045,-0.046
loki,,26 Mar 2018,25.0,78.0,12,telecommunications,7,N/A,N/A,N/A,0.68,17029,0,3210,0.46,0.259,230900,-0.275,-2.186,-4.371,-3.968,0.496,-6.507,-0.016,-0.087
locktrip,29 Oct 2017,30 Nov 2017,32.0,196.0,5,other,20,4000000.0,N/A,N/A,N/A,N/A,5,N/A,N/A,0.0,169077,0.447,0.14,2.223,2.196,0.05,-2.139,0.008,0.003
nebula-ai,31 Mar 2018,20 Apr 2018,20.0,53.0,1,other,11,5874054.0,17800164.0,0.33,0.0059,5388,0,1435,N/A,1.039,155134,-0.015,-0.118,-0.236,-0.047,-0.379,-4.658,-0.011,-0.032
sharder,22 Feb 2018,22 Mar 2018,28.0,82.0,12,saas,N/A,5398600.0,5398600.0,1.0,0.0446,10445,0,N/A,0.26,1.284,3209300,-0.176,-1.395,-2.79,-2.563,-0.323,2.103,-0.024,-0.05
te-food,22 Feb 2018,22 Mar 2018,28.0,82.0,6,fintech,19,19100000.0,19100000.0,1.0,0.05,10141,0,10307,0.5,-0.448,302268,-0.042,0.087,1.374,1.674,-0.18,-2.554,-0.002,-0.06
zap,21 Oct 2017,20 Nov 2017,30.0,204.0,7,blockchain,23,2827944.0,31421600.0,0.09,0.19,142,0,N/A,N/A,4.059,899137,-0.096,-0.062,-0.989,-0.787,-0.242,8.761,-0.008,-0.041
rivetz,10 Aug 2017,10 Sep 2017,31.0,275.0,1,saas,16,18653920.0,20057978.0,0.93,0.89,1582,0,9791,0.5,-0.446,31436,-0.003,-0.035,-0.558,-0.339,-0.004,-9.059,0.006,-0.072
leverj,7 Nov 2017,7 Dec 2017,30.0,187.0,12,saas,6,13049080.0,50188769.0,0.26,0.15,3606,0,5152,0.6,0.817,47085,-0.136,-0.139,-2.207,-1.99,-0.001,8.342,-0.001,0.074
aphelion,15 Nov 2017,7 Dec 2017,22.0,187.0,12,fintech,13,4780661.0,6733325.0,0.71,0.2,13879,0,14676,N/A,0.456,63598,0.247,1.964,3.928,4.073,-0.536,-13.253,0.002,-0.09
domraider,12 Sep 2017,9 Oct 2017,27.0,246.0,5,saas,33,67200000.0,67200000.0,1.0,0.12,364,0,151,0.62,-0.461,13888,0.025,0.086,1.368,1.536,-0.034,-6.448,0.005,-0.045
ecobit,9 Apr 2017,15 Jun 2017,67.0,362.0,12,other,N/A,N/A,N/A,N/A,0.03,291,0,1138,N/A,0.078,41297,-0.038,-0.006,-0.093,0.397,-0.154,-8.466,0.009,0.023
graft,18 Jan 2018,18 Feb 2018,31.0,114.0,1,blockchain,4,3000000.0,25000000.0,0.12,0.28,5490,0,2651,N/A,-0.846,40067,-0.304,-0.006,-0.099,0.139,0.219,-6.906,0.002,-0.096
bitdegree,1 Dec 2017,29 Dec 2017,28.0,165.0,5,social services,22,22127834.0,22127834.0,1.0,0.08,16797,0,20481,0.72,5.711,693702,-0.199,0.049,0.786,0.837,-0.991,-3.501,0.008,-0.038
airtoken,19 Sep 2017,19 Oct 2017,30.0,236.0,1,telecommunications,6,15000000.0,15000000.0,1.0,0.02,904,0,6530,0.72,-0.313,303295,-0.244,0.028,0.44,0.66,0.004,-10.203,0.004,-0.07
investfeed,23 Jul 2017,7 Aug 2017,15.0,309.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,N/A,0.0,78892,0.104,0.097,1.546,1.711,-0.329,-0.799,0.01,-0.026
axpire,8 Jan 2018,12 Jan 2018,4.0,151.0,1,other,4,20000000.0,20000000.0,1.0,0.1,8079,0,6518,0.44,0.324,292608,-0.233,-0.15,-2.381,-2.18,-0.616,-14.847,-0.011,-0.086
flixxo,24 Oct 2017,24 Nov 2017,31.0,200.0,10,saas,5,4731021.0,12130823.0,0.39,0.12,3741,0,6318,0.6,-0.038,106293,-0.04,0.169,2.68,2.808,0.063,-5.095,0.01,-0.05
faceter,15 Feb 2018,30 Mar 2018,43.0,74.0,11,other,9,28610352.0,40871931.0,0.7,0.0349,2028,0,51,N/A,-0.43,135291,-0.889,-1.539,-3.078,-2.617,-0.477,-1.209,-0.014,-0.024
rentberry,5 Dec 2017,28 Feb 2018,85.0,104.0,7,real estate,25,27500000.0,29891304.0,0.92,0.35,14542,0,26227,N/A,-0.806,294933,0.236,0.018,0.293,0.524,-0.396,-8.855,-0.0,-0.063
bezop,20 Dec 2017,10 Jan 2018,21.0,153.0,12,other,4,N/A,N/A,N/A,N/A,6855,0,N/A,0.22,0.0,281984,0.086,0.033,0.525,0.677,-0.174,4.254,0.01,-0.082
insurepal,16 Jan 2018,16 Jan 2018,0.0,147.0,5,saas,10,18000000.0,18000000.0,1.0,0.1,6434,0,11097,0.78,2.178,2442080,-0.206,-0.241,-3.829,-3.512,-0.219,-0.861,-0.013,-0.022
polyswarm,20 Feb 2018,22 Mar 2018,30.0,82.0,1,saas,7,25940000.0,49884615.0,0.52,0.0165,7642,0,16,0.72,-0.643,25413,0.401,0.049,0.77,1.087,-0.015,-6.098,0.002,-0.077
paragon,15 Sep 2017,15 Oct 2017,30.0,240.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3793,0,N/A,N/A,-0.35,284896,-0.155,0.01,0.161,0.309,-0.16,-9.424,-0.001,-0.097
matryx,13 Sep 2017,12 Oct 2017,29.0,243.0,1,saas,15,1984347.0,9019759.0,0.22,0.29,1626,0,108,0.22,1.498,1031,0.206,0.114,1.803,1.881,-0.264,-25.613,0.015,-0.099
lendingblock,15 Apr 2018,22 Apr 2018,7.0,51.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7592,0,6267,0.4,0.548,458040,-0.225,-1.789,-3.579,-3.247,-0.347,-1.131,-0.023,-0.015
playkey,1 Nov 2017,1 Dec 2017,30.0,193.0,2,entertainment,6,10512361.0,105123610.0,0.1,1.76,9981,0,10081,0.76,-0.682,9317,0.438,0.137,2.177,2.312,-0.182,8.638,0.008,-0.022
fidelium,26 Feb 2018,26 Mar 2018,28.0,78.0,1,fintech,10,10000000.0,47619048.0,0.21,-0.07,N/A,0,2467,0.36,-4.111,76937,-0.028,-0.222,-0.444,-0.121,-0.464,-24.803,-0.021,-0.086
golos,30 Oct 2016,02 Dec 2016,33.0,557.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,10.7,701,-0.083,-0.007,-0.111,0.006,-0.103,-2.047,0.006,-0.056
helbiz,15 Feb 2018,4 Mar 2018,17.0,100.0,7,fintech,10,38646754.0,N/A,N/A,N/A,2182,0,49948,0.44,0.0,756160,0.161,1.281,2.561,2.667,-0.711,-42.398,0.015,-0.072
encrypgen,1 Jun 2017,18 Jul 2017,47.0,329.0,1,saas,4,10000005.0,N/A,N/A,0.03,N/A,0,4725,N/A,0.928,22870,0.437,0.239,3.795,3.872,-0.113,2.977,0.023,-0.032
patientory,31 May 2017,3 Jun 2017,3.0,374.0,1,saas,6,7200000.0,10285714.0,0.7,0.1,N/A,0,N/A,N/A,6.165,3256,0.081,0.086,1.366,1.49,-0.039,-2.908,0.006,-0.065
connectjob,12 Feb 2018,30 Apr 2018,77.0,43.0,7,saas,24,10437623.0,11997268.0,0.87,0.28,N/A,0,6420,0.62,-0.646,173329,-0.341,-2.706,-5.413,-4.959,-0.086,-5.713,-0.015,-0.045
adbank,15 Dec 2017,14 Jan 2018,30.0,149.0,1,saas,5,13962900.0,13962900.0,1.0,0.05,6734,0,6411,0.64,-0.167,1033600,-0.129,-0.151,-2.394,-2.1,-0.305,-6.306,-0.006,-0.046
atbcoin,15 Jul 2017,13 Sep 2017,60.0,272.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2170,0,N/A,0.66,0.289,558166,-0.07,-0.016,-0.252,0.054,-0.094,-8.799,-0.001,-0.026
