coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
datawallet,5 Feb 2018,7 Mar 2018,30,97,1,other,13,39436870,39835222,0.99,0.18,6183,1,5945,-0.226,122971,-0.14,-0.141,-2.246,-2.022,0.342,1.802,0,-0.037
etherparty,1 Oct 2017,29 Oct 2017,28,226,1,blockchain,26,33732274,64869758,0.52,0.1,6093,6,2,-0.565,180346,0.135,0.235,3.734,3.865,0.022,-1.97,0.009,-0.036
lunyr,29 Mar 2017,28 Apr 2017,30,410,1,saas,3,3400000,N/A,N/A,1.61,N/A,1,33895,0.59,309766,0.076,0.075,1.197,1.407,-0.205,-5.004,0.014,-0.045
qlink,27 Dec 2017,27 Jan 2018,31,136,7,transportation,7,19270800,19270800,1,0.1,19821,1,356,1.901,9911000,0.182,0.031,0.485,0.639,-0.405,-5.332,-0.003,-0.05
karma,29 Nov 2017,15 Dec 2017,16,179,2,fintech,17,10000000,10000000,1,0.01,1233,1,4219,5.911,150439,-0.01,-0.167,-2.648,-2.49,-0.427,-20.858,-0.006,-0.007
banca,26 Feb 2018,26 Feb 2018,0,106,7,other,9,20000000,20000000,1,0.002,9119,1,7395,-0.655,856596,0.049,0.264,4.192,4.343,-0.69,-12.336,0.019,-0.106
envion,15 Dec 2017,14 Jan 2018,30,149,6,blockchain,8,100000000,149253731,0.67,1,22043,5,21494,-0.036,168394,-0.223,-0.125,-1.981,-1.655,-0.282,3.724,-0.011,0.042
cobinhood,13 Sep 2017,22 Oct 2017,39,233,12,blockchain,5,13078406,25150781,0.52,0.07,12323,7,46173,-0.262,41446,0.213,0.243,3.854,4.009,0.173,8.049,0.011,-0.016
viberate,5 Sep 2017,5 Sep 2017,0,280,5,entertainment,19,12000000,12000000,1,0.1,5703,7,33574,1.75,1490480,-0.187,-0.078,-1.245,-1.006,-0.151,-1.784,0.003,-0.036
datum,29 Oct 2017,29 Nov 2017,31,195,6,saas,12,7581120,29158154,0.26,0.02,7865,4,36722,0.397,160521,0.607,0.185,2.929,3.114,-0.133,-8.858,0.004,-0.045
humaniq,6 Apr 2017,27 Apr 2017,21,411,4,saas,19,5163000,N/A,N/A,0.06,N/A,10,30649,0.178,420384,0.185,0.124,1.962,2.097,0.043,2.03,0.008,-0.029
propy,15 Aug 2017,15 Sep 2017,31,270,1,real estate,11,15077000,100513333,0.15,1,N/A,3,N/A,-0.255,26854,-0.101,-0.035,-0.561,-0.403,-0.04,-1.996,0.009,-0.037
mothership,7 Jul 2017,21 Jul 2017,14,326,5,saas,11,5406897,7724139,0.7,0.04,N/A,1,488,0.006,88727,0.494,0.233,3.699,3.882,-0.05,-5.78,0.008,-0.035
hive-project,3 Jul 2017,14 Aug 2017,42,302,5,fintech,18,8949421,N/A,N/A,0.02,N/A,1,3053,0.045,216,0.174,0.114,1.809,1.913,-0.031,5.351,0.016,-0.013
polybius,31 May 2017,30 Jun 2017,30,347,5,fintech,11,62956169,99930427,0.63,10,3545,5,10,-0.192,506294,-0.019,0.062,0.982,1.121,-0.364,-4.351,0.006,-0.027
firstblood,25 Sep 2016,26 Sep 2016,1,624,1,blockchain,13,5500000,N/A,N/A,0.08,13,1,31381,0.991,1255030,-0.205,-0.23,-3.644,-3.194,0.131,-4.545,0.007,-0.038
maecenas,7 Sep 2017,8 Oct 2017,31,247,4,saas,8,15375432,18982015,0.81,0.64,1121,2,2402,-0.279,11868,0.081,0.166,2.628,2.726,-0.224,5.056,0.023,0.042
bankex,28 Nov 2017,28 Dec 2017,30,166,1,fintech,9,70600000,103823529,0.68,1.47,6216,4,7760,0.932,371912,-0.431,-0.221,-3.507,-3.297,-0.138,-5.873,-0.013,-0.045
medicalchain,1 Feb 2018,1 Feb 2018,0,133,4,insurance services,10,23991953,23991953,1,0.2,26636,3,15843,0.588,122744,-0.117,-0.26,-4.129,-4.043,-0.069,0.008,-0.008,-0.008
coss,8 Aug 2017,6 Sep 2017,29,279,7,saas,24,3200000,N/A,N/A,0.56,N/A,2,200,-0.919,116130,0.397,0.121,1.917,2.064,0.101,-3.149,0.014,-0.055
refereum,12 Feb 2018,12 Mar 2018,28,92,1,saas,14,32252400,32252400,1,0.01,99999,3,54908,1.043,1161020,-0.257,-0.034,-0.54,-0.31,0.016,-7.015,-0.007,-0.072
alphacat,12 Jan 2018,12 Jan 2018,0,151,12,fintech,15,N/A,N/A,N/A,N/A,9246,0,N/A,0,474748,-0.188,-0.075,-1.184,-0.92,-0.083,-3.16,-0.004,-0.05
cofound.it,31 May 2017,07 Jun 2017,7,379,5,fintech,9,14820030,14820030,1,0.12,1086,1,N/A,1.682,3663160,-0.201,0.04,0.643,0.652,0.007,-1.689,0,-0.003
synereo,18 Sep 2016,18 Oct 2016,30,602,12,saas,N/A,4700000,4700000,1,0.19,N/A,1,26874,-0.988,241,0.233,0.243,3.861,3.968,-0.1,-4.937,0.013,-0.041
peerplays,26 Feb 2017,14 May 2017,77,394,1,entertainment,7,5000000,N/A,N/A,4.6,1414,1,5560,1.446,10275,0.243,0.072,1.135,1.343,0.122,39.067,0.01,0.069
dimcoin,1 Jul 2017,27 Aug 2017,57,289,11,fintech,N/A,14005746,14005746,1,0.01,3092,8,N/A,23.562,1409400,-0.49,-0.216,-3.431,-3.294,0.12,-0.847,-0.006,-0.018
everex,24 Jul 2017,31 Aug 2017,38,285,7,fintech,9,25840000,26101010,0.99,2.13,4632,2,14167,-0.103,1389230,0.115,0.036,0.575,0.742,0.104,-3.873,0.004,-0.039
chronobank,15 Dec 2016,15 Feb 2017,62,482,2,saas,1,5400000,N/A,N/A,10,N/A,7,19979,-0.06,42133,-0.269,0.022,0.343,0.571,-0.154,-6.112,0.006,-0.043
bloom,30 Nov 2017,1 Jan 2018,32,164,1,saas,5,41420705,81217069,0.51,0.7,13413,3,445,1.714,101651,-0.316,-0.147,-2.332,-2.321,-0.104,-0.975,-0.008,-0.001
silent-notary,15 Mar 2018,12 Apr 2018,28,61,2,blockchain,5,N/A,N/A,N/A,0,30381,0,6974,0,339139,0.265,2.101,4.202,4.294,-0.342,-1.22,0.053,-0.045
blackmoon,12 Sep 2017,12 Oct 2017,30,243,12,blockchain,6,30000000,30000000,1,1.1,3467,1,6480,-0.235,592273,0.008,-0.109,-1.732,-1.409,-0.108,-16.403,0.004,-0.015
gems,30 Jan 2018,01 Feb 2018,2,131,12,fintech,2,N/A,N/A,N/A,0.075,32364,2,19422,-0.689,4746,-0.075,0.01,0.158,0.323,-1.781,-340.168,0.163,11.124
stk,31 Jan 2018,14 Feb 2018,14,118,1,blockchain,16,17000000,N/A,N/A,0.2,7161,3,10155,0.262,12919500,-0.228,-0.237,-3.762,-3.546,-0.291,-3.821,-0.01,-0.056
stox,2 Aug 2017,4 Aug 2017,2,312,7,fintech,20,33000000,33000000,1,1.1,9742,6,14099,0.1,1294120,0.386,0.039,0.626,0.796,-0.082,-6.888,0.001,-0.061
incent,1 Sep 2016,1 Sep 2016,0,649,9,blockchain,8,1000000,N/A,N/A,0.1,N/A,1,13287,-0.918,43,0.22,0.139,2.2,2.219,-0.03,-8.761,0.03,-0.033
suncontract,28 Jun 2017,1 Aug 2017,34,315,5,energy,13,2000000,N/A,N/A,0.02,2,1,15504,1.128,35660,0.051,0.145,2.301,2.389,0.081,-14.765,0.014,-0.066
lamden,1 Dec 2017,3 Jan 2018,33,160,6,fintech,5,10000000,10000000,1,0.03,9136,1,N/A,21.283,937600,0.022,-0.052,-0.821,-0.682,-0.359,-14.631,-0.005,-0.072
selfkey,14 Jan 2018,14 Jan 2018,0,149,7,fintech,48,21776392,21776392,1,0.02,11224,1,0,2.327,31248100,-0.512,-0.254,-4.034,-3.809,-0.262,-0.466,-0.014,-0.011
matchpool,2 Apr 2017,4 Apr 2017,2,436,12,saas,7,5800000,N/A,N/A,0.1,2204,1,N/A,1.41,610,0.177,0.116,1.842,1.844,0.07,0.45,0.022,0
cappasity,22 Feb 2018,22 Mar 2018,28,82,1,saas,5,2301451,19178758,0.12,0.01,57967,7,37694,2.315,887638,0.122,0.169,2.681,2.754,0.468,0.198,0.012,-0.026
aeron,19 Sep 2017,30 Oct 2017,41,225,10,transportation,11,4897723,30610769,0.16,0.5,19489,1,30228,-0.189,8757,0.124,0.162,2.578,2.615,0.119,-3.507,0.026,-0.05
divi,25 Oct 2017,21 Nov 2017,27,203,12,other,15,2592064,2592064,1,0.62,2296,1,N/A,0.365,56068,0.171,0.241,3.821,3.959,-0.214,-8.582,0.012,-0.01
quantum,15 Apr 2017,15 May 2017,30,393,5,blockchain,3,4122700,N/A,N/A,0.05,N/A,1,9194,5.732,136233,0.186,0.057,0.911,1.06,-0.083,-5.772,0.005,-0.043
dmarket,14 Nov 2017,01 Dec 2017,17,193,2,entertainment,4,19026768,52852133,0.36,0.63,3463,3,7307,0.542,18992,-0.025,0.065,1.026,1.096,0.108,-5.981,0.005,-0.059
monetha,31 Aug 2017,31 Aug 2017,0,285,5,fintech,11,35910000,35910000,1,0.19,4779,1,19175,0.502,2743890,-0.145,-0.105,-1.659,-1.448,-0.162,-6.854,0.002,-0.054
adtoken,26 Jun 2017,26 Jun 2017,0,351,12,saas,N/A,10000000,N/A,N/A,0.02,N/A,1,6628,2.26,334,-0.065,0.054,0.862,1.02,-0.234,-4.164,0.006,-0.055
morpheus-network,22 Mar 2018,22 Apr 2018,31,51,12,other,12,9883347,17969722,0.55,0.45,12166,0,6042,-0.104,193829,0.054,0.426,0.852,1.025,-0.572,-11.922,-0.004,-0.081
dadi,29 Jan 2018,29 Jan 2018,0,134,4,fintech,16,29000000,29000000,1,0.5,21996,1,32593,-0.112,2381560,-0.204,-0.044,-0.701,-0.411,0.005,-5.22,-0.008,-0.048
the-abyss,18 Apr 2018,16 May 2018,28,27,5,saas,12,15362418,18073433,0.85,0.11,40441,1,17270,-0.339,1355170,-2.062,-3.572,-7.143,-6.88,-1.102,-10,-0.059,-0.059
blocktix,7 Jul 2017,25 Jul 2017,18,322,5,entertainment,7,6981328,7506804,0.93,0.24,N/A,1,6044,-0.174,11878,0.285,0.071,1.12,1.279,0.058,-4.362,0.017,-0.055
latoken,22 Aug 2017,10 Oct 2017,49,245,7,fintech,26,18880673,40171645,0.47,0.3,5569,1,8174,-0.058,163778,-0.051,0.11,1.747,1.944,-0.047,-2.061,0.005,-0.027
covesting,24 Nov 2017,15 Jan 2018,52,148,7,saas,12,18750000,18750000,1,2.56,8972,9,10296,0.207,328108,-0.206,-0.123,-1.948,-1.694,-0.24,-4.832,-0.006,-0.057
coinpoker,19 Jan 2018,26 Jan 2018,7,137,7,entertainment,6,52712179,N/A,N/A,0.25,4932,8,5264,-0.61,350963,-0.382,-0.011,-0.178,0.176,-0.493,-5.094,-0.007,-0.051
daostack,8 May 2018,7 Jun 2018,30,5,7,transportation,9,30000000,30000000,1,1,23681,9,5854,0.31,1927100,-0.357,-2.83,-5.66,-5.333,0.066,-4.959,-0.036,-0.047
betterbetting,15 Dec 2017,31 Jan 2018,47,132,5,other,5,5500000,30555556,0.18,0.1,2966,1,2586,-0.1,196193,-0.038,-0.299,-0.599,-0.314,-0.591,1.139,0.001,-0.011
agrello,16 Jul 2017,17 Aug 2017,32,301,5,saas,7,30100000,43000000,0.7,0.56,4838,1,14931,-0.284,82770,-0.054,0.004,0.058,0.067,-0.05,-3.671,0.004,-0.003
carvertical,26 Dec 2017,4 Apr 2018,99,69,5,saas,14,19911150,19911150,1,0.0055,13315,3,0,1.65,451064,-0.049,-0.074,-1.177,-0.994,-0.714,-6.858,-0.01,-0.059
uptoken,16 Oct 2017,15 Dec 2017,60,179,1,fintech,10,18934021,35063002,0.54,0.1,28,1,3073,2.021,21597500,-0.442,-0.08,-1.274,-1.057,0.733,-6.248,-0.014,-0.076
sureremit,10 Jan 2018,10 Feb 2018,31,122,1,saas,6,10000000,10000000,1,1,2080,1,4456,-0.963,35294,-0.212,0.02,0.312,0.55,-0.53,-8.47,0.001,-0.059
smartlands,2 Nov 2017,20 Nov 2017,18,204,12,fintech,12,1753698,25052829,0.07,1,1702,1,2010,-0.803,102013,0.243,0.159,2.518,2.579,0.209,-2.144,0.044,-0.026
blockport,27 Jan 2018,31 Jan 2018,4,136,12,fintech,N/A,15000000,15000000,1,0.35,28317,1,N/A,0.25,1024180,-0.001,0.065,1.038,1.252,-0.169,-3.813,0,-0.061
sentinel-chain,1 Mar 2018,10 Mar 2018,9,94,7,fintech,13,14400000,14400000,1,0.08,9127,1,4107,-0.184,1945280,0.53,0.112,1.771,2.084,-0.033,-0.652,0.001,-0.076
swissborg,7 Dec 2017,10 Jan 2018,34,153,6,blockchain,13,50000000,50000000,1,0.1,4737,10,11250,0.028,115322,-0.349,-0.192,-3.045,-2.712,-0.238,-5.376,-0.01,-0.056
lala-world,5 Jan 2018,5 Feb 2018,31,127,7,saas,5,20191350,20191350,1,0.13,825,0,10212,-0.253,28433,-0.45,-0.002,-0.026,0.123,0.103,-14.906,0.003,-0.118
hacken,31 Oct 2017,30 Nov 2017,30,194,2,blockchain,8,70000002,N/A,N/A,1,1936,3,9594,5.77,320959,0.163,0.065,1.029,1.173,0.016,-35.566,0.005,-0.115
indahash,29 Nov 2017,20 Dec 2017,21,174,5,saas,16,42715825,66743477,0.64,0.24,11543,9,9946,1.561,3113160,-0.199,-0.108,-1.711,-1.511,-0.331,-7.786,-0.014,-0.084
friendz,1 Mar 2018,20 Mar 2018,19,86,6,fintech,13,13754758,50943548,0.27,0.067,68853,6,55779,-0.704,250482,0.157,0.065,1.024,1.036,-0.359,-2.217,0.002,0.003
remme,13 Feb 2018,22 Feb 2018,9,110,7,saas,11,20000000,20000000,1,0.04,16229,2,6506,-0.209,587552,-0.338,0.001,0.022,0.339,-0.003,-10.816,-0.002,-0.075
etheroll,13 Feb 2017,27 Feb 2017,14,470,12,other,N/A,36349723,N/A,N/A,0.07,N/A,0,2163,15.857,33962,0.209,0.127,2.019,2.019,-4.16,-6.579,2.505,-0.048
bitclave,29 Nov 2017,29 Nov 2017,0,195,1,saas,19,25547000,25547000,1,0.1,10541,6,22790,0.505,957302,0.12,-0.013,-0.208,-0.04,-0.004,-1.334,-0.004,-0.026
unibright,20 Apr 2018,20 May 2018,30,23,5,fintech,7,13542375,13542375,1,0.14,10086,0,5373,0.384,2400200,-0.305,-2.42,-4.839,-4.598,-0.409,1.538,-0.045,-0.046
loki,,26 Mar 2018,25,78,12,telecommunications,7,N/A,N/A,N/A,0.68,17029,0,3210,0.259,230900,-0.275,-2.186,-4.371,-3.968,0.496,-6.507,-0.016,-0.087
locktrip,29 Oct 2017,30 Nov 2017,32,196,5,other,20,4000000,N/A,N/A,N/A,N/A,1,N/A,0,169077,0.447,0.14,2.223,2.196,0.05,-2.139,0.008,0.003
nebula-ai,31 Mar 2018,20 Apr 2018,20,53,1,other,11,5874054,17800164,0.33,0.0059,5388,1,1435,1.039,155134,-0.015,-0.118,-0.236,-0.047,-0.379,-4.658,-0.011,-0.032
sharder,22 Feb 2018,22 Mar 2018,28,82,12,saas,N/A,5398600,5398600,1,0.0446,10445,1,N/A,1.284,3209300,-0.176,-1.395,-2.79,-2.563,-0.323,2.103,-0.024,-0.05
te-food,22 Feb 2018,22 Mar 2018,28,82,6,fintech,19,19100000,19100000,1,0.05,10141,1,10307,-0.448,302268,-0.042,0.087,1.374,1.674,-0.18,-2.554,-0.002,-0.06
zap,21 Oct 2017,20 Nov 2017,30,204,7,blockchain,23,2827944,31421600,0.09,0.19,142,1,N/A,4.059,899137,-0.096,-0.062,-0.989,-0.787,-0.242,8.761,-0.008,-0.041
rivetz,10 Aug 2017,10 Sep 2017,31,275,1,saas,16,18653920,20057978,0.93,0.89,1582,1,9791,-0.446,31436,-0.003,-0.035,-0.558,-0.339,-0.004,-9.059,0.006,-0.072
leverj,7 Nov 2017,7 Dec 2017,30,187,12,saas,6,13049080,50188769,0.26,0.15,3606,1,5152,0.817,47085,-0.136,-0.139,-2.207,-1.99,-0.001,8.342,-0.001,0.074
aphelion,15 Nov 2017,7 Dec 2017,22,187,12,fintech,13,4780661,6733325,0.71,0.2,13879,1,14676,0.456,63598,0.247,1.964,3.928,4.073,-0.536,-13.253,0.002,-0.09
domraider,12 Sep 2017,9 Oct 2017,27,246,5,saas,33,67200000,67200000,1,0.12,364,2,151,-0.461,13888,0.025,0.086,1.368,1.536,-0.034,-6.448,0.005,-0.045
ecobit,9 Apr 2017,15 Jun 2017,67,362,12,other,N/A,N/A,N/A,N/A,0.03,291,2,1138,0.078,41297,-0.038,-0.006,-0.093,0.397,-0.154,-8.466,0.009,0.023
graft,18 Jan 2018,18 Feb 2018,31,114,1,blockchain,4,3000000,25000000,0.12,0.28,5490,5,2651,-0.846,40067,-0.304,-0.006,-0.099,0.139,0.219,-6.906,0.002,-0.096
bitdegree,1 Dec 2017,29 Dec 2017,28,165,5,social services,22,22127834,22127834,1,0.08,16797,1,20481,5.711,693702,-0.199,0.049,0.786,0.837,-0.991,-3.501,0.008,-0.038
airtoken,19 Sep 2017,19 Oct 2017,30,236,1,telecommunications,6,15000000,15000000,1,0.02,904,1,6530,-0.313,303295,-0.244,0.028,0.44,0.66,0.004,-10.203,0.004,-0.07
investfeed,23 Jul 2017,7 Aug 2017,15,309,1,saas,11,3400000,N/A,N/A,0,N/A,1,N/A,0,78892,0.104,0.097,1.546,1.711,-0.329,-0.799,0.01,-0.026
axpire,8 Jan 2018,12 Jan 2018,4,151,1,other,4,20000000,20000000,1,0.1,8079,1,6518,0.324,292608,-0.233,-0.15,-2.381,-2.18,-0.616,-14.847,-0.011,-0.086
flixxo,24 Oct 2017,24 Nov 2017,31,200,10,saas,5,4731021,12130823,0.39,0.12,3741,2,6318,-0.038,106293,-0.04,0.169,2.68,2.808,0.063,-5.095,0.01,-0.05
faceter,15 Feb 2018,30 Mar 2018,43,74,11,other,9,28610352,40871931,0.7,0.0349,2028,2,51,-0.43,135291,-0.889,-1.539,-3.078,-2.617,-0.477,-1.209,-0.014,-0.024
rentberry,5 Dec 2017,28 Feb 2018,85,104,7,real estate,25,27500000,29891304,0.92,0.35,14542,9,26227,-0.806,294933,0.236,0.018,0.293,0.524,-0.396,-8.855,0,-0.063
bezop,20 Dec 2017,10 Jan 2018,21,153,12,other,4,N/A,N/A,N/A,N/A,6855,1,N/A,0,281984,0.086,0.033,0.525,0.677,-0.174,4.254,0.01,-0.082
insurepal,16 Jan 2018,16 Jan 2018,0,147,5,saas,10,18000000,18000000,1,0.1,6434,7,11097,2.178,2442080,-0.206,-0.241,-3.829,-3.512,-0.219,-0.861,-0.013,-0.022
polyswarm,20 Feb 2018,22 Mar 2018,30,82,1,saas,7,25940000,49884615,0.52,0.0165,7642,7,16,-0.643,25413,0.401,0.049,0.77,1.087,-0.015,-6.098,0.002,-0.077
paragon,15 Sep 2017,15 Oct 2017,30,240,1,other,12,6000000,100000000,0.06,1,3793,6,N/A,-0.35,284896,-0.155,0.01,0.161,0.309,-0.16,-9.424,-0.001,-0.097
matryx,13 Sep 2017,12 Oct 2017,29,243,1,saas,15,1984347,9019759,0.22,0.29,1626,1,108,1.498,1031,0.206,0.114,1.803,1.881,-0.264,-25.613,0.015,-0.099
lendingblock,15 Apr 2018,22 Apr 2018,7,51,4,blockchain,6,10000000,10000000,1,0.02,7592,5,6267,0.548,458040,-0.225,-1.789,-3.579,-3.247,-0.347,-1.131,-0.023,-0.015
playkey,1 Nov 2017,1 Dec 2017,30,193,2,entertainment,6,10512361,105123610,0.1,1.76,9981,3,10081,-0.682,9317,0.438,0.137,2.177,2.312,-0.182,8.638,0.008,-0.022
fidelium,26 Feb 2018,26 Mar 2018,28,78,1,fintech,10,10000000,47619048,0.21,-0.07,N/A,1,2467,-4.111,76937,-0.028,-0.222,-0.444,-0.121,-0.464,-24.803,-0.021,-0.086
golos,30 Oct 2016,02 Dec 2016,33,557,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,1,N/A,10.7,701,-0.083,-0.007,-0.111,0.006,-0.103,-2.047,0.006,-0.056
helbiz,15 Feb 2018,4 Mar 2018,17,100,7,fintech,10,38646754,N/A,N/A,N/A,2182,1,49948,0,756160,0.161,1.281,2.561,2.667,-0.711,-42.398,0.015,-0.072
encrypgen,1 Jun 2017,18 Jul 2017,47,329,1,saas,4,10000005,N/A,N/A,0.03,N/A,1,4725,0.928,22870,0.437,0.239,3.795,3.872,-0.113,2.977,0.023,-0.032
patientory,31 May 2017,3 Jun 2017,3,374,1,saas,6,7200000,10285714,0.7,0.1,N/A,1,N/A,6.165,3256,0.081,0.086,1.366,1.49,-0.039,-2.908,0.006,-0.065
connectjob,12 Feb 2018,30 Apr 2018,77,43,7,saas,24,10437623,11997268,0.87,0.28,N/A,5,6420,-0.646,173329,-0.341,-2.706,-5.413,-4.959,-0.086,-5.713,-0.015,-0.045
adbank,15 Dec 2017,14 Jan 2018,30,149,1,saas,5,13962900,13962900,1,0.05,6734,1,6411,-0.167,1033600,-0.129,-0.151,-2.394,-2.1,-0.305,-6.306,-0.006,-0.046
atbcoin,15 Jul 2017,13 Sep 2017,60,272,12,other,N/A,20400000,N/A,N/A,0.9,2170,3,N/A,0.289,558166,-0.07,-0.016,-0.252,0.054,-0.094,-8.799,-0.001,-0.026
commerceblock,28 Nov 2017,19 Dec 2017,21,175,4,fintech,7,8820470,25201343,0.35,0.06,1772,3,263,-0.338,85105,0.169,1.34,2.681,2.877,-0.9,-14.076,0.004,-0.025
cargox,23 Jan 2018,4 Mar 2018,40,100,5,fintech,10,6766164,6975427,0.97,N/A,5690,1,5054,0,1317180,-0.057,-0.163,-2.595,-2.334,-0.258,0.095,-0.007,-0.044
spectiv,8 Dec 2017,31 Dec 2017,23,165,1,entertainment,8,7605767,10563565,0.72,0.5,N/A,2,3329,-0.966,118105,0.045,0.076,1.209,1.165,-0.055,1.335,0.005,0.003
nper,19 Jan 2018,31 Jan 2018,12,132,8,saas,8,N/A,N/A,N/A,0.2,N/A,1,6247,0.679,4371660,-0.239,-1.897,-3.793,-3.517,-0.256,-1.802,-0.03,-0.061
alis,1 Sep 2017,1 Oct 2017,30,254,8,saas,5,3705000,37050000,0.1,0.15,N/A,1,1748,0.413,337890,0.204,0.186,2.948,3.097,-0.103,-2.956,0.007,-0.034
eroscoin,11 Oct 2017,15 Nov 2017,35,209,12,other,7,N/A,N/A,N/A,0.05,N/A,1,N/A,1.938,8548340,0.077,-0.073,-1.166,-0.906,-0.009,-11.945,-0.003,-0.04
aventus,6 Sep 2017,6 Sep 2017,0,279,4,entertainment,7,18780000,18780000,1,3.66,259,1,N/A,0.202,950718,-0.315,-0.014,-0.218,-0.034,0.075,-5.819,0,-0.041
biocoin,1 Nov 2017,18 Feb 2018,109,114,2,other,9,16000000,16000000,1,16,324,5,1263,-0.999,41016,-0.108,-0.187,-2.965,-2.58,0.062,-10.64,-0.003,-0.051
coinfi,8 Feb 2018,18 Feb 2018,10,114,3,saas,8,15000000,15000000,1,0.15,19217,1,5024,1.384,21603900,-0.176,-0.166,-2.632,-2.389,-0.176,-3.674,-0.011,-0.066
snovio,30 Oct 2017,30 Nov 2017,31,194,2,fintech,13,2129106,10138600,0.21,0.01,19780,3,10580,-0.73,12041,0.477,0.233,3.704,3.775,0.032,-12.154,0.028,-0.077
ink-protocol,01 Feb 2018,28 Feb 2018,27,104,1,other,11,15000000,15000000,1,0.13,10166,1,4916,-0.303,280064,-0.225,-0.041,-0.655,-0.363,-0.244,-8.789,-0.008,-0.067
adshares,7 Jul 2017,12 Jan 2018,189,151,12,fintech,3,11900000,N/A,N/A,5.26,1136,1,2266,-0.927,7590,0.187,0.092,1.468,1.574,-0.022,-1.435,0.016,-0.04
wetrust,2 Mar 2017,14 Apr 2017,43,426,1,saas,9,4978366,N/A,N/A,0.06,N/A,1,10,0.305,165713,0.24,0.197,3.128,3.105,-0.023,-0.868,0.007,-0.013
bounty0x,1 Dec 2017,15 Dec 2017,14,179,12,saas,3,1602927,1602927,1,0.04,6874,1,14686,0.899,1059090,0.373,0.13,2.068,2.178,0.661,-6.459,0.011,-0.073
worldcore,14 Oct 2017,15 Dec 2017,62,179,5,saas,14,25000000,100000000,0.25,0.1,3081,8,N/A,0.146,151573,0.405,0.136,2.157,2.318,0.061,-6.669,0.001,-0.052
mysterium,30 May 2017,30 May 2017,0,378,1,saas,6,13325693,N/A,N/A,0.89,2661,1,12027,1.461,1632900,-0.128,0.026,0.409,0.615,-0.254,-2.094,0.001,-0.078
jet8,28 Feb 2018,14 Mar 2018,14,90,7,telecommunications,33,32700000,35934066,0.91,0.0974,29003,1,2108,-0.683,871036,-0.476,-0.029,-0.454,-0.221,0.374,-0.509,-0.006,-0.059
privatix,19 Oct 2017,16 Nov 2017,28,208,12,saas,11,2391939,14949619,0.16,3.3,1937,3,710,-0.055,99333,0.112,0.152,2.41,2.491,-0.1,17.345,0.023,0.005
apx,1 May 2017,21 May 2017,20,387,12,blockchain,N/A,2749185,2749185,1,0.6,N/A,1,5276,4.267,714525,0.202,0.074,1.175,1.389,-0.099,-3.846,0.007,-0.041
clearpoll,2 Oct 2017,26 Oct 2017,24,229,9,saas,10,N/A,1300000,N/A,0.13,918,2,120365,2.341,94539,-0.131,0.192,3.046,3.175,-0.17,-31.638,0.013,-0.096
aidcoin,16 Jan 2018,1 Feb 2018,16,131,6,blockchain,36,18632900,18632900,1,0.52,850,1,3183,0.545,1717320,-0.364,-0.229,-3.64,-3.286,-0.138,-7.332,-0.007,-0.068
target-coin,15 Jul 2017,31 Aug 2017,47,285,12,blockchain,5,20711412,69038040,0.3,0.05,N/A,1,1633,-0.164,69996,0.029,0.09,1.429,1.538,-0.246,-2.735,0.02,-0.026
bitcrystals,4 Aug 2015,3 Sep 2015,30,1013,6,blockchain,8,20510,146500,0.14,0.02,N/A,4,6142,-0.131,5586,-0.068,0.088,1.403,1.723,-0.066,-5.571,0.007,-0.049
dovu,3 Oct 2017,17 Oct 2017,14,238,4,saas,6,6644682,28889922,0.23,0.11,128,2,N/A,-0.169,106502,0.091,0.142,2.255,2.356,0.278,-17.905,0.011,-0.088
sportyco,21 Nov 2017,8 Dec 2017,17,186,5,fintech,10,5087896,15899675,0.32,0.12,12258,1,9007,0.812,31692,0.001,0.078,1.235,1.447,0.085,-2.958,0,-0.051
auctus,10 Apr 2018,20 Apr 2018,10,53,7,blockchain,12,3865575,3904621,0.99,0.28,8477,3,9879,1.642,1413630,0.165,1.31,2.62,2.846,0.105,-6.477,-0.01,-0.051
b2bx,2 Oct 2017,17 Nov 2017,46,207,2,saas,24,8078602,29920748,0.27,0.74,1931,7,3953,1.378,144393,-0.304,0.018,0.288,0.437,-0.265,-5.622,0.014,-0.028
linker-coin,25 Nov 2017,31 Dec 2017,36,163,6,blockchain,20,10133235,10133235,1,0.22,2260,1,N/A,-0.588,164191,0.026,0.206,0.412,0.61,-0.306,-8.401,-0.006,-0.04
devery,18 Jan 2018,19 Jan 2018,1,144,12,ecommerce,3,10000000,10000000,1,0.19,5227,4,2903,0.741,862413,-0.271,-0.127,-2.009,-1.789,0.299,1.7,-0.001,-0.059
ip-exchange,28 Feb 2018,05 Mar 2018,5,99,12,other,N/A,7904319,9299199,0.85,0.0122,6352,1,N/A,-0.483,539393,0.117,0.07,1.114,1.367,0.085,-12.109,0.003,-0.083
leadcoin,1 Mar 2018,11 Mar 2018,10,93,7,fintech,17,50000000,50000000,1,N/A,12489,2,1517,0,6963540,-0.017,0.001,0.013,0.129,-0.212,-3.889,-0.011,-0.055
