coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
yoyow,21 May 2017,24 May 2017,3.0,365.0,3,saas,N/A,4364760.0,N/A,0.3,0.02,3334,0,N/A,5.15,8194,-0.04,-0.01,-0.09,0.04,-0.0,3.5,0.01,-0.02
odem,17 Feb 2018,18 Mar 2018,29.0,67.0,6,social services,12,4000000.0,N/A,N/A,N/A,N/A,0,3128,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
universa,27 Oct 2017,27 Nov 2017,31.0,178.0,2,saas,25,28559233.0,99000000.0,0.29,0.01,14282,0,1121,4.16,763454,-0.49,-0.13,-1.99,-1.68,-0.27,2.0,-0.011,-0.02
etherparty,1 Oct 2017,29 Oct 2017,28.0,207.0,1,blockchain,26,33732274.0,65000000.0,0.52,0.1,6090,0,2,-0.57,180346,0.13,0.24,3.75,3.88,0.034,5.545,0.011,-0.035
refereum,12 Feb 2018,12 Mar 2018,28.0,73.0,1,saas,14,32252400.0,32300000.0,1.0,0.01,99829,0,53891,1.04,1161020,-0.26,-0.04,-0.56,-0.32,0.09,11.5,-0.004,-0.01
viberate,5 Sep 2017,5 Sep 2017,0.0,261.0,5,entertainment,34,12000000.0,12000000.0,1.0,0.1,5704,0,32303,1.75,1490480,-0.19,-0.08,-1.24,-1.0,-0.155,5.955,0.005,-0.005
legolas exchange,1 Feb 2018,15 Feb 2018,14.0,98.0,5,blockchain,7,18856000.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
humaniq,6 Apr 2017,27 Apr 2017,21.0,392.0,4,saas,19,5163000.0,N/A,N/A,0.06,N/A,0,30617,0.18,420384,0.19,0.13,2.0,2.14,0.038,1.682,0.01,-0.008
lamden,1 Dec 2017,3 Jan 2018,33.0,141.0,6,fintech,15,10000000.0,10000000.0,1.0,0.09,9302,0,N/A,6.43,937600,0.03,-0.05,-0.83,-0.69,-0.307,-0.682,-0.002,-0.042
firstblood,25 Sep 2016,26 Sep 2016,1.0,605.0,1,blockchain,13,5500000.0,N/A,N/A,0.08,14,0,32014,0.99,1255030,-0.2,-0.23,-3.61,-3.15,0.132,5.091,0.008,-0.009
coss,8 Aug 2017,6 Sep 2017,29.0,260.0,7,saas,24,3200000.0,N/A,N/A,0.56,N/A,0,197,-0.92,116130,0.39,0.12,1.9,2.05,0.087,4.227,0.017,-0.013
cofound.it,31 May 2017,07 Jun 2017,7.0,358.0,5,fintech,9,14820030.0,12500000.0,1.0,0.12,1086,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
suncontract,28 Jun 2017,1 Aug 2017,34.0,296.0,5,energy,31,2000000.0,N/A,N/A,0.02,2,0,14785,1.13,35660,0.05,0.14,2.3,2.39,0.091,8.545,0.017,-0.015
sentinel chain,1 Mar 2018,10 Mar 2018,9.0,75.0,7,fintech,23,14400000.0,14400000.0,1.0,0.08,9682,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
medicalchain,1 Feb 2018,1 Feb 2018,0.0,112.0,4,insurance services,10,23991953.0,24000000.0,1.0,0.2,27363,0,15710,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bloom,30 Nov 2017,1 Jan 2018,32.0,143.0,1,saas,10,41420705.0,80500000.0,0.51,0.7,13864,0,434,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
propy,15 Aug 2017,15 Sep 2017,31.0,251.0,1,real estate,11,15077000.0,N/A,0.15,1.0,N/A,0,N/A,-0.25,26854,-0.1,-0.03,-0.52,-0.36,-0.039,7.136,0.011,-0.014
stox,2 Aug 2017,4 Aug 2017,2.0,293.0,7,fintech,20,33000000.0,N/A,1.0,1.1,8755,0,13488,0.1,1294120,0.4,0.04,0.7,0.88,-0.086,4.773,0.003,-0.017
bankex,28 Nov 2017,28 Dec 2017,30.0,147.0,1,fintech,9,70600000.0,103500000.0,0.68,1.47,6327,0,7641,0.93,371912,-0.43,-0.22,-3.5,-3.29,-0.106,4.864,-0.013,-0.026
synereo,18 Sep 2016,18 Oct 2016,30.0,583.0,12,saas,0,4700000.0,N/A,N/A,0.19,N/A,0,26692,-0.99,241,0.23,0.24,3.83,3.94,-0.095,4.455,0.013,-0.015
adtoken,26 Jun 2017,26 Jun 2017,0.0,332.0,12,saas,N/A,10000000.0,N/A,N/A,0.02,N/A,0,6552,2.26,334,-0.07,0.05,0.87,1.03,-0.237,3.455,0.007,-0.025
stk,31 Jan 2018,14 Feb 2018,14.0,99.0,1,blockchain,16,17000000.0,N/A,N/A,0.2,7400,0,10013,0.26,12919500,-0.23,-0.23,-3.68,-3.46,-0.257,4.182,-0.008,-0.038
daostack,01 May 2018,07 Jun 2018,37.0,-14.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,25359,0,5535,0.31,1927100,-2.19,-3.79,-7.59,-7.31,1.016,3.455,-0.033,-0.045
everex,24 Jul 2017,31 Aug 2017,38.0,266.0,7,fintech,9,25840000.0,26000000.0,0.99,2.13,4713,0,13988,-0.1,1389230,0.12,0.04,0.62,0.79,0.114,1.909,0.005,-0.021
mothership,7 Jul 2017,21 Jul 2017,14.0,307.0,5,saas,10,5406897.0,N/A,0.7,0.04,N/A,0,485,0.01,88727,0.49,0.24,3.74,3.93,-0.054,5.818,0.01,-0.022
coinpoker,19 Jan 2018,26 Jan 2018,7.0,118.0,7,entertainment,15,52712179.0,N/A,N/A,0.05,4513,0,5011,0.95,350963,-0.38,-0.01,-0.18,0.11,-0.539,2.682,-0.001,0.012
aeron,19 Sep 2017,30 Oct 2017,41.0,206.0,10,transportation,11,4897723.0,30000000.0,0.16,0.5,19861,0,29751,-0.19,8757,0.13,0.16,2.58,2.62,0.128,-2.955,0.03,-0.005
unibright,20 Apr 2018,20 May 2018,30.0,4.0,5,fintech,13,13542375.0,13500000.0,1.0,0.14,10652,0,4885,0.38,2400200,-6.89,-11.93,-23.87,-23.65,3.432,11.0,-0.144,-0.13
alphacat,12 Jan 2018,12 Jan 2018,0.0,132.0,12,fintech,N/A,N/A,N/A,N/A,N/A,7540,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
karma,29 Nov 2017,15 Dec 2017,16.0,160.0,2,fintech,15,10000000.0,10000000.0,1.0,0.01,1217,0,4172,5.91,150439,-0.01,-0.17,-2.67,-2.32,-0.407,7.5,-0.008,-0.025
peerplays,26 Feb 2017,14 May 2017,77.0,375.0,1,entertainment,7,5000000.0,N/A,N/A,4.6,1422,0,4976,1.45,10275,0.25,0.07,1.13,1.59,-0.067,-31.5,0.009,-0.435
uptoken,16 Oct 2017,15 Dec 2017,60.0,160.0,1,fintech,9,18934021.0,35000000.0,0.54,0.1,15,0,2998,2.02,21597500,-0.43,-0.08,-1.21,-0.81,0.935,5.5,-0.012,-0.075
dmarket,14 Nov 2017,01 Dec 2017,17.0,174.0,2,entertainment,4,19026768.0,53300000.0,0.36,0.63,3436,0,7235,0.54,18992,-0.03,0.06,1.02,1.17,0.157,6.5,0.008,-0.045
agrello,16 Jul 2017,17 Aug 2017,32.0,280.0,5,saas,13,30100000.0,43200000.0,0.7,0.56,4815,0,14734,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
monetha,31 Aug 2017,31 Aug 2017,0.0,266.0,5,fintech,11,35910000.0,35900000.0,1.0,0.19,4601,0,18868,0.5,2743890,-0.15,-0.11,-1.76,-1.29,-0.161,8.5,0.003,-0.065
incent,1 Sep 2016,1 Sep 2016,0.0,630.0,9,blockchain,7,1000000.0,N/A,N/A,0.1,N/A,0,13212,-0.92,43,0.22,0.14,2.19,2.23,-0.032,-0.5,0.032,-0.045
matchpool,2 Apr 2017,4 Apr 2017,2.0,415.0,12,saas,7,5800000.0,N/A,N/A,0.01,2226,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wetrust,2 Mar 2017,14 Apr 2017,43.0,405.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,0,10,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blocktix,7 Jul 2017,25 Jul 2017,18.0,303.0,5,entertainment,7,6981328.0,7500000.0,0.93,0.24,N/A,0,5959,-0.17,11878,0.29,0.07,1.17,1.46,0.057,8.5,0.019,-0.045
indahash,29 Nov 2017,20 Dec 2017,21.0,155.0,5,saas,15,42715825.0,67000000.0,0.64,0.24,11894,0,9868,1.56,3113160,-0.2,-0.11,-1.73,-1.37,-0.306,14.0,-0.012,-0.05
envion,15 Dec 2017,14 Jan 2018,30.0,130.0,6,blockchain,12,100000000.0,150000000.0,0.67,1.0,22666,0,21326,-0.04,168394,-0.22,-0.13,-2.0,-1.28,-0.292,0.5,-0.015,-0.075
blackmoon,12 Sep 2017,12 Oct 2017,30.0,224.0,12,blockchain,14,30000000.0,30000000.0,1.0,1.1,3530,0,6402,-0.23,592273,0.01,-0.11,-1.71,-0.99,-0.08,-7.0,0.004,-0.1
dadi,29 Jan 2018,29 Jan 2018,0.0,115.0,4,fintech,15,29000000.0,29000000.0,1.0,0.5,22557,0,29492,-0.11,2381560,-0.21,-0.05,-0.8,-0.15,0.041,1.0,-0.006,-0.07
dimcoin,1 Jul 2017,27 Aug 2017,57.0,270.0,11,fintech,20,14005746.0,13500000.0,1.0,0.01,3060,0,N/A,23.56,1409400,-0.49,-0.22,-3.44,-3.14,0.138,-2.0,-0.007,-0.08
polybius,31 May 2017,30 Jun 2017,30.0,328.0,5,fintech,11,62956169.0,100000000.0,0.63,10.0,3578,0,10,-0.19,506294,-0.02,0.07,1.03,1.34,-0.362,-10.0,0.006,-0.05
carvertical,26 Dec 2017,4 Apr 2018,99.0,50.0,5,saas,20,19911150.0,19900000.0,1.0,0.01,13523,0,N/A,0.46,451064,-0.05,-0.07,-1.18,-0.85,-0.731,6.5,-0.009,-0.045
selfkey,14 Jan 2018,14 Jan 2018,0.0,130.0,7,fintech,48,21776392.0,21800000.0,1.0,0.01,11492,0,0,5.65,31248100,-0.52,-0.26,-4.06,-3.57,-0.254,6.0,-0.014,-0.05
aphelion,15 Nov 2017,7 Dec 2017,22.0,168.0,12,fintech,12,4780661.0,6700000.0,0.71,0.2,14331,0,14284,0.46,63598,0.25,1.96,3.93,4.19,0.327,9.5,0.035,-0.005
covesting,24 Nov 2017,15 Jan 2018,52.0,129.0,7,saas,12,18750000.0,18800000.0,1.0,1.44,8913,0,10031,1.15,328108,-0.21,-0.12,-1.95,-1.49,-0.236,9.0,-0.005,-0.02
blockport,27 Jan 2018,31 Jan 2018,4.0,117.0,12,fintech,N/A,15000000.0,15000000.0,1.0,0.35,27710,0,N/A,0.25,1024180,-0.0,0.07,1.04,1.43,-0.186,-0.5,0.002,-0.065
cappasity,22 Feb 2018,22 Mar 2018,28.0,63.0,1,saas,5,2301451.0,20000000.0,0.12,0.01,59883,0,8716,2.31,887638,0.12,0.17,2.68,2.84,0.48,5.0,0.014,-0.06
te-food,22 Feb 2018,22 Mar 2018,28.0,63.0,6,fintech,19,19100000.0,19100000.0,1.0,0.05,10610,0,9853,-0.45,302268,-0.04,0.09,1.4,1.94,-0.253,-11.5,0.004,-0.075
divi,25 Oct 2017,21 Nov 2017,27.0,184.0,12,other,15,2592064.0,2000000.0,1.0,0.62,2180,0,N/A,0.36,56068,0.17,0.24,3.82,4.13,-0.198,4.5,0.015,-0.015
latoken,22 Aug 2017,10 Oct 2017,49.0,226.0,7,fintech,35,18880673.0,40000000.0,0.47,0.3,5537,0,7928,-0.06,163778,-0.05,0.11,1.73,2.09,-0.042,5.0,0.006,-0.04
hacken,31 Oct 2017,30 Nov 2017,30.0,175.0,2,blockchain,8,70000002.0,N/A,N/A,1.0,1956,0,8842,5.77,320959,0.16,0.07,1.05,1.31,0.129,5.0,0.008,-0.09
sharder,22 Feb 2018,22 Mar 2018,28.0,63.0,12,other,N/A,N/A,N/A,N/A,0.04,10784,0,N/A,1.55,3209300,-0.17,-1.36,-2.71,-2.3,0.084,-10.5,-0.022,-0.135
bitclave,29 Nov 2017,29 Nov 2017,0.0,176.0,1,saas,19,25547000.0,25500000.0,1.0,0.1,10918,0,22625,0.5,957302,0.12,-0.01,-0.23,0.07,0.009,7.0,-0.003,-0.05
nper,19 Jan 2018,31 Jan 2018,12.0,113.0,8,saas,15,N/A,N/A,N/A,0.2,N/A,0,4651,0.68,4371660,-0.33,-0.57,-1.14,-0.71,3.219,10.0,0.016,-0.02
remme,13 Feb 2018,22 Feb 2018,9.0,91.0,7,saas,20,20000000.0,17500000.0,1.0,0.04,16744,0,5640,-0.21,587552,-0.34,-0.0,-0.05,0.52,0.056,27.5,-0.0,0.155
zap,21 Oct 2017,20 Nov 2017,30.0,185.0,7,blockchain,23,2827944.0,32200000.0,0.09,0.19,N/A,0,N/A,4.06,899137,-0.1,-0.06,-1.01,-0.65,-0.296,15.5,-0.007,0.025
nebula ai,31 Mar 2018,20 Apr 2018,20.0,34.0,1,other,20,6000000.0,N/A,N/A,N/A,5649,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sureremit,10 Jan 2018,10 Feb 2018,31.0,103.0,1,saas,11,10000000.0,10000000.0,1.0,1.0,2038,0,4391,-0.96,35294,-0.22,0.02,0.31,0.74,-0.52,-3.0,0.003,-0.1
polyswarm,20 Feb 2018,22 Mar 2018,30.0,63.0,1,saas,7,25940000.0,50000000.0,0.52,0.02,7820,0,16,-0.71,25413,0.41,3.28,6.56,7.01,0.024,-4.0,0.016,-0.1
smartlands,2 Nov 2017,20 Nov 2017,18.0,185.0,12,fintech,11,1753698.0,25000000.0,0.07,1.0,1690,0,1934,-0.8,102013,0.24,0.16,2.52,2.63,0.216,0.0,0.052,-0.04
domraider,12 Sep 2017,9 Oct 2017,27.0,227.0,5,saas,33,67200000.0,67200000.0,1.0,0.12,364,0,151,-0.46,13888,0.02,0.09,1.36,1.67,-0.034,5.0,0.007,-0.05
matryx,13 Sep 2017,12 Oct 2017,29.0,224.0,1,saas,15,1984347.0,9000000.0,0.22,0.29,1563,0,110,1.5,1031,0.21,0.11,1.8,1.94,-0.206,10.0,0.021,-0.07
b2bx,2 Oct 2017,17 Nov 2017,46.0,188.0,2,saas,22,8078602.0,29500000.0,0.27,0.74,1987,0,3889,1.38,144393,-0.29,0.02,0.3,0.57,-0.276,64.5,0.015,0.435
rentberry,5 Dec 2017,28 Feb 2018,85.0,85.0,7,real estate,25,27500000.0,30000000.0,0.92,0.35,15053,0,20036,-0.81,294933,0.23,1.86,3.71,3.99,-0.294,14.0,0.01,-0.05
maecenas,7 Sep 2017,8 Oct 2017,31.0,228.0,4,saas,8,15375432.0,18900000.0,0.81,0.64,935,0,2243,-0.28,11868,0.09,0.17,2.68,2.89,-0.206,-4.0,0.023,-0.08
quantum,15 Apr 2017,15 May 2017,30.0,374.0,5,blockchain,5,4122700.0,N/A,N/A,0.05,N/A,0,9528,5.73,136233,0.19,0.06,0.93,1.26,-0.068,6.5,0.005,-0.045
rivetz,10 Aug 2017,10 Sep 2017,31.0,256.0,1,saas,16,18653920.0,20000000.0,0.93,0.88,1605,0,9709,-0.44,31436,-0.0,-0.04,-0.59,-0.19,-0.001,7.0,0.008,-0.06
swissborg,7 Dec 2017,10 Jan 2018,34.0,134.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4771,0,11144,0.03,115322,-0.35,-0.18,-2.92,-2.32,-0.204,9.5,-0.011,-0.035
axpire,8 Jan 2018,12 Jan 2018,4.0,132.0,1,other,15,20000000.0,20000000.0,1.0,0.1,8069,0,6366,0.32,292608,-0.23,-0.15,-2.36,-1.99,-0.608,-4.0,-0.008,-0.09
playkey,1 Nov 2017,1 Dec 2017,30.0,174.0,2,entertainment,16,10512361.0,105600000.0,0.1,1.76,8088,0,7479,-0.68,9317,0.43,0.13,2.14,2.39,-0.21,-4.0,0.012,0.0
etheroll,13 Feb 2017,27 Feb 2017,14.0,451.0,12,other,N/A,36349723.0,N/A,N/A,0.07,N/A,0,2143,15.86,33962,0.21,0.13,2.02,2.02,-4.814,7.0,2.646,-0.04
locktrip,29 Oct 2017,30 Nov 2017,32.0,175.0,5,other,20,4000000.0,N/A,N/A,0.55,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
friendz,1 Mar 2018,20 Mar 2018,19.0,65.0,6,fintech,18,13754758.0,50300000.0,0.27,0.07,71860,0,55488,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hubii network,17 Aug 2017,31 Aug 2017,14.0,266.0,7,telecommunications,13,6500000.0,N/A,N/A,0.39,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
paragon,15 Sep 2017,15 Oct 2017,30.0,221.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3874,0,N/A,-0.35,284896,-0.16,0.01,0.14,0.41,-0.175,12.0,-0.0,-0.02
coinfi,8 Feb 2018,18 Feb 2018,10.0,95.0,3,saas,15,15000000.0,15000000.0,1.0,0.15,19815,0,4914,1.38,21603900,-0.18,-0.16,-2.59,-2.15,-0.191,13.5,-0.008,0.005
icos,15 Aug 2017,15 Sep 2017,31.0,251.0,2,blockchain,23,14600000.0,N/A,N/A,44.38,1833,0,4984,0.03,15683,0.1,0.05,0.76,1.14,-0.169,18.0,0.003,-0.0
patientory,31 May 2017,3 Jun 2017,3.0,355.0,1,saas,6,7200000.0,N/A,0.7,0.1,N/A,0,N/A,6.16,3256,0.08,0.09,1.41,1.63,-0.043,9.0,0.008,-0.05
graft,18 Jan 2018,18 Feb 2018,31.0,95.0,1,blockchain,15,3000000.0,25000000.0,0.12,0.28,5229,0,2418,-0.85,40067,-0.3,-0.0,-0.06,0.37,0.28,21.0,0.006,0.09
helbiz,15 Feb 2018,4 Mar 2018,17.0,81.0,7,fintech,13,38646754.0,N/A,N/A,0.14,2030,0,42898,-0.91,756160,0.16,1.31,2.61,2.8,1.165,27.0,0.054,0.17
bitdegree,1 Dec 2017,29 Dec 2017,28.0,146.0,5,social services,22,22127834.0,21600000.0,1.0,0.08,17261,0,20164,5.71,693702,-0.2,0.05,0.79,0.88,-0.996,7.0,0.01,-0.09
encrypgen,1 Jun 2017,18 Jul 2017,47.0,310.0,1,saas,7,10000005.0,N/A,N/A,0.03,N/A,0,4608,0.93,22870,0.44,0.24,3.78,3.93,-0.122,24.0,0.028,0.07
flixxo,24 Oct 2017,24 Nov 2017,31.0,181.0,10,saas,5,4731021.0,12000000.0,0.39,0.12,3716,0,6150,-0.04,106293,-0.04,0.17,2.66,2.89,0.076,5.5,0.012,-0.075
cargox,23 Jan 2018,4 Mar 2018,40.0,81.0,5,fintech,10,6766164.0,7000000.0,0.97,0.1,5813,0,4037,1.06,1317180,-0.06,-0.17,-2.62,-2.15,-0.242,7.5,-0.005,-0.025
morpheus network,22 Mar 2018,22 Apr 2018,31.0,32.0,12,other,22,7500000.0,18000000.0,0.42,N/A,11429,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
chronobank,15 Dec 2016,15 Feb 2017,62.0,463.0,2,saas,1,5400000.0,N/A,N/A,10.0,N/A,0,19858,-0.06,42133,-0.26,0.03,0.44,0.94,-0.113,2.5,0.005,-0.025
cashaa,6 Nov 2017,6 Dec 2017,30.0,169.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7573,0,385,0.18,34753,-0.23,-0.13,-2.14,-1.64,0.167,-7.5,-0.012,-0.105
lendingblock,15 Apr 2018,22 Apr 2018,7.0,32.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,7949,0,5950,0.55,458040,-0.24,-1.88,-3.76,-3.16,-0.418,0.5,-0.028,-0.085
travelflex,13 Dec 2017,11 Jan 2018,29.0,133.0,12,other,N/A,N/A,N/A,N/A,0.28,103,0,N/A,-0.27,29538,-0.18,-0.03,-0.52,-0.23,-0.019,-3.0,0.002,0.03
devery,18 Jan 2018,19 Jan 2018,1.0,125.0,12,ecommerce,6,10000000.0,10000000.0,1.0,0.17,5394,0,2795,0.95,862413,-0.27,-0.13,-2.03,-1.63,0.355,-28.0,0.003,-0.17
insights network,28 Jan 2018,14 Feb 2018,17.0,99.0,7,blockchain,3,17400000.0,16000000.0,1.0,0.15,21429,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atbcoin,15 Jul 2017,13 Sep 2017,60.0,253.0,12,other,N/A,20400000.0,N/A,N/A,0.9,2180,0,N/A,0.29,558166,-0.08,-0.02,-0.26,0.29,-0.09,1.5,0.0,-0.025
alis,1 Sep 2017,1 Oct 2017,30.0,235.0,8,saas,5,3705000.0,35600000.0,0.1,0.15,N/A,0,1755,0.41,337890,0.2,0.18,2.92,3.19,-0.102,7.5,0.01,-0.015
snovio,30 Oct 2017,30 Nov 2017,31.0,175.0,2,fintech,13,2129106.0,10000000.0,0.21,0.01,20232,0,10459,-0.73,12041,0.48,0.23,3.71,3.84,0.035,4.5,0.034,-0.065
dovu,3 Oct 2017,17 Oct 2017,14.0,219.0,4,saas,6,6644682.0,28400000.0,0.23,0.11,105,0,N/A,-0.17,106502,0.09,0.14,2.24,2.42,0.319,10.0,0.014,-0.05
golos,30 Oct 2016,02 Dec 2016,33.0,538.0,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,10.7,701,-0.08,-0.01,-0.14,0.07,-0.102,1.0,0.007,-0.05
adshares,7 Jul 2017,12 Jan 2018,189.0,132.0,12,fintech,2,11900000.0,N/A,N/A,5.26,1128,0,2231,-0.93,7590,0.19,0.09,1.48,1.67,-0.031,8.0,0.019,0.16
connectjob,12 Feb 2018,30 Apr 2018,77.0,24.0,7,saas,24,10437623.0,12000000.0,0.87,0.03,7935,0,6426,2.3,173329,-1.11,-1.92,-3.84,-3.08,0.709,10.5,-0.01,-0.005
srcoin,1 Mar 2018,31 Mar 2018,30.0,54.0,12,insurance services,11,4000000.0,N/A,N/A,0.01,1246,0,947,-0.51,132146,0.04,0.31,0.63,0.75,-3.143,5.5,-0.01,-0.085
leadcoin,1 Mar 2018,11 Mar 2018,10.0,74.0,7,fintech,17,50000000.0,50000000.0,1.0,0.08,11373,0,1306,0.49,6963540,-0.02,-0.0,-0.0,0.21,-0.204,5.0,-0.007,-0.08
bounty0x,1 Dec 2017,15 Dec 2017,14.0,160.0,12,saas,8,1602927.0,1500000.0,1.0,0.04,6396,0,14226,0.9,1059090,0.37,0.13,2.06,2.26,0.722,8.5,0.015,-0.055
adbank,15 Dec 2017,14 Jan 2018,30.0,130.0,1,saas,5,13962900.0,14000000.0,1.0,0.05,5273,0,4534,-0.17,1033600,-0.14,-0.15,-2.44,-1.91,-0.298,4.5,-0.004,-0.055
aditus,30 Nov 2017,19 Dec 2017,19.0,156.0,7,saas,15,7100193.0,22500000.0,0.32,0.05,13817,0,N/A,-0.73,300285,0.4,3.16,6.32,6.59,0.028,-6.5,0.039,-0.115
mysterium,30 May 2017,30 May 2017,0.0,359.0,1,saas,8,13325693.0,N/A,N/A,0.89,2646,0,11947,1.46,1632900,-0.13,0.03,0.43,0.8,-0.26,13.0,0.003,-0.0
investfeed,23 Jul 2017,7 Aug 2017,15.0,290.0,1,saas,11,3400000.0,N/A,N/A,0.0,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
publica,1 Nov 2017,16 Nov 2017,15.0,189.0,1,saas,21,1046210.0,1000000.0,1.0,0.1,2395,0,2236,1.55,1317120,-0.07,0.18,2.82,3.03,-0.03,26.0,0.013,0.04
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,994.0,6,blockchain,7,20510.0,N/A,0.14,0.02,N/A,0,6091,-0.13,5586,-0.06,0.09,1.43,2.01,-0.065,6.0,0.007,-0.03
worldcore,14 Oct 2017,15 Dec 2017,62.0,160.0,5,saas,14,25000000.0,100000000.0,0.25,0.1,3016,0,N/A,0.15,151573,0.41,0.14,2.23,2.52,0.083,21.5,0.003,0.005
insurepal,16 Jan 2018,16 Jan 2018,0.0,128.0,5,saas,24,18000000.0,18000000.0,1.0,0.1,6546,0,11402,2.18,2442080,-0.2,-0.24,-3.87,-3.29,-0.236,16.0,-0.015,0.03
sportyco,21 Nov 2017,8 Dec 2017,17.0,167.0,5,fintech,19,5087896.0,16000000.0,0.32,0.12,12543,0,8928,0.81,31692,0.0,0.07,1.16,1.54,0.109,2.5,0.002,-0.085
aventus,6 Sep 2017,6 Sep 2017,0.0,260.0,4,entertainment,7,18780000.0,18800000.0,1.0,3.66,254,0,N/A,0.2,950718,-0.32,-0.01,-0.18,0.16,0.094,9.0,0.001,-0.03
ecobit,9 Apr 2017,15 Jun 2017,67.0,343.0,12,other,N/A,N/A,N/A,N/A,0.03,272,0,1131,0.08,41297,-0.03,-0.0,-0.0,0.89,-0.167,6.0,0.009,-0.03
airtoken,19 Sep 2017,19 Oct 2017,30.0,217.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,824,0,5252,-0.31,303295,-0.25,0.02,0.38,0.78,0.023,16.0,0.003,0.01
commerceblock,28 Nov 2017,19 Dec 2017,21.0,156.0,4,fintech,7,8820470.0,25000000.0,0.35,0.06,1757,0,259,-0.34,85105,0.17,1.32,2.64,3.0,-0.879,12.0,0.01,0.01
payfair,1 Nov 2017,30 Nov 2017,29.0,175.0,2,saas,8,18291.0,N/A,N/A,0.01,2637,0,2303,0.84,41498,0.16,0.22,3.56,3.72,0.677,-22.5,0.033,-0.145
jet8,28 Feb 2018,14 Mar 2018,14.0,71.0,7,telecommunications,51,32700000.0,36000000.0,0.91,0.1,33483,0,2057,-0.69,871036,-0.47,-0.03,-0.4,0.02,0.475,9.0,0.0,-0.1
aidcoin,16 Jan 2018,1 Feb 2018,16.0,112.0,6,blockchain,36,18632900.0,18600000.0,1.0,0.65,4417,0,3039,0.24,1717320,-0.36,-0.23,-3.59,-2.95,-0.104,5.5,-0.005,-0.095
apx,1 May 2017,21 May 2017,20.0,368.0,12,blockchain,N/A,2749185.0,N/A,N/A,0.05,N/A,0,5265,62.2,714525,0.21,0.07,1.18,1.57,-0.099,22.5,0.008,0.065
adhive,28 Feb 2018,14 Mar 2018,14.0,71.0,5,entertainment,17,17491749.0,17500000.0,1.0,0.17,16678,0,5543,-0.67,772548,0.12,0.93,1.86,2.24,-1.597,-7.0,0.006,-0.1
clearcoin,16 Nov 2017,31 Mar 2018,135.0,54.0,1,other,17,4350000.0,N/A,N/A,0.01,25747,0,N/A,0.55,93524,0.07,0.54,1.08,1.48,0.469,-1.0,-0.007,-0.05
auctus,10 Apr 2018,20 Apr 2018,10.0,34.0,7,blockchain,12,3865575.0,3900000.0,0.99,0.26,8815,0,9692,1.84,1413630,0.16,1.29,2.59,3.0,0.498,8.5,-0.008,-0.105
viuly,1 Nov 2017,15 Nov 2017,14.0,190.0,5,entertainment,3,N/A,30000000.0,N/A,0.17,6714,0,6220,-0.97,14913,0.32,0.25,4.03,4.15,0.119,4.0,0.033,-0.07
