coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
propy,15 Aug 2017,15 Sep 2017,31,251,1,real estate,11,15077000,N/A,0.15,1,N/A,3,N/A,-0.25,26854,-0.1,-0.03,-0.52,-0.36,-0.039,7.136,0.011,-0.014
stox,2 Aug 2017,4 Aug 2017,2,293,7,fintech,20,33000000,N/A,1,1.1,8755,6,13488,0.1,1294120,0.4,0.04,0.7,0.88,-0.086,4.773,0.003,-0.017
bankex,28 Nov 2017,28 Dec 2017,30,147,1,fintech,9,70600000,103500000,0.68,1.47,6327,4,7641,0.93,371912,-0.43,-0.22,-3.5,-3.29,-0.106,4.864,-0.013,-0.026
synereo,18 Sep 2016,18 Oct 2016,30,583,12,saas,0,4700000,N/A,N/A,0.19,N/A,1,26692,-0.99,241,0.23,0.24,3.83,3.94,-0.095,4.455,0.013,-0.015
adtoken,26 Jun 2017,26 Jun 2017,0,332,12,saas,N/A,10000000,N/A,N/A,0.02,N/A,1,6552,2.26,334,-0.07,0.05,0.87,1.03,-0.237,3.455,0.007,-0.025
stk,31 Jan 2018,14 Feb 2018,14,99,1,blockchain,16,17000000,N/A,N/A,0.2,7400,3,10013,0.26,12919500,-0.23,-0.23,-3.68,-3.46,-0.257,4.182,-0.008,-0.038
daostack,01 May 2018,07 Jun 2018,37,-14,7,transportation,9,30000000,30000000,1,1,25359,9,5535,0.31,1927100,-2.19,-3.79,-7.59,-7.31,1.016,3.455,-0.033,-0.045
everex,24 Jul 2017,31 Aug 2017,38,266,7,fintech,9,25840000,26000000,0.99,2.13,4713,2,13988,-0.1,1389230,0.12,0.04,0.62,0.79,0.114,1.909,0.005,-0.021
mothership,7 Jul 2017,21 Jul 2017,14,307,5,saas,10,5406897,N/A,0.7,0.04,N/A,1,485,0.01,88727,0.49,0.24,3.74,3.93,-0.054,5.818,0.01,-0.022
coinpoker,19 Jan 2018,26 Jan 2018,7,118,7,entertainment,15,52712179,N/A,N/A,0.05,4513,8,5011,0.95,350963,-0.38,-0.01,-0.18,0.11,-0.539,2.682,-0.001,0.012
aeron,19 Sep 2017,30 Oct 2017,41,206,10,transportation,11,4897723,30000000,0.16,0.5,19861,1,29751,-0.19,8757,0.13,0.16,2.58,2.62,0.128,-2.955,0.03,-0.005
unibright,20 Apr 2018,20 May 2018,30,4,5,fintech,13,13542375,13500000,1,0.14,10652,6,4885,0.38,2400200,-6.89,-11.93,-23.87,-23.65,3.432,11,-0.144,-0.13
alphacat,12 Jan 2018,12 Jan 2018,0,132,12,fintech,N/A,N/A,N/A,N/A,N/A,7540,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
karma,29 Nov 2017,15 Dec 2017,16,160,2,fintech,15,10000000,10000000,1,0.01,1217,1,4172,5.91,150439,-0.01,-0.17,-2.67,-2.32,-0.407,7.5,-0.008,-0.025
peerplays,26 Feb 2017,14 May 2017,77,375,1,entertainment,7,5000000,N/A,N/A,4.6,1422,1,4976,1.45,10275,0.25,0.07,1.13,1.59,-0.067,-31.5,0.009,-0.435
uptoken,16 Oct 2017,15 Dec 2017,60,160,1,fintech,9,18934021,35000000,0.54,0.1,15,1,2998,2.02,21597500,-0.43,-0.08,-1.21,-0.81,0.935,5.5,-0.012,-0.075
dmarket,14 Nov 2017,01 Dec 2017,17,174,2,entertainment,4,19026768,53300000,0.36,0.63,3436,3,7235,0.54,18992,-0.03,0.06,1.02,1.17,0.157,6.5,0.008,-0.045
agrello,16 Jul 2017,17 Aug 2017,32,280,5,saas,13,30100000,43200000,0.7,0.56,4815,1,14734,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
monetha,31 Aug 2017,31 Aug 2017,0,266,5,fintech,11,35910000,35900000,1,0.19,4601,1,18868,0.5,2743890,-0.15,-0.11,-1.76,-1.29,-0.161,8.5,0.003,-0.065
incent,1 Sep 2016,1 Sep 2016,0,630,9,blockchain,7,1000000,N/A,N/A,0.1,N/A,1,13212,-0.92,43,0.22,0.14,2.19,2.23,-0.032,-0.5,0.032,-0.045
matchpool,2 Apr 2017,4 Apr 2017,2,415,12,saas,7,5800000,N/A,N/A,0.01,2226,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
wetrust,2 Mar 2017,14 Apr 2017,43,405,1,saas,9,4978366,N/A,N/A,0.06,N/A,1,10,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
blocktix,7 Jul 2017,25 Jul 2017,18,303,5,entertainment,7,6981328,7500000,0.93,0.24,N/A,1,5959,-0.17,11878,0.29,0.07,1.17,1.46,0.057,8.5,0.019,-0.045
indahash,29 Nov 2017,20 Dec 2017,21,155,5,saas,15,42715825,67000000,0.64,0.24,11894,9,9868,1.56,3113160,-0.2,-0.11,-1.73,-1.37,-0.306,14,-0.012,-0.05
envion,15 Dec 2017,14 Jan 2018,30,130,6,blockchain,12,100000000,150000000,0.67,1,22666,5,21326,-0.04,168394,-0.22,-0.13,-2,-1.28,-0.292,0.5,-0.015,-0.075
blackmoon,12 Sep 2017,12 Oct 2017,30,224,12,blockchain,14,30000000,30000000,1,1.1,3530,1,6402,-0.23,592273,0.01,-0.11,-1.71,-0.99,-0.08,-7,0.004,-0.1
dadi,29 Jan 2018,29 Jan 2018,0,115,4,fintech,15,29000000,29000000,1,0.5,22557,1,29492,-0.11,2381560,-0.21,-0.05,-0.8,-0.15,0.041,1,-0.006,-0.07
dimcoin,1 Jul 2017,27 Aug 2017,57,270,11,fintech,20,14005746,13500000,1,0.01,3060,8,N/A,23.56,1409400,-0.49,-0.22,-3.44,-3.14,0.138,-2,-0.007,-0.08
polybius,31 May 2017,30 Jun 2017,30,328,5,fintech,11,62956169,100000000,0.63,10,3578,5,10,-0.19,506294,-0.02,0.07,1.03,1.34,-0.362,-10,0.006,-0.05
carvertical,26 Dec 2017,4 Apr 2018,99,50,5,saas,20,19911150,19900000,1,0.01,13523,3,N/A,0.46,451064,-0.05,-0.07,-1.18,-0.85,-0.731,6.5,-0.009,-0.045
selfkey,14 Jan 2018,14 Jan 2018,0,130,7,fintech,48,21776392,21800000,1,0.01,11492,1,0,5.65,31248100,-0.52,-0.26,-4.06,-3.57,-0.254,6,-0.014,-0.05
aphelion,15 Nov 2017,7 Dec 2017,22,168,12,fintech,12,4780661,6700000,0.71,0.2,14331,1,14284,0.46,63598,0.25,1.96,3.93,4.19,0.327,9.5,0.035,-0.005
covesting,24 Nov 2017,15 Jan 2018,52,129,7,saas,12,18750000,18800000,1,1.44,8913,9,10031,1.15,328108,-0.21,-0.12,-1.95,-1.49,-0.236,9,-0.005,-0.02
blockport,27 Jan 2018,31 Jan 2018,4,117,12,fintech,N/A,15000000,15000000,1,0.35,27710,1,N/A,0.25,1024180,0,0.07,1.04,1.43,-0.186,-0.5,0.002,-0.065
cappasity,22 Feb 2018,22 Mar 2018,28,63,1,saas,5,2301451,20000000,0.12,0.01,59883,7,8716,2.31,887638,0.12,0.17,2.68,2.84,0.48,5,0.014,-0.06
te-food,22 Feb 2018,22 Mar 2018,28,63,6,fintech,19,19100000,19100000,1,0.05,10610,1,9853,-0.45,302268,-0.04,0.09,1.4,1.94,-0.253,-11.5,0.004,-0.075
divi,25 Oct 2017,21 Nov 2017,27,184,12,other,15,2592064,2000000,1,0.62,2180,1,N/A,0.36,56068,0.17,0.24,3.82,4.13,-0.198,4.5,0.015,-0.015
latoken,22 Aug 2017,10 Oct 2017,49,226,7,fintech,35,18880673,40000000,0.47,0.3,5537,1,7928,-0.06,163778,-0.05,0.11,1.73,2.09,-0.042,5,0.006,-0.04
hacken,31 Oct 2017,30 Nov 2017,30,175,2,blockchain,8,70000002,N/A,N/A,1,1956,3,8842,5.77,320959,0.16,0.07,1.05,1.31,0.129,5,0.008,-0.09
sharder,22 Feb 2018,22 Mar 2018,28,63,12,other,N/A,N/A,N/A,N/A,0.04,10784,1,N/A,1.55,3209300,-0.17,-1.36,-2.71,-2.3,0.084,-10.5,-0.022,-0.135
bitclave,29 Nov 2017,29 Nov 2017,0,176,1,saas,19,25547000,25500000,1,0.1,10918,6,22625,0.5,957302,0.12,-0.01,-0.23,0.07,0.009,7,-0.003,-0.05
nper,19 Jan 2018,31 Jan 2018,12,113,8,saas,15,N/A,N/A,N/A,0.2,N/A,1,4651,0.68,4371660,-0.33,-0.57,-1.14,-0.71,3.219,10,0.016,-0.02
remme,13 Feb 2018,22 Feb 2018,9,91,7,saas,20,20000000,17500000,1,0.04,16744,2,5640,-0.21,587552,-0.34,0,-0.05,0.52,0.056,27.5,0,0.155
zap,21 Oct 2017,20 Nov 2017,30,185,7,blockchain,23,2827944,32200000,0.09,0.19,N/A,1,N/A,4.06,899137,-0.1,-0.06,-1.01,-0.65,-0.296,15.5,-0.007,0.025
nebula ai,31 Mar 2018,20 Apr 2018,20,34,1,other,20,6000000,N/A,N/A,N/A,5649,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
sureremit,10 Jan 2018,10 Feb 2018,31,103,1,saas,11,10000000,10000000,1,1,2038,1,4391,-0.96,35294,-0.22,0.02,0.31,0.74,-0.52,-3,0.003,-0.1
polyswarm,20 Feb 2018,22 Mar 2018,30,63,1,saas,7,25940000,50000000,0.52,0.02,7820,7,16,-0.71,25413,0.41,3.28,6.56,7.01,0.024,-4,0.016,-0.1
smartlands,2 Nov 2017,20 Nov 2017,18,185,12,fintech,11,1753698,25000000,0.07,1,1690,1,1934,-0.8,102013,0.24,0.16,2.52,2.63,0.216,0,0.052,-0.04
domraider,12 Sep 2017,9 Oct 2017,27,227,5,saas,33,67200000,67200000,1,0.12,364,2,151,-0.46,13888,0.02,0.09,1.36,1.67,-0.034,5,0.007,-0.05
matryx,13 Sep 2017,12 Oct 2017,29,224,1,saas,15,1984347,9000000,0.22,0.29,1563,1,110,1.5,1031,0.21,0.11,1.8,1.94,-0.206,10,0.021,-0.07
b2bx,2 Oct 2017,17 Nov 2017,46,188,2,saas,22,8078602,29500000,0.27,0.74,1987,7,3889,1.38,144393,-0.29,0.02,0.3,0.57,-0.276,64.5,0.015,0.435
rentberry,5 Dec 2017,28 Feb 2018,85,85,7,real estate,25,27500000,30000000,0.92,0.35,15053,9,20036,-0.81,294933,0.23,1.86,3.71,3.99,-0.294,14,0.01,-0.05
maecenas,7 Sep 2017,8 Oct 2017,31,228,4,saas,8,15375432,18900000,0.81,0.64,935,2,2243,-0.28,11868,0.09,0.17,2.68,2.89,-0.206,-4,0.023,-0.08
quantum,15 Apr 2017,15 May 2017,30,374,5,blockchain,5,4122700,N/A,N/A,0.05,N/A,1,9528,5.73,136233,0.19,0.06,0.93,1.26,-0.068,6.5,0.005,-0.045
rivetz,10 Aug 2017,10 Sep 2017,31,256,1,saas,16,18653920,20000000,0.93,0.88,1605,1,9709,-0.44,31436,0,-0.04,-0.59,-0.19,-0.001,7,0.008,-0.06
swissborg,7 Dec 2017,10 Jan 2018,34,134,6,blockchain,13,50000000,50000000,1,0.1,4771,10,11144,0.03,115322,-0.35,-0.18,-2.92,-2.32,-0.204,9.5,-0.011,-0.035
axpire,8 Jan 2018,12 Jan 2018,4,132,1,other,15,20000000,20000000,1,0.1,8069,1,6366,0.32,292608,-0.23,-0.15,-2.36,-1.99,-0.608,-4,-0.008,-0.09
playkey,1 Nov 2017,1 Dec 2017,30,174,2,entertainment,16,10512361,105600000,0.1,1.76,8088,3,7479,-0.68,9317,0.43,0.13,2.14,2.39,-0.21,-4,0.012,0
etheroll,13 Feb 2017,27 Feb 2017,14,451,12,other,N/A,36349723,N/A,N/A,0.07,N/A,0,2143,15.86,33962,0.21,0.13,2.02,2.02,-4.814,7,2.646,-0.04
locktrip,29 Oct 2017,30 Nov 2017,32,175,5,other,20,4000000,N/A,N/A,0.55,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
friendz,1 Mar 2018,20 Mar 2018,19,65,6,fintech,18,13754758,50300000,0.27,0.07,71860,6,55488,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
hubii network,17 Aug 2017,31 Aug 2017,14,266,7,telecommunications,13,6500000,N/A,N/A,0.39,N/A,2,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
paragon,15 Sep 2017,15 Oct 2017,30,221,1,other,12,6000000,100000000,0.06,1,3874,6,N/A,-0.35,284896,-0.16,0.01,0.14,0.41,-0.175,12,0,-0.02
coinfi,8 Feb 2018,18 Feb 2018,10,95,3,saas,15,15000000,15000000,1,0.15,19815,1,4914,1.38,21603900,-0.18,-0.16,-2.59,-2.15,-0.191,13.5,-0.008,0.005
icos,15 Aug 2017,15 Sep 2017,31,251,2,blockchain,23,14600000,N/A,N/A,44.38,1833,3,4984,0.03,15683,0.1,0.05,0.76,1.14,-0.169,18,0.003,0
patientory,31 May 2017,3 Jun 2017,3,355,1,saas,6,7200000,N/A,0.7,0.1,N/A,1,N/A,6.16,3256,0.08,0.09,1.41,1.63,-0.043,9,0.008,-0.05
graft,18 Jan 2018,18 Feb 2018,31,95,1,blockchain,15,3000000,25000000,0.12,0.28,5229,5,2418,-0.85,40067,-0.3,0,-0.06,0.37,0.28,21,0.006,0.09
helbiz,15 Feb 2018,4 Mar 2018,17,81,7,fintech,13,38646754,N/A,N/A,0.14,2030,1,42898,-0.91,756160,0.16,1.31,2.61,2.8,1.165,27,0.054,0.17
bitdegree,1 Dec 2017,29 Dec 2017,28,146,5,social services,22,22127834,21600000,1,0.08,17261,1,20164,5.71,693702,-0.2,0.05,0.79,0.88,-0.996,7,0.01,-0.09
encrypgen,1 Jun 2017,18 Jul 2017,47,310,1,saas,7,10000005,N/A,N/A,0.03,N/A,1,4608,0.93,22870,0.44,0.24,3.78,3.93,-0.122,24,0.028,0.07
flixxo,24 Oct 2017,24 Nov 2017,31,181,10,saas,5,4731021,12000000,0.39,0.12,3716,2,6150,-0.04,106293,-0.04,0.17,2.66,2.89,0.076,5.5,0.012,-0.075
cargox,23 Jan 2018,4 Mar 2018,40,81,5,fintech,10,6766164,7000000,0.97,0.1,5813,1,4037,1.06,1317180,-0.06,-0.17,-2.62,-2.15,-0.242,7.5,-0.005,-0.025
morpheus network,22 Mar 2018,22 Apr 2018,31,32,12,other,22,7500000,18000000,0.42,N/A,11429,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
chronobank,15 Dec 2016,15 Feb 2017,62,463,2,saas,1,5400000,N/A,N/A,10,N/A,7,19858,-0.06,42133,-0.26,0.03,0.44,0.94,-0.113,2.5,0.005,-0.025
cashaa,6 Nov 2017,6 Dec 2017,30,169,4,fintech,11,11110000,32000000,0.35,0.1,7573,1,385,0.18,34753,-0.23,-0.13,-2.14,-1.64,0.167,-7.5,-0.012,-0.105
lendingblock,15 Apr 2018,22 Apr 2018,7,32,4,blockchain,6,10000000,10000000,1,0.02,7949,5,5950,0.55,458040,-0.24,-1.88,-3.76,-3.16,-0.418,0.5,-0.028,-0.085
travelflex,13 Dec 2017,11 Jan 2018,29,133,12,other,N/A,N/A,N/A,N/A,0.28,103,3,N/A,-0.27,29538,-0.18,-0.03,-0.52,-0.23,-0.019,-3,0.002,0.03
devery,18 Jan 2018,19 Jan 2018,1,125,12,ecommerce,6,10000000,10000000,1,0.17,5394,4,2795,0.95,862413,-0.27,-0.13,-2.03,-1.63,0.355,-28,0.003,-0.17
insights network,28 Jan 2018,14 Feb 2018,17,99,7,blockchain,3,17400000,16000000,1,0.15,21429,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
atbcoin,15 Jul 2017,13 Sep 2017,60,253,12,other,N/A,20400000,N/A,N/A,0.9,2180,3,N/A,0.29,558166,-0.08,-0.02,-0.26,0.29,-0.09,1.5,0,-0.025
alis,1 Sep 2017,1 Oct 2017,30,235,8,saas,5,3705000,35600000,0.1,0.15,N/A,1,1755,0.41,337890,0.2,0.18,2.92,3.19,-0.102,7.5,0.01,-0.015
snovio,30 Oct 2017,30 Nov 2017,31,175,2,fintech,13,2129106,10000000,0.21,0.01,20232,3,10459,-0.73,12041,0.48,0.23,3.71,3.84,0.035,4.5,0.034,-0.065
dovu,3 Oct 2017,17 Oct 2017,14,219,4,saas,6,6644682,28400000,0.23,0.11,105,2,N/A,-0.17,106502,0.09,0.14,2.24,2.42,0.319,10,0.014,-0.05
golos,30 Oct 2016,02 Dec 2016,33,538,12,telecommunications,N/A,N/A,N/A,N/A,0.1,N/A,1,N/A,10.7,701,-0.08,-0.01,-0.14,0.07,-0.102,1,0.007,-0.05
adshares,7 Jul 2017,12 Jan 2018,189,132,12,fintech,2,11900000,N/A,N/A,5.26,1128,1,2231,-0.93,7590,0.19,0.09,1.48,1.67,-0.031,8,0.019,0.16
connectjob,12 Feb 2018,30 Apr 2018,77,24,7,saas,24,10437623,12000000,0.87,0.03,7935,5,6426,2.3,173329,-1.11,-1.92,-3.84,-3.08,0.709,10.5,-0.01,-0.005
srcoin,1 Mar 2018,31 Mar 2018,30,54,12,insurance services,11,4000000,N/A,N/A,0.01,1246,1,947,-0.51,132146,0.04,0.31,0.63,0.75,-3.143,5.5,-0.01,-0.085
leadcoin,1 Mar 2018,11 Mar 2018,10,74,7,fintech,17,50000000,50000000,1,0.08,11373,2,1306,0.49,6963540,-0.02,0,0,0.21,-0.204,5,-0.007,-0.08
bounty0x,1 Dec 2017,15 Dec 2017,14,160,12,saas,8,1602927,1500000,1,0.04,6396,1,14226,0.9,1059090,0.37,0.13,2.06,2.26,0.722,8.5,0.015,-0.055
adbank,15 Dec 2017,14 Jan 2018,30,130,1,saas,5,13962900,14000000,1,0.05,5273,1,4534,-0.17,1033600,-0.14,-0.15,-2.44,-1.91,-0.298,4.5,-0.004,-0.055
aditus,30 Nov 2017,19 Dec 2017,19,156,7,saas,15,7100193,22500000,0.32,0.05,13817,1,N/A,-0.73,300285,0.4,3.16,6.32,6.59,0.028,-6.5,0.039,-0.115
mysterium,30 May 2017,30 May 2017,0,359,1,saas,8,13325693,N/A,N/A,0.89,2646,1,11947,1.46,1632900,-0.13,0.03,0.43,0.8,-0.26,13,0.003,0
investfeed,23 Jul 2017,7 Aug 2017,15,290,1,saas,11,3400000,N/A,N/A,0,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
publica,1 Nov 2017,16 Nov 2017,15,189,1,saas,21,1046210,1000000,1,0.1,2395,3,2236,1.55,1317120,-0.07,0.18,2.82,3.03,-0.03,26,0.013,0.04
bitcrystals,4 Aug 2015,3 Sep 2015,30,994,6,blockchain,7,20510,N/A,0.14,0.02,N/A,4,6091,-0.13,5586,-0.06,0.09,1.43,2.01,-0.065,6,0.007,-0.03
worldcore,14 Oct 2017,15 Dec 2017,62,160,5,saas,14,25000000,100000000,0.25,0.1,3016,8,N/A,0.15,151573,0.41,0.14,2.23,2.52,0.083,21.5,0.003,0.005
insurepal,16 Jan 2018,16 Jan 2018,0,128,5,saas,24,18000000,18000000,1,0.1,6546,7,11402,2.18,2442080,-0.2,-0.24,-3.87,-3.29,-0.236,16,-0.015,0.03
sportyco,21 Nov 2017,8 Dec 2017,17,167,5,fintech,19,5087896,16000000,0.32,0.12,12543,1,8928,0.81,31692,0,0.07,1.16,1.54,0.109,2.5,0.002,-0.085
aventus,6 Sep 2017,6 Sep 2017,0,260,4,entertainment,7,18780000,18800000,1,3.66,254,1,N/A,0.2,950718,-0.32,-0.01,-0.18,0.16,0.094,9,0.001,-0.03
ecobit,9 Apr 2017,15 Jun 2017,67,343,12,other,N/A,N/A,N/A,N/A,0.03,272,2,1131,0.08,41297,-0.03,0,0,0.89,-0.167,6,0.009,-0.03
airtoken,19 Sep 2017,19 Oct 2017,30,217,1,telecommunications,14,15000000,15000000,1,0.02,824,1,5252,-0.31,303295,-0.25,0.02,0.38,0.78,0.023,16,0.003,0.01
commerceblock,28 Nov 2017,19 Dec 2017,21,156,4,fintech,7,8820470,25000000,0.35,0.06,1757,3,259,-0.34,85105,0.17,1.32,2.64,3,-0.879,12,0.01,0.01
payfair,1 Nov 2017,30 Nov 2017,29,175,2,saas,8,18291,N/A,N/A,0.01,2637,5,2303,0.84,41498,0.16,0.22,3.56,3.72,0.677,-22.5,0.033,-0.145
jet8,28 Feb 2018,14 Mar 2018,14,71,7,telecommunications,51,32700000,36000000,0.91,0.1,33483,1,2057,-0.69,871036,-0.47,-0.03,-0.4,0.02,0.475,9,0,-0.1
aidcoin,16 Jan 2018,1 Feb 2018,16,112,6,blockchain,36,18632900,18600000,1,0.65,4417,1,3039,0.24,1717320,-0.36,-0.23,-3.59,-2.95,-0.104,5.5,-0.005,-0.095
apx,1 May 2017,21 May 2017,20,368,12,blockchain,N/A,2749185,N/A,N/A,0.05,N/A,1,5265,62.2,714525,0.21,0.07,1.18,1.57,-0.099,22.5,0.008,0.065
adhive,28 Feb 2018,14 Mar 2018,14,71,5,entertainment,17,17491749,17500000,1,0.17,16678,1,5543,-0.67,772548,0.12,0.93,1.86,2.24,-1.597,-7,0.006,-0.1
clearcoin,16 Nov 2017,31 Mar 2018,135,54,1,other,17,4350000,N/A,N/A,0.01,25747,3,N/A,0.55,93524,0.07,0.54,1.08,1.48,0.469,-1,-0.007,-0.05
auctus,10 Apr 2018,20 Apr 2018,10,34,7,blockchain,12,3865575,3900000,0.99,0.26,8815,3,9692,1.84,1413630,0.16,1.29,2.59,3,0.498,8.5,-0.008,-0.105
viuly,1 Nov 2017,15 Nov 2017,14,190,5,entertainment,3,N/A,30000000,N/A,0.17,6714,1,6220,-0.97,14913,0.32,0.25,4.03,4.15,0.119,4,0.033,-0.07
spectiv,8 Dec 2017,31 Dec 2017,23,144,1,entertainment,8,7605767,10600000,0.72,0.5,N/A,2,3276,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
hellogold,28 Aug 2017,2 Oct 2017,35,234,12,saas,19,5208991,N/A,N/A,0.03,1509,1,1974,-0.19,28580,0,0.14,2.29,2.47,-0.124,8,0.024,-0.01
tokes,2 Dec 2016,16 Jan 2017,45,493,1,blockchain,3,N/A,N/A,N/A,N/A,N/A,1,8500,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
opus,24 Jul 2017,24 Aug 2017,31,273,12,entertainment,11,5737250,20000000,0.29,0.04,1618,1,3622,0.3,37435,-0.08,0,-0.01,0.25,-0.125,65.5,0.035,0.305
clearpoll,2 Oct 2017,26 Oct 2017,24,210,9,saas,9,N/A,1300000,N/A,0.13,863,2,120070,2.34,94539,-0.13,0.19,3.04,3.27,-0.133,3,0.015,-0.02
hoqu,27 Nov 2017,26 Feb 2018,91,87,4,fintech,5,18782400,33200000,0.57,0.22,14977,3,6125,-0.66,29097,-0.15,-0.04,-0.63,-0.14,0.064,-4,-0.009,-0.09
bitdice,15 Aug 2017,15 Sep 2017,31,251,10,other,1,8748793,25000000,0.35,0.1,734,3,3503,0.49,60084,0.1,0.18,2.83,3.38,-0.165,4,0.004,-0.02
dether,07 Feb 2018,07 Mar 2018,28,78,5,saas,8,13444650,13400000,1,0.23,6929,1,1276,-0.34,40103,-0.32,-0.11,-1.69,-1.25,0.585,7.5,0.002,-0.045
cryptopay,2 Oct 2017,30 Oct 2017,28,206,4,blockchain,3,18148220,64300000,0.28,0.31,N/A,5,8451,0.24,380453,0.1,0.07,1.04,1.26,-0.277,24,0.006,0.06
fidentiax,6 Nov 2017,5 Dec 2017,29,170,7,saas,8,1566283,2900000,0.54,0.03,2493,1,3906,8.27,77268,0.26,0.07,1.06,1.28,-0.233,-1.5,0.002,-0.095
biocoin,1 Nov 2017,18 Feb 2018,109,95,2,other,18,16000000,15000000,1,16,331,5,1255,-1,41016,-0.11,-0.18,-2.92,-2.22,0.111,21,-0.006,0.04
bezop,20 Dec 2017,10 Jan 2018,21,134,12,other,4,N/A,N/A,N/A,N/A,5446,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
atlant,7 Sep 2017,1 Nov 2017,55,204,2,real estate,12,6663530,69200000,0.1,0.57,5217,5,4038,-0.31,323580,-0.27,0.04,0.68,1.03,-0.204,10,0.006,-0.07
internxt,7 Sep 2017,28 Sep 2017,21,238,5,saas,5,220800,41000000,0.01,1.01,9773,2,N/A,2.13,294867,0.16,0.18,2.87,3.1,-0.087,-9,0.023,-0.1
voise,6 May 2017,6 Jun 2017,31,352,5,saas,N/A,646,N/A,N/A,N/A,8695,6,23994,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
blockpool,01 May 2017,30 Jun 2017,60,328,12,other,10,N/A,N/A,N/A,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
amlt,11 Dec 2017,29 Jan 2018,49,115,12,blockchain,N/A,19042042,16000000,1,0.39,5045,1,N/A,-0.8,263017,-0.16,-1.29,-2.57,-1.82,0.101,9,-0.001,-0.06
peculium,21 Dec 2017,24 Jan 2018,34,120,5,fintech,52,9917634,2000000,1,0.01,N/A,3,16351,-0.58,69616,0,0.03,0.05,0.4,0.052,14.5,0.007,-0.025
mywish,25 Oct 2017,25 Nov 2017,31,180,2,other,8,2670000,2700000,0.99,0.23,2280,1,3934,0.35,305113,0.14,0.18,2.8,3.08,0.272,18.5,0.009,-0.015
sether,15 Jan 2018,15 Jan 2018,0,129,5,saas,14,28000000,N/A,N/A,3.9,6989,2,10941,-0.67,46969,-0.1,-0.05,-0.81,-0.42,-0.226,7,-0.009,-0.07
herocoin,14 Sep 2017,14 Oct 2017,30,222,5,other,7,2021034,16000000,0.13,0.03,1969,1,N/A,-0.32,852325,0.3,0.16,2.55,2.67,-0.52,13.5,0.026,-0.025
hush,02 May 2018,10 Jun 2018,39,-17,5,blockchain,12,N/A,N/A,0,0.82,598,2,781,-0.95,69,0.01,0.16,2.51,2.62,-0.129,5,0.032,-0.02
gatcoin,17 Dec 2017,5 Jan 2018,19,139,3,saas,17,14500000,14500000,1,0.2,4007,1,4359,-0.6,681451,-0.3,-0.23,-3.69,-3.21,0.005,19.5,-0.015,-0.085
parkgene,15 Jan 2018,19 Mar 2018,63,66,7,fintech,5,24335000,35000000,0.7,0.1,7283,4,777,-0.87,58791,-0.49,-0.85,-1.7,-1.13,-1.381,-1.5,-0.022,-0.085
digipulse,1 Oct 2017,31 Oct 2017,30,205,5,other,6,N/A,N/A,N/A,1.21,25728,2,6234,-0.12,4092,0.12,0.24,3.77,3.96,-0.144,6,0.018,-0.06
eboost,13 Sep 2016,25 Oct 2016,42,576,12,other,N/A,N/A,N/A,N/A,0.2,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
1world,5 Oct 2017,6 Nov 2017,32,199,1,blockchain,66,5000000,N/A,N/A,1.2,7099,1,7436,-0.66,357311,-0.08,-0.01,-0.12,0.24,-0.267,13.5,-0.004,-0.035
blockcat,15 Jul 2017,14 Aug 2017,30,283,1,saas,7,6284400,5000000,1,1,N/A,1,7854,0.08,28777,0.19,0.06,0.96,1.26,-0.19,7.5,0.007,-0.055
upfiring,3 Oct 2017,31 Oct 2017,28,205,12,saas,N/A,25848,N/A,N/A,0.05,N/A,1,N/A,7.38,362421,-0.26,0.21,3.33,3.5,-0.28,19.5,0.018,0.065
real,31 Aug 2017,30 Sep 2017,30,236,7,real estate,4,10604571,33000000,0.32,1.38,2059,7,4514,-0.27,13785,0,-0.02,-0.34,-0.02,0.083,-55.5,0.016,-0.065
vezt,4 Nov 2017,3 Dec 2017,29,172,1,entertainment,19,1378806,15000000,0.09,0.5,2849,1,5373,5.32,2379180,-0.14,-0.13,-2.04,-1.76,-0.558,-21.5,-0.012,-0.065
