coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
universa,27 Oct 2017,27 Nov 2017,31.0,170.0,2,saas,25,28559233.0,99000000.0,0.29,0.01,14369,0,1134,4.16,763454,-0.49,-0.13,-1.99,-1.99,-0.302,-7.0,-0.009,-0.019
medicalchain,1 Feb 2018,1 Feb 2018,0.0,104.0,4,insurance services,10,23991953.0,24000000.0,1.0,0.25,27573,0,15838,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinpoker,19 Jan 2018,26 Jan 2018,7.0,110.0,12,entertainment,15,52712179.0,N/A,N/A,0.29,4210,0,4924,-0.66,350963,-0.38,-0.01,-0.18,-0.18,-0.604,-8.0,0.009,0.068
stk,31 Jan 2018,14 Feb 2018,14.0,91.0,1,blockchain,16,17000000.0,N/A,N/A,0.1,7475,0,10136,1.52,12919500,-0.23,-0.23,-3.68,-3.68,-0.283,1.0,-0.005,0.014
bloom,30 Nov 2017,1 Jan 2018,32.0,135.0,1,saas,10,41420705.0,80500000.0,0.51,1.16,14018,0,435,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cobinhood,13 Sep 2017,22 Oct 2017,39.0,206.0,12,blockchain,5,13078406.0,25000000.0,0.52,0.05,12120,0,44221,0.03,41446,0.22,0.25,3.91,3.91,0.159,-0.5,0.014,0.002
datawallet,5 Feb 2018,7 Mar 2018,30.0,70.0,1,other,13,39436870.0,40000000.0,0.99,0.18,6369,0,5556,-0.23,122971,-0.14,-0.14,-2.24,-2.24,0.301,-2.0,0.002,0.023
legolas exchange,1 Feb 2018,15 Feb 2018,14.0,90.0,5,blockchain,7,18856000.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
firstblood,25 Sep 2016,26 Sep 2016,1.0,597.0,1,blockchain,13,5500000.0,N/A,N/A,0.08,12,0,32415,0.99,1255030,-0.2,-0.23,-3.61,-3.61,0.131,7.5,0.009,0.0
cofound.it,07 Jun 2017,31 May 2017,-7.0,350.0,5,fintech,9,14820030.0,12500000.0,1.0,0.12,1084,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
humaniq,6 Apr 2017,27 Apr 2017,21.0,384.0,4,saas,19,5163000.0,N/A,N/A,0.04,N/A,0,30684,0.77,420384,0.19,0.13,2.0,2.0,0.033,-1.0,0.01,-0.012
bankex,28 Nov 2017,28 Dec 2017,30.0,139.0,1,fintech,9,70600000.0,140000.0,1.0,1.48,6384,0,7693,0.92,371912,-0.43,-0.22,-3.5,-3.5,-0.102,5.0,-0.012,-0.005
odem,17 Feb 2018,18 Mar 2018,29.0,59.0,6,social services,12,4000000.0,N/A,N/A,N/A,N/A,0,3207,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
propy,15 Aug 2017,15 Sep 2017,31.0,243.0,1,real estate,11,15000000.0,N/A,N/A,1.0,N/A,0,N/A,-0.25,26854,-0.1,-0.03,-0.52,-0.52,-0.047,1.5,0.012,-0.015
coss,8 Aug 2017,6 Sep 2017,29.0,252.0,7,saas,24,2500000.0,N/A,N/A,0.02,N/A,0,200,1.28,116130,0.39,0.12,1.9,1.9,0.08,-4.0,0.018,-0.021
suncontract,28 Jun 2017,1 Aug 2017,34.0,288.0,5,energy,31,100000.0,N/A,N/A,0.02,2,0,14536,1.13,35660,0.05,0.14,2.3,2.3,0.086,0.0,0.017,0.0
adtoken,26 Jun 2017,26 Jun 2017,0.0,324.0,12,saas,N/A,10000000.0,N/A,N/A,0.01,N/A,0,6563,5.52,334,-0.07,0.05,0.87,0.87,-0.243,-1.5,0.008,-0.027
stox,2 Aug 2017,4 Aug 2017,2.0,285.0,7,fintech,20,148000.0,N/A,N/A,1.86,8516,0,13540,-0.35,1294120,0.4,0.04,0.7,0.7,-0.094,4.0,0.003,0.039
synereo,18 Sep 2016,18 Oct 2016,30.0,575.0,12,saas,0,4700000.0,N/A,N/A,0.19,N/A,0,26867,-0.99,241,0.23,0.24,3.83,3.83,-0.1,0.5,0.014,-0.018
zeepin,17 Jan 2018,17 Jan 2018,0.0,119.0,12,blockchain,N/A,26250000.0,62600000.0,0.42,0.13,21092,0,N/A,0.51,14383200,-0.01,-0.1,-1.55,-1.55,-0.198,-8.5,-0.001,-0.023
everex,24 Jul 2017,31 Aug 2017,38.0,258.0,7,fintech,9,25840000.0,26000000.0,0.99,2.1,4790,0,14015,-0.09,1389230,0.12,0.04,0.62,0.62,0.107,-2.0,0.007,-0.017
agrello,16 Jul 2017,17 Aug 2017,32.0,272.0,5,saas,13,30100000.0,4.0,1.0,0.43,4813,0,14787,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
karma,29 Nov 2017,15 Dec 2017,16.0,152.0,2,fintech,15,1000000.0,10000000.0,0.1,0.01,1218,0,4163,5.91,150439,-0.01,-0.17,-2.67,-2.67,-0.429,4.5,-0.006,-0.002
monetha,31 Aug 2017,31 Aug 2017,0.0,258.0,5,fintech,11,35910000.0,35900000.0,1.0,0.16,4663,0,18960,0.78,2743890,-0.15,-0.11,-1.76,-1.76,-0.17,-1.5,0.004,-0.024
mothership,7 Jul 2017,21 Jul 2017,14.0,299.0,5,saas,10,5408000.0,N/A,N/A,0.04,N/A,0,485,0.01,88727,0.49,0.24,3.74,3.74,-0.059,-2.0,0.01,-0.031
uptoken,16 Oct 2017,15 Dec 2017,60.0,152.0,1,fintech,9,18934021.0,35000000.0,0.54,0.1,6,0,3004,2.02,21597500,-0.43,-3.39,-6.78,-6.78,0.947,2.0,-0.01,-0.022
sharder,22 Feb 2018,22 Mar 2018,28.0,55.0,12,other,N/A,N/A,N/A,N/A,N/A,10841,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blocktix,7 Jul 2017,25 Jul 2017,18.0,295.0,5,entertainment,7,750000.0,7500000.0,0.1,0.24,N/A,0,5975,-0.17,11878,0.29,0.07,1.17,1.17,0.048,-0.5,0.021,-0.015
matchpool,2 Apr 2017,4 Apr 2017,2.0,407.0,12,saas,7,5800000.0,N/A,N/A,0.1,2244,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dmarket,14 Nov 2017,01 Dec 2017,17.0,166.0,2,entertainment,4,19026768.0,53300000.0,0.36,0.63,3461,0,7265,0.54,18992,-0.03,0.06,1.02,1.02,0.139,5.5,0.011,-0.024
selfkey,14 Jan 2018,14 Jan 2018,0.0,122.0,7,fintech,48,21776392.0,21800000.0,1.0,0.01,11580,0,N/A,5.65,31248100,-0.52,-0.26,-4.06,-4.06,-0.272,-2.5,-0.013,-0.014
wetrust,2 Mar 2017,14 Apr 2017,43.0,397.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,0,10,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
carvertical,26 Dec 2017,4 Apr 2018,99.0,42.0,5,saas,20,19911150.0,19900000.0,1.0,0.01,13597,0,N/A,0.46,451064,-0.05,-0.07,-1.18,-1.18,-0.752,-14.5,-0.007,-0.003
dadi,29 Jan 2018,29 Jan 2018,0.0,107.0,4,fintech,15,29000000.0,29000000.0,1.0,0.5,22772,0,27893,-0.11,2381560,-0.21,-0.05,-0.8,-0.8,0.044,0.5,-0.005,-0.009
dimcoin,1 Jul 2017,27 Aug 2017,57.0,262.0,11,fintech,20,14005746.0,13500000.0,1.0,0.01,3037,0,N/A,23.56,1409400,-0.49,-0.22,-3.44,-3.44,0.125,-12.0,-0.005,-0.022
indahash,29 Nov 2017,20 Dec 2017,21.0,147.0,5,saas,15,42715825.0,67000000.0,0.64,0.21,11960,0,9941,1.93,3113160,-0.2,-0.11,-1.73,-1.73,-0.338,-1.5,-0.009,0.016
te-food,22 Feb 2018,22 Mar 2018,28.0,55.0,6,fintech,19,19089273.0,19100000.0,1.0,0.05,10822,0,9989,-0.45,302268,-0.04,0.09,1.4,1.4,-0.24,-8.0,0.009,-0.002
peerplays,26 Feb 2017,14 May 2017,77.0,367.0,1,entertainment,7,5000000.0,N/A,N/A,4.6,1412,0,4710,1.45,10275,0.25,0.07,1.13,1.13,-0.139,-6.0,0.009,-0.001
blockport,31 Jan 2018,27 Jan 2018,-4.0,109.0,12,fintech,N/A,2000.0,15000000.0,0.0,0.35,26777,0,N/A,0.25,1024180,-0.0,0.07,1.04,1.04,-0.208,-4.5,0.005,-0.014
aphelion,15 Nov 2017,7 Dec 2017,22.0,160.0,12,fintech,12,4780661.0,6700000.0,0.71,0.2,14173,0,14277,0.46,63598,1.29,2.24,4.48,4.48,-0.547,-11.0,0.06,0.087
blackmoon,12 Sep 2017,12 Oct 2017,30.0,216.0,12,blockchain,14,30000000.0,30000000.0,1.0,1.0,3566,0,6468,-0.16,592273,0.01,-0.11,-1.71,-1.71,-0.08,3.5,0.005,-0.002
polyswarm,20 Feb 2018,22 Mar 2018,30.0,55.0,1,saas,7,25930000.0,50000000.0,0.52,0.02,7871,0,16,-0.71,25413,0.41,3.28,6.56,6.56,-0.067,-1.5,0.029,0.002
cappasity,22 Feb 2018,22 Mar 2018,28.0,55.0,1,saas,5,5100000.0,20000000.0,0.26,0.15,60784,0,8758,-0.78,887638,0.12,0.17,2.68,2.68,0.475,-3.0,0.016,-0.038
covesting,24 Nov 2017,15 Jan 2018,52.0,121.0,7,saas,12,18750000.0,18800000.0,1.0,1.44,8969,0,10197,1.15,328108,-0.21,-0.12,-1.95,-1.95,-0.247,0.0,-0.005,-0.018
incent,1 Sep 2016,1 Sep 2016,0.0,622.0,9,blockchain,7,1000000.0,N/A,N/A,0.1,N/A,0,13292,-0.92,43,0.22,0.14,2.19,2.19,-0.034,-2.0,0.032,0.0
aeron,19 Sep 2017,30 Oct 2017,41.0,198.0,10,transportation,11,4897723.0,30000000.0,0.16,0.5,20001,0,30235,-0.19,8757,0.13,0.16,2.58,2.58,0.13,-2.5,0.031,-0.036
axpire,8 Jan 2018,12 Jan 2018,4.0,124.0,1,other,15,20000000.0,20000000.0,1.0,0.1,8038,0,6380,0.32,292608,-0.23,-0.15,-2.36,-2.36,-0.637,-6.0,-0.005,0.001
hacken,31 Oct 2017,30 Nov 2017,30.0,167.0,2,blockchain,8,70000002.0,N/A,N/A,1.0,1958,0,8678,5.77,320959,0.16,0.07,1.05,1.05,0.13,-4.0,0.011,-0.001
bitclave,29 Nov 2017,29 Nov 2017,0.0,168.0,1,saas,19,25547000.0,25500000.0,1.0,0.1,11069,0,22728,0.5,957302,0.12,-0.01,-0.23,-0.23,0.001,-3.0,-0.002,-0.014
latoken,22 Aug 2017,10 Oct 2017,49.0,218.0,7,fintech,35,18880673.0,40000000.0,0.47,0.42,5505,0,7911,-0.33,163778,-0.05,0.11,1.73,1.73,-0.051,1.0,0.007,-0.009
envion,15 Dec 2017,14 Jan 2018,30.0,122.0,6,blockchain,12,100000000.0,105.0,1.0,0.7,22769,0,21582,0.38,168394,-0.22,-0.13,-2.0,-2.0,-0.301,-10.5,-0.014,-0.055
polybius,31 May 2017,30 Jun 2017,30.0,320.0,5,fintech,11,62956169.0,100000000.0,0.63,10.0,3599,0,9,-0.19,506294,-0.02,0.07,1.03,1.03,-0.362,-3.0,0.006,-0.004
rentberry,5 Dec 2017,28 Feb 2018,85.0,77.0,7,real estate,25,27500000.0,30000000.0,0.92,0.35,15220,0,20741,-0.81,294933,0.23,1.86,3.71,3.71,-0.473,-3.5,0.021,-0.032
matryx,13 Sep 2017,12 Oct 2017,29.0,216.0,1,saas,15,1984347.0,9000000.0,0.22,0.29,1570,0,110,1.5,1031,0.21,0.11,1.8,1.8,-0.218,-20.0,0.025,-0.019
divi,25 Oct 2017,21 Nov 2017,27.0,176.0,12,other,15,2592000.0,2000000.0,1.0,0.62,2074,0,N/A,0.36,56068,0.17,0.24,3.82,3.82,-0.208,-3.0,0.016,-0.016
sureremit,10 Jan 2018,10 Feb 2018,31.0,95.0,1,saas,11,10000000.0,10.0,1.0,0.02,2046,0,4401,0.83,35294,-0.22,0.02,0.31,0.31,-0.561,-8.5,0.006,-0.025
domraider,12 Sep 2017,9 Oct 2017,27.0,219.0,5,saas,33,67200000.0,67200000.0,1.0,0.12,359,0,154,-0.46,13888,0.02,0.09,1.36,1.36,-0.045,-1.5,0.008,0.007
zap,21 Oct 2017,20 Nov 2017,30.0,177.0,7,blockchain,23,2827944.0,32200000.0,0.09,0.19,N/A,0,N/A,4.06,899137,-0.1,-0.06,-1.01,-1.01,-0.319,1.5,-0.007,-0.014
maecenas,7 Sep 2017,8 Oct 2017,31.0,220.0,4,saas,8,15375432.0,18900000.0,0.81,0.66,916,0,2227,-0.3,11868,0.09,0.17,2.68,2.68,-0.22,21.0,0.025,0.042
swissborg,7 Dec 2017,10 Jan 2018,34.0,126.0,6,blockchain,13,50000000.0,50000000.0,1.0,0.1,4781,0,11221,0.03,115322,-0.35,-0.18,-2.92,-2.92,-0.222,-4.0,-0.01,-0.016
docademic,29 Jan 2018,15 Apr 2018,76.0,31.0,10,insurance services,11,1100000.0,N/A,N/A,0.02,6476,0,5592,0.18,716822,1.51,2.62,5.24,5.24,9.203,0.625,0.278,0.166
quantum,15 Apr 2017,15 May 2017,30.0,366.0,5,blockchain,5,4122700.0,N/A,N/A,N/A,N/A,0,9555,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cashaa,6 Nov 2017,6 Dec 2017,30.0,161.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7646,0,388,0.18,34753,-0.23,-0.13,-2.14,-1.97,0.144,0.875,-0.01,-0.001
smartlands,2 Nov 2017,20 Nov 2017,18.0,177.0,12,fintech,11,1753698.0,25000000.0,0.07,0.5,1675,0,1953,-0.61,102013,0.24,0.16,2.52,2.56,0.205,-13.625,0.056,-0.026
patientory,31 May 2017,3 Jun 2017,3.0,347.0,1,saas,6,7200000.0,N/A,N/A,0.1,N/A,0,N/A,6.16,3256,0.08,0.09,1.41,1.48,-0.05,-1.875,0.009,-0.009
etheroll,13 Feb 2017,27 Feb 2017,14.0,443.0,12,other,N/A,363497.0,N/A,N/A,0.07,N/A,0,2141,15.86,33962,0.21,0.13,2.02,2.02,-5.054,-5.25,2.699,-0.013
bitdegree,1 Dec 2017,29 Dec 2017,28.0,138.0,5,social services,22,22127834.0,21600000.0,1.0,0.07,17445,0,20315,6.67,693702,-0.2,0.05,0.79,0.82,-1.024,8.375,0.014,0.004
paragon,15 Sep 2017,15 Oct 2017,30.0,213.0,1,other,12,6000000.0,100000000.0,0.06,1.0,3927,0,N/A,-0.35,284896,-0.16,0.01,0.14,0.23,-0.185,-7.75,0.001,-0.018
icos,15 Aug 2017,15 Sep 2017,31.0,243.0,2,blockchain,23,14945000.0,N/A,N/A,29.1,1842,0,4934,0.58,15683,0.1,0.05,0.76,0.89,-0.183,-21.375,0.003,-0.054
auctus,10 Apr 2018,20 Apr 2018,10.0,26.0,12,blockchain,12,3865575.0,3900000.0,0.99,0.26,8953,0,9785,1.84,1413630,0.16,1.29,2.59,2.73,0.288,-6.5,0.013,-0.035
insights network,28 Jan 2018,14 Feb 2018,17.0,91.0,7,blockchain,4,17400000.0,16000000.0,1.0,N/A,21763,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
live stars,15 Jan 2018,15 Feb 2018,31.0,90.0,5,saas,6,2518564.0,5000000.0,0.5,N/A,2768,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lendingblock,15 Apr 2018,22 Apr 2018,7.0,24.0,4,blockchain,6,10000000.0,10000000.0,1.0,0.02,8101,0,5897,0.55,458040,-0.57,-0.99,-1.98,-1.79,-0.229,-14.5,-0.012,-0.045
bounty0x,1 Dec 2017,15 Dec 2017,14.0,152.0,12,saas,8,1602927.0,1500000.0,1.0,0.02,6250,0,14147,2.8,1059090,0.37,0.13,2.06,2.12,0.711,-5.75,0.018,-0.038
coinfi,8 Feb 2018,18 Feb 2018,10.0,87.0,3,saas,15,15000000.0,15.0,1.0,0.1,19969,0,4955,2.58,21603900,-0.18,-0.16,-2.59,-2.44,-0.225,1.375,-0.006,-0.016
devery,18 Jan 2018,19 Jan 2018,1.0,117.0,12,ecommerce,6,10000000.0,10000000.0,1.0,0.17,5419,0,2816,0.95,862413,-0.27,-0.13,-2.03,-1.9,0.386,-12.0,0.006,-0.05
srcoin,1 Mar 2018,31 Mar 2018,30.0,46.0,12,insurance services,11,4000000.0,N/A,N/A,0.01,1264,0,981,-0.51,132146,0.04,0.31,0.63,0.67,-3.807,-185.25,0.016,-0.093
locktrip,29 Oct 2017,30 Nov 2017,32.0,167.0,5,other,20,4000000.0,N/A,N/A,0.55,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
leadcoin,1 Mar 2018,11 Mar 2018,10.0,66.0,7,fintech,17,50000000.0,50000000.0,1.0,0.08,11433,0,1289,0.49,6963540,-0.02,-0.0,-0.0,0.07,-0.243,-8.0,-0.002,-0.03
hubii network,17 Aug 2017,31 Aug 2017,14.0,258.0,7,telecommunications,13,65000002.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
encrypgen,1 Jun 2017,18 Jul 2017,47.0,302.0,1,saas,7,1000000.0,N/A,N/A,0.02,N/A,0,4639,1.89,22870,0.44,0.24,3.78,3.83,-0.129,-7.0,0.029,-0.05
cargox,23 Jan 2018,4 Mar 2018,40.0,73.0,5,fintech,10,700000.0,7000000.0,0.1,0.1,5852,0,4132,1.06,1317180,-0.06,-0.17,-2.62,-2.46,-0.242,-4.5,-0.004,-0.015
dovu,3 Oct 2017,17 Oct 2017,14.0,211.0,4,saas,6,6644682.0,28400000.0,0.23,0.11,99,0,N/A,-0.17,106502,0.09,0.14,2.24,2.3,0.307,10.25,0.016,0.023
snovio,30 Oct 2017,30 Nov 2017,31.0,167.0,2,fintech,13,2129106.0,10000000.0,0.21,0.01,20409,0,10542,-0.73,12041,0.48,0.23,3.71,3.76,0.026,-0.25,0.037,-0.022
connectjob,12 Feb 2018,30 Apr 2018,77.0,16.0,7,saas,24,10437623.0,12.0,1.0,0.03,7964,0,6555,2.3,173329,0.33,0.57,1.13,1.36,0.347,4.0,0.01,0.01
rivetz,10 Aug 2017,10 Sep 2017,31.0,248.0,1,saas,16,18653920.0,20000000.0,0.93,0.88,N/A,0,9716,-0.44,31436,-0.0,-0.04,-0.59,-0.45,0.006,-4.375,0.007,0.006
aditus,30 Nov 2017,19 Dec 2017,19.0,148.0,7,saas,15,7100193.0,22500000.0,0.32,0.05,14066,0,N/A,-0.73,300285,0.4,3.16,6.32,6.41,-0.092,28.625,0.06,0.166
atbcoin,15 Jul 2017,13 Sep 2017,60.0,245.0,12,other,N/A,50000000.0,N/A,N/A,N/A,2186,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
remme,13 Feb 2018,22 Feb 2018,9.0,83.0,12,saas,20,17544101.0,17500000.0,1.0,0.04,16902,0,5516,-0.21,587552,-0.34,-0.0,-0.05,0.14,0.027,-0.125,-0.004,-0.041
b2bx,2 Oct 2017,17 Nov 2017,46.0,180.0,2,saas,22,8078602.0,29500000.0,0.27,0.74,1976,0,3955,1.38,144393,-0.29,0.02,0.3,0.39,-0.269,-2.875,0.014,0.021
leverj,7 Nov 2017,7 Dec 2017,30.0,160.0,12,saas,6,13049080.0,51000000.0,0.26,0.15,3737,0,5044,0.82,47085,-0.14,-0.14,-2.28,-2.15,-0.047,16.125,-0.002,0.041
chronobank,15 Dec 2016,15 Feb 2017,62.0,455.0,2,saas,1,5412000.0,N/A,N/A,10.0,N/A,0,20137,-0.06,42133,-0.26,0.03,0.44,0.6,-0.117,-1.5,0.005,-0.015
aventus,6 Sep 2017,6 Sep 2017,0.0,252.0,4,entertainment,7,18780000.0,18800000.0,1.0,3.4,254,0,N/A,0.29,950718,-0.32,-0.01,-0.18,-0.06,0.087,-7.375,0.002,-0.024
worldcore,14 Oct 2017,15 Dec 2017,62.0,152.0,5,saas,14,25000000.0,100.0,1.0,0.1,3015,0,N/A,0.15,151573,0.41,0.14,2.23,2.33,0.064,6.875,0.005,-0.031
flixxo,24 Oct 2017,24 Nov 2017,31.0,173.0,10,saas,5,4731021.0,12000000.0,0.39,0.09,3739,0,6198,0.28,106293,-0.04,0.17,2.66,2.73,0.072,-10.75,0.012,-0.038
sportyco,21 Nov 2017,8 Dec 2017,17.0,159.0,5,fintech,19,5087896.0,16000000.0,0.32,0.12,12695,0,9038,0.81,31692,0.0,0.07,1.16,1.28,0.101,-4.5,0.004,-0.045
golos,30 Oct 2016,02 Dec 2016,33.0,530.0,12,telecommunications,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
adbank,15 Dec 2017,14 Jan 2018,30.0,122.0,1,saas,5,13962900.0,14000000.0,1.0,0.05,5200,0,4531,-0.17,1033600,-0.14,-0.15,-2.44,-2.27,-0.347,6.125,-0.003,-0.009
insurepal,16 Jan 2018,16 Jan 2018,0.0,120.0,5,saas,24,18000000.0,18000000.0,1.0,0.1,6571,0,11095,2.18,2442080,-0.2,-0.24,-3.87,-3.68,-0.243,-6.5,-0.014,-0.025
commerceblock,28 Nov 2017,19 Dec 2017,21.0,148.0,4,fintech,7,8820470.0,25000000.0,0.35,0.06,1749,0,259,-0.34,85105,0.17,1.32,2.64,2.76,-1.287,-0.625,0.031,0.034
playkey,1 Nov 2017,1 Dec 2017,30.0,166.0,2,entertainment,16,10340000.0,104.0,1.0,1.73,7665,0,7164,-0.68,9317,0.43,0.13,2.14,2.22,-0.217,6.0,0.011,-0.02
mysterium,30 May 2017,30 May 2017,0.0,351.0,1,saas,8,13325693.0,N/A,N/A,0.89,2662,0,11998,1.46,1632900,-0.13,0.03,0.43,0.55,-0.269,3.5,0.003,-0.015
jet8,28 Feb 2018,14 Mar 2018,14.0,63.0,7,telecommunications,51,32700000.0,36000000.0,0.91,0.1,34523,0,2092,-0.69,871036,-0.47,-0.03,-0.4,-0.26,0.471,-6.0,0.003,0.03
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,986.0,6,blockchain,7,205103.0,N/A,N/A,0.02,N/A,0,6111,-0.13,5586,-0.06,0.09,1.43,1.63,-0.068,0.625,0.008,-0.014
graft,18 Jan 2018,18 Feb 2018,31.0,87.0,1,blockchain,15,3000000.0,25000000.0,0.12,N/A,5003,0,2297,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
adhive,28 Feb 2018,14 Mar 2018,14.0,63.0,5,entertainment,17,17491749.0,17500000.0,1.0,0.17,16893,0,5144,-0.67,772548,0.12,0.93,1.86,1.99,-1.776,4.0,0.02,0.02
payfair,1 Nov 2017,30 Nov 2017,29.0,167.0,2,saas,6,18291.0,N/A,N/A,N/A,2606,0,2342,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
airtoken,19 Sep 2017,19 Oct 2017,30.0,209.0,1,telecommunications,14,15000000.0,15000000.0,1.0,0.02,813,0,5274,-0.31,303295,-0.25,0.02,0.38,0.51,0.023,-8.5,0.003,-0.055
spectiv,8 Dec 2017,31 Dec 2017,23.0,136.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3305,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hellogold,28 Aug 2017,2 Oct 2017,35.0,226.0,12,saas,19,32000.0,N/A,N/A,0.05,1474,0,1981,-0.52,28580,-0.0,0.14,2.29,2.35,-0.133,-10.75,0.026,-0.017
alis,1 Sep 2017,1 Oct 2017,30.0,227.0,8,saas,5,3705000.0,35600000.0,0.1,0.1,N/A,0,1755,1.12,337890,0.2,0.18,2.92,3.01,-0.099,-15.125,0.01,-0.051
investfeed,23 Jul 2017,7 Aug 2017,15.0,282.0,1,saas,11,3400000.0,N/A,N/A,0.02,N/A,0,N/A,1.68,78892,0.1,0.1,1.55,1.65,-0.321,-7.25,0.01,-0.043
cryptoping,25 May 2017,24 Jun 2017,30.0,326.0,12,saas,0,2742420.0,N/A,N/A,0.28,2,0,10476,0.42,407237,-0.19,0.03,0.48,0.61,-0.099,10.0,0.017,0.03
bitdice,15 Aug 2017,15 Sep 2017,31.0,243.0,10,other,1,8748793.0,25000000.0,0.35,0.09,729,0,3528,0.66,60084,0.1,0.18,2.83,3.01,-0.18,10.25,0.006,0.013
clearcoin,16 Nov 2017,31 Mar 2018,135.0,46.0,1,other,17,N/A,N/A,N/A,0.01,26113,0,N/A,0.55,93524,0.07,0.54,1.08,1.22,0.485,5.25,-0.007,-0.007
viuly,1 Nov 2017,15 Nov 2017,14.0,182.0,5,entertainment,3,N/A,30000000.0,N/A,0.17,6768,0,6321,-0.97,14913,0.32,0.25,4.03,4.07,0.106,-2.5,0.036,-0.015
gatcoin,17 Dec 2017,5 Jan 2018,19.0,131.0,3,saas,17,14500000.0,14500000.0,1.0,0.03,4020,0,4412,1.64,681451,-0.3,-0.23,-3.69,-3.53,-0.017,-8.875,-0.011,-0.029
eroscoin,11 Oct 2017,15 Nov 2017,35.0,182.0,12,other,7,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tokes,2 Dec 2016,16 Jan 2017,45.0,485.0,1,blockchain,3,N/A,N/A,N/A,N/A,N/A,0,8547,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
clearpoll,2 Oct 2017,26 Oct 2017,24.0,202.0,9,saas,9,N/A,1500000.0,N/A,0.15,863,0,119981,1.9,94539,-0.13,0.19,3.04,3.12,-0.134,-0.625,0.016,-0.016
publica,1 Nov 2017,16 Nov 2017,15.0,181.0,1,saas,21,1046210.0,1000000.0,1.0,0.1,2406,0,2232,1.55,1317120,-0.07,0.18,2.82,2.89,-0.043,-10.5,0.013,-0.035
sether,15 Jan 2018,15 Jan 2018,0.0,121.0,5,saas,14,24307000.0,N/A,N/A,3.9,7059,0,11140,-0.67,46969,-0.1,-0.05,-0.81,-0.68,-0.281,1.25,-0.005,0.012
fidentiax,6 Nov 2017,5 Dec 2017,29.0,162.0,7,saas,8,1566283.0,2900000.0,0.54,0.03,2510,0,3948,8.27,77268,0.26,0.07,1.06,1.13,-0.239,6.5,0.004,-0.015
dether,07 Feb 2018,07 Mar 2018,28.0,70.0,5,saas,8,13445000.0,13400000.0,1.0,0.23,7022,0,1261,-0.34,40103,-0.32,-0.11,-1.69,-1.55,0.568,3.75,0.005,0.008
hoqu,27 Nov 2017,26 Feb 2018,91.0,79.0,4,fintech,5,18782400.0,33200000.0,0.57,0.22,15099,0,6194,-0.66,29097,-0.15,-0.04,-0.63,-0.46,0.071,-4.125,-0.008,-0.031
cryptopay,2 Oct 2017,30 Oct 2017,28.0,198.0,4,blockchain,3,18148220.0,64300000.0,0.28,0.31,N/A,0,8243,0.24,380453,0.1,0.07,1.04,1.11,-0.322,-9.875,0.007,0.001
