coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
pixie,1 Aug 2018,31 Oct 2018,91.0,23.0,7,fintech,4,N/A,N/A,N/A,0.0008,N/A,0,N/A,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
prosense,16 Nov 2017,16 Dec 2017,30.0,342.0,2,other,14,N/A,30000000.0,N/A,0.1,N/A,0,146,3.0,128.0,N/A,N/A,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
publiq,15 Nov 2017,15 Feb 2018,92.0,281.0,6,other,22,1253924.0,N/A,N/A,0.097,N/A,0,697,3.1,242.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smartrefer,18 Jan 2018,18 Mar 2018,59.0,250.0,1,other,3,N/A,400000.0,N/A,0.35,17,0,253,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
snbl,15 Mar 2018,30 Jun 2018,107.0,146.0,7,other,9,N/A,N/A,N/A,0.0087,54,0,99,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sola,27 Nov 2017,22 Dec 2017,25.0,336.0,5,telecommunications,10,2233700.0,4963778.0,0.45,0.1,3667,0,3192,1.2,81.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tigereum,8 Dec 2017,18 Dec 2017,10.0,340.0,4,other,8,N/A,12000000.0,N/A,0.798,N/A,0,1982,N/A,N/A,N/A,N/A,0.88,-0.81817,195263,0.289,0.144,2.285,2.272,0.69,7.205,0.03,0.031
trippki,2 Jul 2018,2 Aug 2018,31.0,113.0,7,other,10,N/A,3369575.0,N/A,0.1875,6221,0,5476,6.3,327.0,N/A,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vio,13 Jun 2018,22 Jun 2018,9.0,154.0,12,fintech,4,1200000.0,N/A,N/A,0.0649,3044,0,4590,N/A,N/A,Medium,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vu,1 Oct 2018,31 Oct 2018,30.0,23.0,1,other,15,N/A,N/A,N/A,0.0092,2306,0,9519,2.0,82.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
agrichain,21 Apr 2018,31 Jul 2018,101.0,115.0,9,other,5,4628898.0,N/A,N/A,0.075,2334,0,2059,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aigcoin,2 May 2018,11 Jul 2018,70.0,135.0,4,other,10,N/A,25000000.0,N/A,0.5,N/A,0,5525,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aston,11 Dec 2017,31 Dec 2017,20.0,327.0,7,other,5,N/A,N/A,N/A,0.4905,N/A,5,616,N/A,N/A,N/A,N/A,N/A,-0.65669,3449410,-0.245,-0.191,-3.035,-3.069,-0.274,-2.32,-0.01,-0.01
athena,12 Oct 2017,29 Nov 2017,48.0,359.0,5,other,11,N/A,N/A,N/A,0.535,429,0,1344,N/A,N/A,N/A,N/A,0.62,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
b2and,23 Apr 2018,22 May 2018,29.0,185.0,5,other,6,N/A,6408400.0,N/A,0.137,5681,0,247,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitesprit,1 Jul 2018,1 Aug 2018,31.0,114.0,4,other,6,N/A,21878205.0,N/A,0.15,N/A,0,4936,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitron,2 Mar 2018,2 Apr 2018,31.0,235.0,1,other,6,N/A,N/A,N/A,0.7,1900,0,158,1.0,55.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
certore,1 May 2018,30 Jun 2018,60.0,146.0,2,blockchain,5,N/A,45000000.0,N/A,0.526,N/A,0,627,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
chex,25 Aug 2017,24 Oct 2017,60.0,395.0,1,other,3,N/A,N/A,N/A,0.02,N/A,0,N/A,N/A,N/A,N/A,N/A,0.58,-0.4846,41874,-0.288,-2.288,-4.576,-4.705,-0.048,-0.402,-0.001,-0.0
coppay,30 Oct 2017,30 Nov 2017,31.0,358.0,2,other,9,N/A,N/A,N/A,0.024,572,0,337,2.0,102.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptoworld,3 Feb 2018,31 Mar 2018,56.0,237.0,7,gaming,7,6000000.0,25000000.0,0.24,0.0049,91,0,480,1.0,92.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cycloshieldcoin,8 Jan 2018,7 Feb 2018,30.0,289.0,4,other,16,N/A,N/A,N/A,0.0,870,0,171,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dagt,16 Mar 2018,30 Apr 2018,45.0,207.0,7,other,7,N/A,6261.0,N/A,0.6128,1621,0,1610,1.0,54.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
docnota,1 Apr 2018,30 Apr 2018,29.0,207.0,2,other,9,10000.0,125000.0,0.08,0.1382,27,0,1,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eroiy,1 Mar 2018,31 Mar 2018,30.0,237.0,10,other,5,N/A,N/A,1.0,0.12,N/A,0,502,3.0,141.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eticket4,5 Mar 2018,6 Apr 2018,32.0,231.0,7,other,2,1750000.0,5468750.0,0.32,0.384,1177,0,260,N/A,N/A,Low,Medium,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fic,27 Mar 2018,25 May 2018,59.0,182.0,12,other,27,4800000.0,16000000.0,0.3,0.17,6286,0,8024,N/A,N/A,N/A,N/A,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
foodcoin,12 Dec 2017,26 Dec 2017,14.0,332.0,6,other,7,8515210.0,N/A,N/A,0.0774,1050,1,1164,2.4,165.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gamex,9 Jan 2018,27 Jan 2018,18.0,300.0,4,other,1,N/A,N/A,N/A,0.25,955,0,2498,2.5,185.0,N/A,N/A,0.28,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
greenish,20 Jun 2018,10 Jul 2018,20.0,136.0,1,other,9,N/A,20000000.0,N/A,0.043,2709,0,1135,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
harbor,3 Jul 2018,2 Aug 2018,30.0,113.0,7,other,3,N/A,N/A,N/A,0.0194,N/A,0,3,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
incx,11 Jun 2018,11 Jul 2018,30.0,135.0,7,fintech,5,5131500.0,5131500.0,1.0,0.016,3245,0,15822,1.5,157.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mobee,15 May 2018,20 Jun 2018,36.0,156.0,12,other,9,N/A,N/A,N/A,4.63,5186,0,1408,2.0,89.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nucleus,1 Nov 2017,28 Jan 2018,88.0,299.0,1,blockchain,24,40000000.0,40000000.0,1.0,0.01,22816,0,62389,1.6,145.0,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
odeep,13 Jun 2018,23 Jul 2018,40.0,123.0,5,other,14,N/A,64000000.0,N/A,1.0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
realisto,25 Nov 2017,25 Dec 2017,30.0,333.0,5,other,10,1531146.0,N/A,N/A,2.4,N/A,0,607,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
remechain,25 Jan 2018,25 Feb 2018,31.0,271.0,5,ecommerce,10,N/A,19908000.0,N/A,2.5848,N/A,0,617,N/A,N/A,VeryLow,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
retn,7 Dec 2017,31 Mar 2018,114.0,237.0,7,other,6,N/A,N/A,N/A,0.328,N/A,0,9180,3.5,290.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sbinvestitions,1 Jul 2018,31 Aug 2018,61.0,84.0,2,other,7,N/A,1000000.0,N/A,0.052,26,0,4,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
scriptdrop,1 Nov 2017,14 Nov 2017,13.0,374.0,1,other,4,N/A,N/A,N/A,0.07,N/A,0,N/A,N/A,N/A,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sparklecoin,20 Sep 2017,21 Dec 2017,92.0,337.0,1,other,7,15000000.0,N/A,N/A,37.0,351,0,N/A,1.0,113.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
theworldnews,1 Mar 2018,17 Mar 2018,16.0,251.0,5,other,14,19542300.0,N/A,N/A,0.0118,N/A,0,2676,1.3,109.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tokenpay,7 Dec 2017,17 Jan 2018,41.0,310.0,7,blockchain,8,40948500.0,40948500.0,1.0,6.0,2256,1,26735,2.6,186.0,Medium,N/A,N/A,-0.66,1515520,0.431,0.159,2.529,2.506,-0.272,-1.1,0.005,0.005
vlb,12 Mar 2018,9 Apr 2018,28.0,228.0,5,fintech,10,1993188.0,11724635.0,0.17,0.611,2123,0,7739,1.0,117.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xred,1 Nov 2017,15 Dec 2017,44.0,343.0,4,other,4,N/A,N/A,N/A,1.0,58,0,1465,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
4new,1 Jun 2018,10 Aug 2018,70.0,105.0,4,energy,7,45000000.0,75000000.0,0.6,1.0,38,0,N/A,3.7,225.0,N/A,N/A,N/A,-0.93145,98443,-0.046,0.028,0.443,0.422,-0.018,1.323,0.0,0.0
arbitraging,15 Jan 2018,10 Apr 2018,85.0,227.0,7,other,7,6000000.0,N/A,N/A,0.8,8779,0,1700,5.0,457.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
astrcoin,6 Nov 2017,20 Jan 2018,75.0,307.0,3,other,11,N/A,N/A,N/A,36.65,N/A,0,691,N/A,N/A,N/A,N/A,0.44,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aunite,26 Mar 2018,22 Jul 2018,118.0,124.0,12,other,12,10690364.0,N/A,N/A,0.1,6570,0,N/A,2.0,117.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bico,20 Oct 2017,20 Dec 2017,61.0,338.0,5,other,4,N/A,47200.0,N/A,0.048,N/A,0,23,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
birc,30 Sep 2018,31 Oct 2018,31.0,23.0,3,other,9,1578002.0,31560040.0,0.05,0.0256,28779,0,N/A,2.6,142.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bytemine,23 Jul 2018,22 Aug 2018,30.0,93.0,7,blockchain,9,N/A,22968000.0,N/A,0.2088,90017,0,N/A,3.0,355.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cfun,18 Dec 2017,19 Dec 2017,1.0,339.0,7,other,6,15000000.0,15000000.0,1.0,0.03,4104,0,2901,N/A,N/A,N/A,N/A,0.76,2.50637,14156000,-0.17,-0.176,-2.793,-2.818,0.078,0.766,-0.01,-0.01
chubex,1 Jun 2018,31 Jul 2018,60.0,115.0,3,other,6,N/A,N/A,N/A,0.0763,358,0,18,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
currenexchange,18 May 2018,8 Jun 2018,21.0,168.0,4,other,3,7737.0,N/A,N/A,0.074,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
elcoin,8 Jan 2018,25 Aug 2018,229.0,90.0,5,other,3,N/A,30000000.0,N/A,1.0,1179,1,1758,2.0,101.0,N/A,N/A,0.64,-0.99555,11,-0.119,0.165,2.619,2.616,-937.636,-8708.944,35.299,35.231
engyo,1 Aug 2018,30 Sep 2018,60.0,54.0,5,other,10,N/A,183330.0,N/A,0.0046,356,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ethersport,26 Mar 2018,25 Jun 2018,91.0,151.0,4,other,4,40000.0,N/A,0.0,1.0,N/A,0,821,2.0,134.0,N/A,N/A,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
extrabit,15 Apr 2018,29 May 2018,44.0,178.0,4,other,4,N/A,37000000.0,N/A,0.5,1738,0,1002,N/A,N/A,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fluxorin,30 Jul 2018,31 Aug 2018,32.0,84.0,5,other,10,13142268.0,54759450.0,0.24,0.35,N/A,0,1174,N/A,N/A,Low,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gilgam,20 Jun 2017,20 Jul 2017,30.0,491.0,5,blockchain,8,160667.0,N/A,0.0,0.4527,562,1,1901,N/A,N/A,N/A,N/A,0.52,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gre,18 May 2018,24 May 2018,6.0,183.0,3,other,2,3858500.0,8769318.0,0.44,0.0058,21133,0,2004,2.0,112.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hiveway,1 Mar 2018,1 Apr 2018,31.0,236.0,5,other,13,N/A,N/A,N/A,0.0465,707,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
infliv,20 Aug 2018,1 Oct 2018,42.0,53.0,7,other,4,N/A,N/A,N/A,0.0722,37,0,18,3.6,5349.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kybernetwork,31 Aug 2017,15 Sep 2017,15.0,434.0,7,fintech,10,52000000.0,52000000.0,1.0,0.41,11432,0,91802,2.1,152.0,Medium,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
levelapp,30 Sep 2018,30 Oct 2018,30.0,24.0,5,other,4,N/A,4080000.0,N/A,0.0079,N/A,0,2545,2.0,143.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
like,15 Oct 2017,1 Dec 2017,47.0,357.0,12,other,6,N/A,45000000.0,N/A,1.0,N/A,0,443,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
minex,15 May 2017,13 Jun 2017,29.0,528.0,2,other,11,78985.0,N/A,N/A,6.1759,N/A,0,10774,1.3,106.0,N/A,N/A,0.62,-0.89027,8495,0.007,0.062,0.987,0.978,-0.225,0.604,0.018,0.018
mysterium,30 May 2017,30 May 2017,0.0,542.0,1,other,6,13325693.0,N/A,N/A,0.885,2605,1,11700,1.0,124.0,N/A,N/A,N/A,1.47458,1632900,-0.128,0.026,0.409,0.383,0.002,-0.023,-0.0,-0.0
nametoken,2 Aug 2017,30 Sep 2017,59.0,419.0,7,other,13,11890.0,N/A,N/A,1.0918,N/A,0,887,N/A,N/A,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
netterium,30 Apr 2018,30 Sep 2018,153.0,54.0,4,other,11,N/A,17400000.0,N/A,0.0232,N/A,0,479,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
omeno,28 Jun 2018,15 Aug 2018,48.0,100.0,10,other,5,1000000.0,10000000.0,0.1,10.0,416,0,134,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
playcoin,15 Feb 2018,24 Mar 2018,37.0,244.0,3,gaming,13,33000000.0,33000000.0,1.0,0.33,7889,0,N/A,2.0,85.0,Medium,N/A,N/A,-0.61697,1121320,0.086,0.143,2.265,2.221,0.289,1.079,-0.002,-0.002
prover,30 Jan 2018,31 Mar 2018,60.0,237.0,7,other,8,7260000.0,9945205.0,0.73,0.01,820,0,1864,3.0,277.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
qchain,24 Oct 2017,5 Dec 2017,42.0,353.0,1,saas,9,700000.0,17500000.0,0.04,0.078,798,0,2579,3.0,159.0,N/A,N/A,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ravelous,7 Feb 2018,7 Mar 2018,28.0,261.0,5,other,6,N/A,N/A,N/A,0.1981,859,0,6994,1.0,35.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
refugecoin,1 Apr 2018,31 Aug 2018,152.0,84.0,1,other,6,N/A,N/A,N/A,0.3796,N/A,0,2901,1.0,99.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
statercoin,14 Oct 2017,14 Nov 2017,31.0,374.0,5,other,10,N/A,7484.0,N/A,1.6448,90,0,N/A,N/A,N/A,N/A,N/A,0.52,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
successlife,15 Apr 2018,31 May 2018,46.0,176.0,7,other,23,8000000.0,26666667.0,0.3,0.8,8522,0,537,3.7,271.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
thrill,15 Sep 2018,15 Oct 2018,30.0,39.0,5,other,5,N/A,14717500.0,N/A,0.0203,N/A,0,25,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
touchtrader,15 May 2018,19 Jun 2018,35.0,157.0,7,other,7,N/A,19000000.0,N/A,0.0005,348,0,402,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
trustier,1 Jun 2018,1 Jul 2018,30.0,145.0,5,other,8,N/A,780000.0,N/A,0.039,1168,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
unikrn,22 Sep 2017,23 Oct 2017,31.0,396.0,1,other,9,28633875.0,N/A,N/A,0.3342,N/A,0,20254,1.8,125.0,N/A,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vector,8 Dec 2017,31 Dec 2017,23.0,327.0,12,other,14,N/A,N/A,N/A,3.0,31,0,332,N/A,N/A,N/A,N/A,N/A,-0.9999,263,0.169,0.117,1.862,1.857,2.573,2.215,0.125,0.023
wallchain,10 Jul 2018,30 Jul 2018,20.0,116.0,4,other,8,1000000.0,9090909.0,0.11,1.0,984,0,210,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldcore,14 Oct 2017,15 Dec 2017,62.0,343.0,5,fintech,14,25000000.0,100000000.0,0.25,0.1,2890,3,8498,3.0,223.0,Medium,VeryHigh,0.92,0.14584,151573,0.405,0.136,2.157,2.136,0.037,0.521,-0.002,-0.002
xchainge,5 Dec 2017,30 Dec 2017,25.0,328.0,2,other,11,N/A,737000000.0,N/A,36.85,209,0,560,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xunilair,1 Oct 2018,1 Nov 2018,31.0,22.0,3,other,4,N/A,2692000.0,N/A,0.0231,2345,0,N/A,1.0,166.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
0x,15 Aug 2017,15 Sep 2017,31.0,434.0,1,blockchain,6,24000000.0,24000000.0,1.0,0.07,N/A,0,142593,2.0,134.0,N/A,N/A,0.74,2.2057,5232600,0.233,0.128,2.036,2.015,-0.224,-0.978,0.008,0.005
1kcoin,1 Mar 2018,30 Apr 2018,60.0,207.0,5,other,8,N/A,N/A,N/A,3.0,368,0,36,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ankorus,25 Nov 2017,25 Dec 2017,30.0,333.0,4,other,5,N/A,N/A,N/A,1.75,N/A,0,N/A,N/A,N/A,N/A,N/A,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arker,10 Nov 2017,30 Dec 2017,50.0,328.0,5,other,5,65600.0,N/A,N/A,0.0187,389,0,366,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arrm,16 Nov 2017,18 Dec 2017,32.0,340.0,2,other,16,N/A,800.0,N/A,0.08,N/A,0,24,2.0,84.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atrix,25 Nov 2017,20 Dec 2017,25.0,338.0,5,other,7,N/A,N/A,N/A,2.0,N/A,0,86,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bactoalarm,14 Dec 2017,23 Dec 2017,9.0,335.0,6,other,9,N/A,N/A,N/A,25.52,N/A,0,440,N/A,N/A,N/A,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bancor,12 Jun 2017,12 Jun 2017,0.0,529.0,12,blockchain,12,15300000.0,N/A,N/A,3.92,7198,1,945,2.1,168.0,N/A,N/A,0.72,4.09694,16871,-0.158,-0.06,-0.946,-0.972,0.011,-0.209,-0.002,-0.001
bdaq,1 Oct 2018,31 Oct 2018,30.0,23.0,6,other,14,N/A,25000000.0,N/A,0.0462,N/A,0,59,2.0,172.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
beankh,15 Jun 2018,14 Oct 2018,121.0,40.0,5,other,6,N/A,41160000.0,N/A,0.12,2918,0,185,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
beone,7 Sep 2017,7 Oct 2017,30.0,412.0,2,social services,5,N/A,4500000.0,N/A,0.5,72,0,1644,N/A,N/A,Low,Medium,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitcad,25 May 2017,24 Jun 2017,30.0,517.0,1,other,6,73000002.0,N/A,N/A,2.0,336,0,3519,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bpay,17 Apr 2018,16 May 2018,29.0,191.0,5,other,5,N/A,N/A,N/A,0.08,N/A,0,97,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
centrality,15 Jan 2018,15 Feb 2018,31.0,281.0,9,other,50,88524000.0,99465169.0,0.89,0.17,1464,0,6238,2.0,123.0,N/A,N/A,N/A,1.62872,165758,-0.054,0.011,0.179,0.145,-0.213,-0.806,-0.008,-0.008
cvproof,1 Aug 2018,30 Aug 2018,29.0,85.0,5,other,7,N/A,35000000.0,N/A,0.12,392,0,N/A,N/A,N/A,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dentix,2 Apr 2018,2 May 2018,30.0,205.0,1,other,6,N/A,28000000.0,N/A,0.6802,1808,0,1772,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
engamechain,1 Apr 2018,31 May 2018,60.0,176.0,7,gaming,5,N/A,11544600.0,N/A,0.35,577,0,N/A,N/A,N/A,VeryLow,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ethercom,29 Mar 2018,31 May 2018,63.0,176.0,2,other,10,N/A,20000000.0,N/A,2.66,N/A,0,1,N/A,N/A,N/A,N/A,0.48,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
etherecash,15 Nov 2017,12 Dec 2017,27.0,346.0,12,other,3,40000000.0,100000000.0,0.4,1.0,N/A,0,1058,2.0,140.0,N/A,N/A,N/A,-0.2159,248868,-0.141,-0.128,-2.028,-2.07,2.137,22.706,0.14,0.14
