#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
250,ERA,ERA,"$23,298,716",$0.070099,"332,369,691","$1,209",0.02%,34.66%,31.06%
251,Triggers,TRIG,"$23,178,975",$0.721961,"32,105,578","$2,920,020",-0.07%,2.43%,-4.14%
252,Steem Dollars,SBD,"$22,935,136",$2.01,"11,413,128","$8,982,530",0.99%,8.78%,27.49%
253,Mobius,MOBI,"$22,836,857",$0.060630,"376,657,502","$56,933",-0.40%,3.71%,-0.84%
254,YOYOW,YOYOW,"$22,760,994",$0.089259,"254,999,999","$6,822,450",-0.91%,-0.34%,24.48%
255,Blox,CDT,"$22,542,001",$0.034309,"657,023,039","$607,037",-1.07%,3.38%,-6.93%
256,Cobinhood,COB,"$21,949,383",$0.060617,"362,100,652",$564,0.00%,-2.13%,-22.39%
257,Cofound.it,CFI,"$21,646,105",$0.066603,"325,000,000","$3,231,810",0.68%,24.30%,24.58%
258,Nimiq Exchang...,NET,"$21,387,030",$2.04,"10,500,000","$138,345",-0.58%,6.12%,0.57%
259,Safe Exchange...,SAFEX,"$21,354,986",$0.013839,"1,543,157,590","$9,362",-0.29%,5.97%,17.45%
260,Electra,ECA,"$21,310,773",$0.000882,"24,155,219,110","$357,669",-1.84%,11.74%,73.79%
261,Namecoin,NMC,"$21,211,427",$1.44,"14,736,400","$133,454",-0.26%,-1.21%,-1.51%
262,Unikoin Gold,UKG,"$21,204,970",$0.150366,"141,022,371","$1,773,060",0.18%,1.24%,-12.35%
263,CPChain,CPC,"$21,011,458",$0.092677,"226,715,852","$2,245,350",-2.18%,7.38%,2.00%
264,Viberate,VIB,"$20,992,190",$0.125913,"166,719,800","$2,699,320",-1.29%,9.57%,-0.27%
265,LinkEye,LET,"$20,959,140",$0.034932,"600,000,000","$4,907,640",-0.71%,5.46%,3.80%
266,DeepOnion,ONION,"$20,873,509",$1.64,"12,719,528","$62,797",1.79%,13.23%,7.25%
267,Lykke,LKK,"$20,709,337",$0.066435,"311,721,416","$16,241",-0.22%,6.66%,7.87%
268,TokenCard,TKN,"$20,568,101",$0.825920,"24,903,261","$143,962",-0.39%,3.91%,4.06%
269,E-Dinar Coin,EDR,"$20,534,241",$0.023171,"886,211,988","$65,832",0.50%,-0.90%,25.35%
270,Crown,CRW,"$20,524,262",$1.15,"17,909,322","$9,253",1.61%,12.30%,-7.19%
271,DECENT,DCT,"$20,519,511",$0.399943,"51,306,089","$197,635",2.16%,12.44%,15.78%
272,Synereo,AMP,"$20,479,326",$0.203312,"100,728,564","$1,084,240",0.78%,10.15%,-13.72%
273,Shift,SHIFT,"$20,341,522",$1.71,"11,901,264","$179,037",0.40%,7.40%,6.43%
274,TomoChain,TOMO,"$20,274,320",$0.368624,"55,000,000","$88,346",-3.12%,0.02%,-5.13%
275,Dai,DAI,"$20,137,947",$1.00,"20,076,112","$573,351",0.23%,-0.12%,0.39%
276,Legolas Exchange,LGO,"$20,105,322",$0.169414,"118,675,679","$41,475",-0.75%,5.60%,-7.80%
277,Havven,HAV,"$19,970,697",$0.330645,"60,399,211","$89,448",-2.26%,5.40%,-9.02%
278,Spectre.ai Di...,SXDT,"$19,950,513",$0.243081,"82,073,519","$18,360",-0.78%,7.46%,-3.75%
279,Odyssey,OCN,"$19,841,860",$0.009921,"2,000,000,000","$7,095,570",-0.87%,7.08%,-2.88%
280,Flash,FLASH,"$19,582,290",$0.021758,"900,000,000","$8,252",0.62%,7.76%,-0.26%
281,Humaniq,HMQ,"$19,475,477",$0.119582,"162,862,944","$168,794",-0.65%,7.32%,8.21%
282,ECC,ECC,"$19,219,500",$0.000769,"25,000,000,000","$12,405",-3.32%,6.09%,13.34%
283,FairCoin,FAIR,"$19,134,832",$0.359719,"53,193,831",$650,-0.27%,6.98%,29.42%
284,indaHash,IDH,"$18,722,176",$0.046813,"399,936,259","$16,910",2.59%,8.57%,-24.69%
285,PotCoin,POT,"$18,699,849",$0.085114,"219,703,045","$79,747",0.09%,5.75%,-3.02%
286,Lunyr,LUN,"$18,617,872",$8.10,"2,297,853","$2,028,020",-0.59%,4.51%,2.93%
287,Numeraire,NMR,"$18,443,882",$13.62,"1,353,908","$5,079,840",-0.19%,29.81%,22.06%
288,Elastic,XEL,"$18,265,790",$0.199885,"91,381,496","$58,533",-0.08%,10.82%,-0.18%
289,SunContract,SNC,"$17,869,152",$0.149326,"119,665,373","$4,738,640",-0.53%,4.74%,-13.74%
290,Mercury,MER,"$17,820,100",$0.178201,"100,000,000","$1,780,960",-0.94%,3.27%,18.12%
291,Internet Node...,INT,"$17,720,400",$0.118136,"150,000,000","$1,008,750",-1.11%,6.47%,0.19%
292,Datum,DAT,"$17,555,577",$0.021110,"831,635,545","$1,843,970",-0.13%,3.05%,-1.09%
293,SpaceChain,SPC,"$17,507,195",$0.033995,"514,991,707","$16,095",-3.73%,1.49%,-34.83%
294,Fortuna,FOTA,"$17,412,409",$0.043543,"399,888,127","$611,314",-0.61%,7.55%,-8.21%
295,adToken,ADT,"$17,233,200",$0.028722,"600,000,000","$588,747",1.66%,14.03%,10.64%
296,Bean Cash,BITB,"$17,112,735",$0.006988,"2,448,829,000","$250,654",-0.51%,4.60%,-3.40%
297,Monetha,MTH,"$16,866,035",$0.077683,"217,114,709","$258,143",-0.66%,4.81%,-12.46%
298,Bankex,BKX,"$16,643,014",$0.240123,"69,310,370","$1,451,970",-0.88%,3.55%,-9.63%
299,DMarket,DMT,"$16,572,687",$0.418398,"39,609,863","$256,302",-0.17%,8.69%,-18.36%
300,Pepe Cash,PEPECASH,"$16,433,140",$0.023413,"701,884,009","$29,562",-0.06%,-0.84%,-9.25%
301,Storiqa,STQ,"$16,292,036",$0.002097,"7,767,544,247","$34,890",-1.11%,5.49%,7.16%
302,Everex,EVX,"$16,212,851",$0.982597,"16,500,000","$2,088,750",-1.39%,3.37%,-7.36%
303,WhiteCoin,XWC,"$16,064,612",$0.064555,"248,851,553","$254,228",1.17%,1.81%,-7.67%
304,UpToken,UP,"$16,002,622",$0.117144,"136,606,412","$137,259",0.11%,7.06%,-0.29%
305,Uquid Coin,UQC,"$15,971,500",$1.60,"10,000,000","$17,616",-0.34%,7.89%,0.04%
306,BlackCoin,BLK,"$15,920,882",$0.207390,"76,767,836","$99,985",-0.34%,2.24%,3.42%
307,PRIZM,PZM,"$15,669,363",$0.935886,"16,742,812","$7,953",-0.15%,3.69%,-0.08%
308,Medicalchain,MTN,"$15,645,117",$0.084568,"185,000,000","$6,923,370",-0.53%,7.82%,-9.51%
309,Diamond,DMD,"$15,629,547",$5.74,"2,725,030","$13,913",-0.22%,7.43%,3.35%
310,Cashaa,CAS,"$15,548,588",$0.044466,"349,675,205","$46,812",0.45%,8.73%,31.89%
311,Mothership,MSP,"$15,402,520",$0.110018,"140,000,000","$5,479",-0.67%,5.78%,-10.88%
312,Trade Token,TIO,"$15,370,900",$0.182367,"84,285,536","$102,526",0.14%,6.43%,8.95%
313,Bloom,BLT,"$15,153,338",$0.317848,"47,674,793","$17,494",0.31%,9.87%,-3.59%
314,Republic Prot...,REN,"$15,143,860",$0.032943,"459,700,275","$528,144",-0.05%,8.02%,-10.04%
315,COSS,COSS,"$15,134,531",$0.232670,"65,047,195","$1,182,330",0.58%,3.69%,22.22%
316,Dimecoin,DIME,"$15,062,093",$0.000028,"539,096,740,560","$23,765",-0.61%,1.70%,1.28%
317,I/O Coin,IOC,"$15,047,587",$0.904435,"16,637,554","$15,831",6.73%,14.87%,-4.44%
318,ZClassic,ZCL,"$15,011,816",$4.07,"3,689,250","$206,989",0.51%,2.00%,-20.12%
319,Zeepin,ZPT,"$14,828,019",$0.050465,"293,827,778","$685,299",-0.93%,3.96%,-10.80%
320,QunQun,QUN,"$14,791,124",$0.021484,"688,481,218","$2,941,080",-1.11%,3.64%,-11.74%
321,SwissBorg,CHSB,"$14,748,622",$0.025613,"575,821,133","$22,595",0.07%,5.50%,-9.05%
322,Tao,XTO,"$14,708,746",$0.447570,"32,863,566","$5,740",5.66%,5.62%,43.43%
323,Decision Token,HST,"$14,698,076",$0.458942,"32,025,998","$32,664",2.57%,7.46%,-2.80%
324,ATMChain,ATM,"$14,531,935",$0.003118,"4,660,285,460","$33,297",-1.03%,3.25%,-7.69%
325,Grid+,GRID,"$14,505,848",$0.369703,"39,236,491","$1,743",-0.81%,13.04%,2.49%
326,Radium,RADS,"$14,448,557",$4.16,"3,471,725","$14,301,500",-0.37%,44.37%,26.43%
327,Moeda Loyalty...,MDA,"$14,408,252",$0.734033,"19,628,888","$654,458",-0.19%,5.38%,-0.51%
328,GridCoin,GRC,"$14,307,929",$0.036658,"390,312,753","$40,671",0.25%,-5.97%,-1.27%
329,Propy,PRO,"$14,106,484",$0.808775,"17,441,790","$6,400,150",5.39%,12.21%,5.01%
330,WeTrust,TRST,"$13,944,497",$0.151328,"92,147,500","$163,683",-0.50%,3.46%,-0.84%
331,Hive Project,HVN,"$13,898,962",$0.037064,"375,000,000","$23,018",-0.19%,-0.97%,-16.90%
332,Zeusshield,ZSC,"$13,873,797",$0.012031,"1,153,170,765","$78,619",-0.59%,3.26%,3.33%
333,YEE,YEE,"$13,844,950",$0.010141,"1,365,218,125","$2,259,140",-0.13%,5.44%,-2.66%
334,Blocktix,TIX,"$13,836,040",$0.345901,"40,000,000","$3,468,950",-2.11%,9.40%,34.25%
335,SIBCoin,SIB,"$13,779,018",$0.827947,"16,642,391","$87,301",-1.74%,3.63%,0.33%
336,FirstBlood,1ST,"$13,687,115",$0.159974,"85,558,371","$724,446",-3.04%,3.22%,-9.43%
337,Alphacat,ACAT,"$13,654,569",$0.004893,"2,790,428,084","$24,012",1.02%,14.66%,-4.63%
338,Peerplays,PPY,"$13,646,570",$3.44,"3,962,373","$4,967",-0.27%,0.54%,-9.26%
339,SwftCoin,SWFTC,"$13,585,618",$0.007763,"1,750,000,000","$4,298,640",-0.34%,4.65%,-9.36%
340,Electrify.Asia,ELEC,"$13,583,188",$0.049082,"276,747,052","$690,826",1.58%,0.91%,-16.88%
341,ICOS,ICOS,"$13,559,208",$23.60,"574,572","$19,699",-0.25%,12.00%,12.25%
342,Primecoin,XPM,"$13,509,022",$0.582924,"23,174,585","$82,151",0.16%,0.28%,-1.54%
343,bitUSD,BITUSD,"$13,493,963",$1.09,"12,344,900","$248,633",-0.43%,0.38%,-1.55%
344,Blockport,BPT,"$13,484,790",$0.259418,"51,980,933","$111,746",-0.49%,7.20%,-20.54%
345,STK,STK,"$13,386,345",$0.039160,"341,834,575","$2,199,880",-0.79%,4.03%,-22.65%
346,Selfkey,KEY,"$13,370,705",$0.006991,"1,912,447,546","$204,654",-0.21%,3.83%,-1.62%
347,VeriCoin,VRC,"$13,322,375",$0.431092,"30,903,786","$70,166",-0.17%,6.44%,0.87%
348,AI Doctor,AIDOC,"$13,278,472",$0.031616,"419,997,463","$2,259,480",-0.27%,4.67%,-5.01%
349,True Chain,TRUE,"$13,186,400",$0.527456,"25,000,000","$7,237,620",6.63%,7.20%,1.56%
350,BitClave,CAT,"$13,126,455",$0.026180,"501,394,406","$1,542,320",0.87%,3.12%,-7.05%
351,RevolutionVR,RVR,"$13,117,713",$0.062465,"210,000,000","$516,382",0.83%,14.02%,-4.83%
352,Refereum,RFR,"$12,846,402",$0.005457,"2,353,924,557","$192,735",0.38%,5.59%,-8.62%
353,Zoin,ZOI,"$12,760,162",$0.731215,"17,450,629","$21,150",0.14%,3.96%,45.31%
354,Agrello,DLT,"$12,702,261",$0.147737,"85,978,873","$309,343",-0.99%,4.85%,-3.93%
355,Banyan Network,BBN,"$12,654,866",$0.080894,"156,436,867","$1,656,210",-0.64%,12.02%,-12.52%
356,All Sports,SOC,"$12,638,530",$0.026014,"485,833,833","$3,439,610",-0.39%,1.95%,-16.11%
357,Incent,INCNT,"$12,597,965",$0.273770,"46,016,602","$26,754",-0.05%,1.46%,7.80%
358,Omni,OMNI,"$12,565,820",$22.41,"560,839","$17,213",0.47%,8.90%,3.60%
359,Paragon,PRG,"$12,553,414",$0.193318,"64,936,601","$89,717",-0.09%,2.85%,-9.07%
360,Linda,LINDA,"$12,438,294",$0.001396,"8,909,123,121","$48,112",0.62%,4.09%,-27.19%
361,CoinMeet,MEE,"$12,394,428",$0.036454,"339,999,999","$2,647,110",-1.30%,7.14%,-2.72%
362,OAX,OAX,"$12,268,587",$0.490562,"25,009,250","$512,877",-0.83%,8.11%,-1.82%
363,Matchpool,GUP,"$12,264,750",$0.163530,"75,000,000","$2,993,030",-0.29%,10.57%,3.77%
364,ShipChain,SHIP,"$12,201,747",$0.076518,"159,463,275","$50,738",-0.82%,1.26%,-6.49%
365,Bitcoin Green,BITG,"$12,174,791",$4.63,"2,628,227","$136,315",0.80%,31.46%,40.08%
366,carVertical,CV,"$12,169,977",$0.002225,"5,469,087,173","$69,018",-1.01%,0.32%,-7.57%
367,Aeron,ARN,"$12,072,580",$0.928660,"13,000,000","$503,964",-0.41%,4.25%,-6.84%
368,MonetaryUnit,MUE,"$12,057,166",$0.093860,"128,458,501","$28,990",-0.45%,6.55%,-1.37%
369,DADI,DADI,"$11,952,416",$0.155500,"76,864,411","$1,814,200",0.78%,4.03%,-4.27%
370,EncrypGen,DNA,"$11,927,822",$0.192576,"61,938,257","$28,615",-1.73%,-4.05%,0.93%
371,Qbao,QBT,"$11,733,844",$0.179550,"65,351,403","$6,891",-2.37%,5.83%,1.98%
372,LATOKEN,LA,"$11,728,841",$0.150680,"77,839,404","$801,067",-0.69%,7.27%,-1.61%
373,Matryx,MTX,"$11,693,739",$0.503513,"23,224,303","$2,890,710",-2.31%,3.19%,-31.94%
374,Energo,TSL,"$11,679,286",$0.020067,"582,029,029","$156,798",0.01%,-0.31%,7.29%
375,SolarCoin,SLR,"$11,643,324",$0.277567,"41,947,796","$17,771",0.68%,7.19%,0.91%
376,NoLimitCoin,NLC2,"$11,537,122",$0.056113,"205,603,330","$27,254",-0.60%,3.70%,-16.12%
377,Pascal Coin,PASC,"$11,534,196",$0.594197,"19,411,400","$19,765",-0.38%,5.85%,-2.20%
378,Bodhi,BOT,"$11,352,320",$0.283808,"40,000,000","$4,040,700",-0.69%,4.43%,5.22%
379,PoSW Coin,POSW,"$11,212,028",$0.254241,"44,100,000","$3,342",-0.11%,8.16%,13.41%
380,HempCoin,THC,"$11,195,045",$0.048573,"230,478,760","$54,996",-0.01%,11.78%,9.17%
381,SHIELD,XSH,"$11,168,659",$0.023185,"481,729,567","$48,184",-1.19%,8.12%,1.10%
382,B2BX,B2B,"$11,128,170",$0.688255,"16,168,673","$1,456,420",40.14%,44.91%,85.46%
383,BitDegree,BDG,"$11,005,332",$0.031039,"354,569,198","$15,614",-1.95%,7.47%,-11.91%
384,Everus,EVR,"$10,925,128",$0.132611,"82,384,782","$252,854",-0.20%,6.36%,-10.48%
385,Exchange Union,XUC,"$10,810,640",$5.41,"2,000,000","$214,751",-0.03%,3.75%,-3.41%
386,OracleChain,OCT,"$10,804,470",$0.360149,"30,000,000","$22,157",-1.89%,-3.39%,-7.56%
387,ALIS,ALIS,"$10,799,839",$0.280234,"38,538,647","$20,110",-0.63%,9.20%,0.28%
388,Cappasity,CAPP,"$10,766,804",$0.027774,"387,659,073","$76,765",1.99%,16.53%,-5.55%
389,ProChain,PRA,"$10,721,414",$0.216320,"49,562,749","$2,066,870",-0.22%,3.81%,6.67%
390,Divi,DIVX,"$10,680,846",$2.08,"5,143,207","$43,012",2.21%,1.20%,7.66%
391,MedicCoin,MEDIC,"$10,631,625",$0.066847,"159,043,202","$11,231",1.28%,133.87%,163.13%
392,Datawallet,DXT,"$10,603,157",$0.027172,"390,222,225","$244,304",-0.13%,3.18%,0.37%
393,Xaurum,XAUR,"$10,558,658",$0.083052,"127,133,710","$70,030",-0.32%,1.60%,-0.43%
394,Expanse,EXP,"$10,536,301",$1.33,"7,906,397","$120,525",-0.41%,10.33%,-0.34%
395,iXledger,IXT,"$10,520,590",$0.294045,"35,778,844","$144,180",-0.46%,3.12%,-4.88%
396,Neumark,NEU,"$10,455,272",$0.364003,"28,723,038","$154,778",-0.41%,8.03%,6.99%
397,InsurePal,IPL,"$10,412,644",$0.051804,"201,000,000","$2,806",0.32%,-3.82%,-2.48%
398,XPA,XPA,"$10,178,555",$0.178016,"57,177,751","$763,809",17.81%,-8.12%,-22.03%
399,Blackmoon,BMC,"$9,991,935",$0.471222,"21,204,305","$738,738",-0.24%,-1.99%,-27.40%
400,Zap,ZAP,"$9,952,052",$0.089121,"111,668,736","$48,748",1.10%,-8.91%,-30.41%
401,Boolberry,BBR,"$9,893,542",$0.872915,"11,333,912","$6,305",4.65%,27.85%,2.09%
402,ALQO,ALQO,"$9,856,140",$0.280458,"35,143,016","$81,134",-1.03%,1.78%,-3.27%
403,Restart Energ...,MWAT,"$9,829,068",$0.023685,"415,000,000","$178,841",0.53%,7.74%,3.23%
404,Lamden,TAU,"$9,822,371",$0.069067,"142,215,728","$182,065",-4.39%,6.01%,-24.93%
405,Bismuth,BIS,"$9,783,954",$1.11,"8,806,360","$16,835",3.62%,8.07%,-19.67%
406,Measurable Da...,MDT,"$9,722,882",$0.048702,"199,640,302","$745,554",0.28%,5.02%,-9.66%
407,SureRemit,RMT,"$9,721,800",$0.019444,"500,000,000","$98,061",-0.56%,1.23%,-31.66%
408,Polybius,PLBT,"$9,669,146",$2.44,"3,969,565","$36,784",-1.55%,33.11%,35.32%
409,Phore,PHR,"$9,655,938",$1.33,"7,237,955","$16,075",2.62%,4.23%,-6.62%
410,True USD,TUSD,"$9,610,784",$1.00,"9,574,115","$798,957",-0.52%,-0.69%,0.25%
411,NewYorkCoin,NYC,"$9,588,441",$0.000072,"134,024,588,760","$9,858",-0.55%,-0.63%,-4.58%
412,Lympo,LYM,"$9,554,934",$0.017643,"541,583,074","$168,967",-2.47%,3.93%,-11.00%
413,AICHAIN,AIT,"$9,535,805",$0.017822,"535,067,071","$1,201",-0.28%,5.34%,-6.20%
414,Clams,CLAM,"$9,531,248",$3.23,"2,952,140","$17,064",0.84%,6.82%,1.49%
415,Olympus Labs,MOT,"$9,523,597",$0.243366,"39,132,818","$47,346",-0.50%,6.99%,-7.25%
416,Leadcoin,LDC,"$9,501,275",$0.012113,"784,399,592","$3,829,240",-0.73%,-0.47%,-36.75%
417,LoMoCoin,LMC,"$9,498,723",$0.041654,"228,040,319","$38,043",1.24%,5.56%,0.74%
418,Target Coin,TGT,"$9,327,441",$0.009793,"952,429,892",$717,-0.28%,1.34%,-35.48%
419,Covesting,COV,"$9,273,968",$0.529941,"17,500,000","$25,737",-0.77%,4.46%,-18.60%
420,BitSend,BSD,"$9,243,208",$0.493171,"18,742,400","$147,178",-0.45%,8.10%,-6.77%
421,Rubycoin,RBY,"$9,046,933",$0.354923,"25,489,846","$1,285",1.22%,4.25%,-0.29%
422,Sentinel Chain,SENC,"$8,953,794",$0.060029,"149,157,308","$300,966",0.60%,6.73%,?
423,DomRaider,DRT,"$8,933,425",$0.015103,"591,500,000","$204,249",-0.37%,21.78%,-0.39%
424,Waves Communi...,WCT,"$8,692,880",$0.871939,"9,969,597","$10,569",-0.32%,3.56%,-2.95%
425,Databits,DTB,"$8,678,858",$0.381525,"22,747,809","$3,919",0.00%,6.17%,-15.70%
426,Swarm City,SWT,"$8,652,073",$1.06,"8,151,259","$59,866",-0.25%,6.82%,-3.99%
427,DecentBet,DBET,"$8,631,128",$0.071705,"120,369,954","$15,359",-0.29%,1.00%,-5.46%
428,Hackspace Cap...,HAC,"$8,611,855",$0.026555,"324,308,673","$127,668",4.43%,20.60%,10.59%
429,ATN,ATN,"$8,572,326",$0.401665,"21,341,978","$27,096",-0.14%,15.11%,-1.64%
430,ToaCoin,TOA,"$8,571,809",$0.003557,"2,409,869,279","$56,522",-3.55%,24.09%,-3.10%
431,TransferCoin,TX,"$8,564,664",$1.34,"6,410,245","$2,182,940",-0.52%,8.87%,-2.88%
432,CoinPoker,CHP,"$8,564,530",$0.052536,"163,022,741","$132,608",-2.90%,5.92%,12.94%
433,Universal Cur...,UNIT,"$8,557,913",$0.635597,"13,464,370","$43,214",-2.19%,9.48%,-12.75%
434,NVO,NVST,"$8,549,640",$0.569976,"15,000,000",$831,-0.01%,0.49%,-7.38%
435,Oxycoin,OXY,"$8,538,433",$0.087907,"97,130,291","$16,636",-0.38%,5.98%,4.89%
436,Karma,KRM,"$8,538,298",$0.008492,"1,005,414,013","$100,508",-0.48%,5.45%,16.36%
437,Stox,STX,"$8,535,822",$0.202477,"42,156,998","$496,827",-0.47%,2.75%,-1.30%
438,Russian Miner...,RMC,"$8,513,992",$5649.63,"1,507","$1,537",3.33%,37.69%,-11.61%
439,Auroracoin,AUR,"$8,510,907",$0.982995,"8,658,139","$8,754",0.43%,4.35%,-6.03%
440,Debitum Network,DEB,"$8,480,318",$0.051084,"166,007,313","$10,403",-3.85%,1.16%,-4.12%
441,Hi Mutual Soc...,HMC,"$8,445,286",$0.020899,"404,100,000","$178,979",0.05%,3.82%,-7.62%
442,Myriad,XMY,"$8,440,376",$0.005392,"1,565,430,000","$41,974",-0.21%,1.73%,15.10%
443,CanYaCoin,CAN,"$8,429,965",$0.208976,"40,339,393","$95,875",2.16%,5.43%,-17.27%
444,Snovio,SNOV,"$8,422,912",$0.020798,"404,984,701","$40,379",-1.33%,2.57%,-6.11%
445,EarthCoin,EAC,"$8,282,041",$0.000699,"11,850,261,800","$2,025",-0.28%,-3.86%,0.52%
446,Gambit,GAM,"$8,220,869",$6.85,"1,200,279","$5,917",-0.28%,10.00%,8.87%
447,FidentiaX,FDX,"$8,202,233",$0.078117,"105,000,000","$7,068",-0.79%,18.48%,7.00%
448,TokenClub,TCT,"$8,144,546",$0.016929,"481,091,695","$277,247",-0.50%,3.63%,3.16%
449,ATBCoin,ATB,"$8,144,000",$0.197544,"41,226,260","$2,429,380",-0.02%,5.33%,-2.45%
450,Energycoin,ENRG,"$8,093,629",$0.066465,"121,773,535","$11,172",-2.13%,3.12%,-11.74%
451,OKCash,OK,"$7,908,028",$0.106938,"73,949,655","$65,556",-1.08%,8.76%,3.03%
452,HelloGold,HGT,"$7,842,746",$0.029816,"263,034,654","$2,192,930",-0.68%,-2.29%,1.99%
453,The ChampCoin,TCC,"$7,803,444",$0.047315,"164,925,727","$6,645",-0.29%,5.75%,-0.39%
454,EchoLink,EKO,"$7,797,712",$0.031202,"249,914,650","$2,796,430",-2.54%,-0.94%,-7.80%
455,NeosCoin,NEOS,"$7,750,926",$2.06,"3,756,586","$166,693",-0.18%,-2.30%,5.67%
456,Hubii Network,HBT,"$7,707,954",$0.570266,"13,516,418",$519,-0.84%,4.11%,1.50%
457,Credo,CREDO,"$7,686,276",$0.013978,"549,891,703","$2,516",-0.29%,26.97%,-6.56%
458,FlorinCoin,FLO,"$7,634,753",$0.053365,"143,065,603","$22,016",-0.99%,5.55%,-18.50%
459,Patientory,PTOY,"$7,594,230",$0.108489,"70,000,000","$638,895",-0.83%,6.22%,1.78%
460,DIMCOIN,DIM,"$7,569,301",$0.003617,"2,092,475,837","$16,738",-0.83%,5.34%,-9.72%
461,TE-FOOD,TFD,"$7,505,814",$0.017964,"417,822,984","$75,237",-1.73%,3.58%,-21.39%
462,Rivetz,RVT,"$7,427,184",$0.283000,"26,244,468","$5,787",0.00%,2.30%,-31.61%
463,DubaiCoin,DBIX,"$7,402,267",$3.32,"2,232,901","$34,710",-0.34%,4.96%,-4.87%
464,Hacken,HKN,"$7,367,680",$1.81,"4,072,972","$30,513",-4.35%,8.48%,-5.33%
465,Chronobank,TIME,"$7,355,775",$10.36,"710,113","$216,987",-0.31%,5.29%,1.56%
466,Golos,GOLOS,"$7,308,860",$0.058697,"124,518,891","$17,604",-2.47%,1.98%,4.52%
467,OneRoot Network,RNT,"$7,295,880",$0.032562,"224,059,799","$722,219",-0.40%,5.46%,0.41%
468,InvestFeed,IFT,"$7,250,020",$0.037883,"191,381,257","$22,557",2.79%,-1.93%,-1.48%
469,CVCoin,CVCOIN,"$7,235,177",$0.735504,"9,837,033","$1,308",0.97%,3.03%,7.84%
470,Quantum,QAU,"$7,229,408",$0.096164,"75,177,666","$2,030",-0.07%,5.25%,-8.08%
471,MyBit Token,MYB,"$7,227,660",$2.58,"2,799,476","$24,559",2.92%,6.86%,-22.73%
472,GoByte,GBX,"$7,220,889",$6.09,"1,184,978","$89,359",-0.97%,3.73%,-0.78%
473,Remme,REM,"$7,189,444",$0.011976,"600,295,910","$133,343",6.17%,10.47%,3.88%
474,Polis,POLIS,"$7,123,336",$4.46,"1,598,067","$60,006",-0.63%,11.86%,7.13%
475,AirToken,AIR,"$7,078,659",$0.006742,"1,050,000,000","$221,087",1.48%,1.87%,-5.59%
476,CoinFi,COFI,"$7,050,186",$0.041357,"170,470,573","$103,898",-4.22%,-5.91%,-17.22%
477,Aurora DAO,AURA,"$7,045,590",$0.069137,"101,907,520","$11,578",-0.76%,0.77%,-11.45%
478,aXpire,AXP,"$6,995,237",$0.027289,"256,338,119","$12,373",-0.01%,7.63%,-4.13%
479,Mintcoin,MINT,"$6,993,765",$0.000280,"24,947,260,808","$30,055",-0.29%,-12.80%,-24.57%
480,Nexium,NXC,"$6,945,437",$0.104410,"66,520,799","$10,710",-0.57%,5.47%,-2.86%
481,Spectrecoin,XSPEC,"$6,861,340",$0.330106,"20,785,264","$17,089",-0.41%,4.84%,-14.75%
482,HEAT,HEAT,"$6,842,496",$0.204240,"33,502,232","$3,034",-0.29%,-6.53%,9.99%
483,LUXCoin,LUX,"$6,842,165",$4.76,"1,436,950","$61,714",-2.18%,14.81%,13.68%
484,Open Trading ...,OTN,"$6,799,691",$1.89,"3,592,379","$48,098",3.19%,22.92%,-4.28%
485,Musicoin,MUSIC,"$6,784,482",$0.009719,"698,045,864","$29,423",-0.99%,4.51%,-13.32%
486,Dynamic,DYN,"$6,783,740",$1.40,"4,860,283","$33,616",-1.69%,5.30%,-0.76%
487,ColossusXT,COLX,"$6,746,826",$0.000629,"10,724,738,924","$73,988",4.46%,1.57%,-19.98%
488,Solaris,XLR,"$6,736,220",$5.85,"1,152,105","$29,624",-1.38%,4.15%,-0.75%
489,LockChain,LOC,"$6,714,791",$0.722567,"9,292,966","$14,264",1.18%,-0.58%,-5.58%
490,Primas,PST,"$6,675,866",$0.130388,"51,200,000","$116,525",-3.34%,-1.80%,-9.83%
491,SportyCo,SPF,"$6,639,477",$0.126857,"52,338,275","$1,309,800",-1.36%,-2.82%,-11.03%
492,Eroscoin,ERO,"$6,632,792",$0.035518,"186,744,000","$103,118",-0.29%,2.26%,-15.64%
493,Etheroll,DICE,"$6,581,063",$0.939934,"7,001,623","$7,198",-0.80%,4.92%,15.49%
494,FoldingCoin,FLDC,"$6,490,326",$0.011078,"585,880,527","$27,953",-1.17%,1.68%,2.02%
495,CHIPS,CHIPS,"$6,475,901",$0.309226,"20,942,292",$965,-0.53%,-3.12%,3.99%
496,EZToken,EZT,"$6,473,097",$0.562878,"11,500,000","$1,449,590",-0.63%,4.55%,-9.84%
497,Novacoin,NVC,"$6,454,533",$3.17,"2,036,265","$10,821",-0.04%,5.30%,-2.87%
498,Banca,BANCA,"$6,436,986",$0.000551,"11,674,255,732","$1,022,060",-1.14%,22.21%,46.88%
499,Pareto Network,PARETO,"$6,349,249",$0.028677,"221,407,933","$125,856",-2.82%,18.41%,46.84%
500,Sequence,SEQ,"$6,347,746",$0.139429,"45,526,728","$32,855",-0.23%,6.80%,3.87%
501,Block Array,ARY,"$6,305,078",$0.092138,"68,430,738","$16,267",-0.33%,3.83%,-9.78%
502,U.CASH,UCASH,"$6,280,429",$0.003405,"1,844,678,441","$5,079",-6.49%,16.44%,-57.12%
